# 1:time 2:Re 3:Im
0.0 5.38187345151e-11 -8.62919948446e-10
2.4 5.34422292721e-11 -8.68063664505e-10
4.8 5.34360598976e-11 -8.73196696248e-10
7.2 5.34236107474e-11 -8.78321138964e-10
9.6 5.34158139469e-11 -8.8344637426e-10
12.0 5.34290366941e-11 -8.88604073586e-10
14.4 5.34590793476e-11 -8.93725134595e-10
16.8 5.3480670828e-11 -8.98847909112e-10
19.2 5.34905644263e-11 -9.03975477999e-10
21.6 5.35061386597e-11 -9.09120202258e-10
24.0 5.35194958383e-11 -9.14252772204e-10
26.4 5.35132733829e-11 -9.19361619268e-10
28.8 5.35247692436e-11 -9.24513690841e-10
31.2 5.3540200897e-11 -9.29634217731e-10
33.6 5.3541344694e-11 -9.34743193635e-10
36.0 5.35721951971e-11 -9.39877588212e-10
38.4 5.36054426697e-11 -9.4501626257e-10
40.8 5.36072767169e-11 -9.50139317398e-10
43.2 5.36248015675e-11 -9.55261743388e-10
45.6 5.36613440148e-11 -9.60382426335e-10
48.0 5.3674662682e-11 -9.65507183066e-10
50.4 5.37060524594e-11 -9.70633709494e-10
52.8 5.37027856879e-11 -9.75727572063e-10
55.2 5.37007513064e-11 -9.80839840777e-10
57.6 5.37365483063e-11 -9.85987938555e-10
60.0 5.37643983591e-11 -9.91116853376e-10
62.4 5.37440126014e-11 -9.96185509127e-10
64.8 5.37522536294e-11 -1.00129305876e-09
67.2 5.37719739783e-11 -1.00641419703e-09
69.6 5.37814451102e-11 -1.01151406625e-09
72.0 5.37887876699e-11 -1.01659665543e-09
74.4 5.37515929233e-11 -1.02167768886e-09
76.8 5.37119699492e-11 -1.02675968947e-09
79.2 5.36532138846e-11 -1.03183142007e-09
81.6 5.35477837102e-11 -1.0369227136e-09
84.0 5.34735871653e-11 -1.04199945158e-09
86.4 5.35087135108e-11 -1.047024028e-09
88.8 5.34842066464e-11 -1.05210604951e-09
91.2 5.34230669822e-11 -1.05717490124e-09
93.6 5.34578438026e-11 -1.06219267672e-09
96.0 5.35758495168e-11 -1.06725459065e-09
98.4 5.36445558306e-11 -1.07232879317e-09
100.8 5.37320986062e-11 -1.07738225473e-09
103.2 5.38733291054e-11 -1.08241622798e-09
105.6 5.40033634429e-11 -1.08747898646e-09
108.0 5.40948834739e-11 -1.09257023046e-09
110.4 5.41374207588e-11 -1.09759753186e-09
112.8 5.41733459134e-11 -1.10262185325e-09
115.2 5.42281615616e-11 -1.10767353393e-09
117.6 5.43436590433e-11 -1.11275152789e-09
120.0 5.44057995489e-11 -1.11779703157e-09
122.4 5.44229029892e-11 -1.12280250895e-09
124.8 5.44765147567e-11 -1.12786977122e-09
127.2 5.46133936635e-11 -1.13291992546e-09
129.6 5.47132530986e-11 -1.13793289318e-09
132.0 5.47303120983e-11 -1.14295224613e-09
134.4 5.48449613124e-11 -1.14799947461e-09
136.8 5.49987849223e-11 -1.153061578e-09
139.2 5.50859823902e-11 -1.15805760915e-09
141.6 5.5148083823e-11 -1.1630574642e-09
144.0 5.52872825045e-11 -1.16807822346e-09
146.4 5.53739988247e-11 -1.1731296798e-09
148.8 5.53233315658e-11 -1.17820415927e-09
151.2 5.54028750523e-11 -1.18334784759e-09
153.6 5.58706329111e-11 -1.18858053488e-09
156.0 5.64624830624e-11 -1.19359130773e-09
158.4 5.65369996896e-11 -1.19771799919e-09
160.8 5.59251272822e-11 -1.2005050318e-09
163.2 5.52062884326e-11 -1.20221133401e-09
165.6 5.52444068071e-11 -1.20426784605e-09
168.0 5.60467312419e-11 -1.20872908871e-09
170.4 5.6786072935e-11 -1.21665761093e-09
172.8 5.69510064093e-11 -1.22671687028e-09
175.2 5.66927643454e-11 -1.23581564647e-09
177.6 5.65631442424e-11 -1.24159957394e-09
180.0 5.68296502134e-11 -1.24437310867e-09
182.4 5.73714459233e-11 -1.24679287735e-09
184.8 5.78595957922e-11 -1.25129881288e-09
187.2 5.80762055562e-11 -1.25784787924e-09
189.6 5.8202667315e-11 -1.26442654729e-09
192.0 5.85946578897e-11 -1.26954154457e-09
194.4 5.91077221166e-11 -1.27357283643e-09
196.8 5.9470595204e-11 -1.27783274627e-09
199.2 5.98117716473e-11 -1.28273466799e-09
201.6 6.02968162119e-11 -1.28782777776e-09
204.0 6.0711257738e-11 -1.29276249644e-09
206.4 6.10033763102e-11 -1.2976012389e-09
208.8 6.16370442921e-11 -1.30234789545e-09
211.2 6.24722746077e-11 -1.30703075596e-09
213.6 6.29435173832e-11 -1.31170742228e-09
216.0 6.29289427968e-11 -1.31627052999e-09
218.4 6.31947610007e-11 -1.32077149003e-09
220.8 6.42428840661e-11 -1.32504841499e-09
223.2 6.55274597117e-11 -1.32890466375e-09
225.6 6.63427086547e-11 -1.33271321442e-09
228.0 6.66629257593e-11 -1.33692090488e-09
230.4 6.72686887948e-11 -1.34171310793e-09
232.8 6.87465882311e-11 -1.34725583522e-09
235.2 7.05973083217e-11 -1.35345422838e-09
237.6 7.21292479205e-11 -1.35967356095e-09
240.0 7.41364896157e-11 -1.36534981959e-09
242.4 7.72749391117e-11 -1.37050696868e-09
244.8 7.8471260793e-11 -1.37557990248e-09
247.2 7.01734070552e-11 -1.38084402018e-09
249.6 4.47132808356e-11 -1.38623851242e-09
252.0 8.11607727426e-12 -1.39169012369e-09
254.4 1.04641105027e-11 -1.39663952114e-09
256.8 1.66732800669e-10 -1.39767300039e-09
259.2 5.81406218394e-10 -1.38728094265e-09
261.6 1.12403097172e-09 -1.35902566213e-09
264.0 1.19704157044e-09 -1.32455067205e-09
266.4 -1.23608860634e-10 -1.33508576775e-09
268.8 -3.21633559542e-09 -1.4715541534e-09
