# 1:time 2:h+ 3:hx
0.0 0.26231522962 0.510114168103
6.103515625e-05 -0.0959109642045 0.560290240762
0.0001220703125 -0.412385755315 0.364923760454
0.00018310546875 -0.520683301225 0.00705693577649
0.000244140625 -0.362653499622 -0.321998399505
0.00030517578125 -0.0341964968605 -0.447153082333
0.0003662109375 0.271166180763 -0.297909306009
0.00042724609375 0.343100643009 0.0115938470648
0.00048828125 0.162515984238 0.222955851786
0.00054931640625 -0.0574374191579 0.195697383122
0.0006103515625 -0.123107839467 0.0466189684003
0.00067138671875 -0.054381093691 -0.0431850736272
0.000732421875 0.0198480234468 -0.0170279401559
0.00079345703125 0.000424687978987 0.0519712574473
0.0008544921875 -0.090383054854 0.0478174507216
0.00091552734375 -0.140639911682 -0.0596386911665
0.0009765625 -0.0649742404249 -0.190582884332
0.00103759765625 0.12188514809 -0.215443899019
0.0010986328125 0.286215269976 -0.0580528736356
0.00115966796875 0.263579318991 0.202620401558
0.001220703125 0.0256193888096 0.364274258151
0.00128173828125 -0.270838287687 0.276215716591
0.0013427734375 -0.401828518465 -0.0220123322959
0.00140380859375 -0.259351015411 -0.322312677517
0.00146484375 0.0601887279663 -0.413961548291
0.00152587890625 0.339241376246 -0.237964028688
0.0015869140625 0.400880179903 0.0812679532938
0.00164794921875 0.218826297247 0.341828152823
0.001708984375 -0.0886048872696 0.389517924302
0.00177001953125 -0.332294685359 0.201480112262
0.0018310546875 -0.36220866715 -0.102749414083
0.00189208984375 -0.160951958076 -0.325053465007
0.001953125 0.128620675049 -0.316999425981
0.00201416015625 0.299547409583 -0.0962971180196
0.0020751953125 0.234631461882 0.160336190671
0.00213623046875 0.00904690060771 0.251982163229
0.002197265625 -0.173300450975 0.130767799529
0.00225830078125 -0.17328476293 -0.0659518596157
0.0023193359375 -0.0283488062612 -0.159905380702
0.00238037109375 0.109437324338 -0.0928740537288
0.00244140625 0.121369938651 0.0490936536774
0.00250244140625 0.0139332077538 0.12635209348
0.0025634765625 -0.100163887035 0.0725017110141
0.00262451171875 -0.110305126881 -0.0539958032657
0.002685546875 -0.00534531533079 -0.128471897484
0.00274658203125 0.115533618484 -0.0731518928882
0.0028076171875 0.13231792963 0.0705266453841
0.00286865234375 0.0106550278314 0.171028927847
0.0029296875 -0.153498422263 0.117434063236
0.00299072265625 -0.20369155651 -0.0675617485266
0.0030517578125 -0.0698201976156 -0.225471740582
0.00311279296875 0.146659758971 -0.205062762177
0.003173828125 0.262858266663 -0.0077019301732
0.00323486328125 0.173513240499 0.212229841739
0.0032958984375 -0.0591817080356 0.276918368176
0.00335693359375 -0.256459930749 0.128200868106
