# 1:t 2:E_GW_dot 3:E_GW 4:J_GW_dot 5:J_GW
1963.2 8.92312187582e-06 0.0054908739436 0.000546843299045 0.421628113202
1965.6 8.98806193502e-06 0.00551236736417 0.000549584033151 0.422943826
1968.0 9.05005731995e-06 0.00553401310728 0.000552332255015 0.424266125546
1970.4 9.1092084808e-06 0.00555580422624 0.000555084661941 0.425595025847
1972.8 9.16561175017e-06 0.00557773401051 0.000557840251664 0.426930535743
1975.2 9.22010854142e-06 0.00559979687486 0.000560621328281 0.428272689639
1977.6 9.27451809567e-06 0.00562199042683 0.000563478591048 0.429621609542
1980.0 9.33095316642e-06 0.00564431699234 0.000566472407678 0.43097755074
1982.4 9.39044252373e-06 0.00566678266717 0.000569635482618 0.432340880209
1984.8 9.45210073807e-06 0.00568939371909 0.000572948667923 0.433711981189
1987.2 9.51415357479e-06 0.00571215322426 0.000576366611425 0.435091159525
1989.6 9.57615022658e-06 0.00573506158882 0.000579876301149 0.43647865102
1992.0 9.640000415e-06 0.00575812096959 0.000583523147335 0.437874730358
1994.4 9.70877261265e-06 0.00578133949723 0.000587375920143 0.439279809239
1996.8 9.78475502823e-06 0.00580473173039 0.000591472774763 0.440694427673
1999.2 9.86863023403e-06 0.00582831579271 0.00059579985958 0.442119154834
2001.6 9.95988553999e-06 0.00585211001164 0.000600308321101 0.443554484651
2004.0 1.00575373847e-05 0.00587613091915 0.000604944105146 0.445000787562
2006.4 1.01607354241e-05 0.00590039284652 0.000609671987913 0.446458326874
2008.8 1.02692158267e-05 0.00592490878802 0.000614488039823 0.447927318907
2011.2 1.03833770775e-05 0.0059496918995 0.000619415022857 0.449408002582
2013.6 1.05040682452e-05 0.00597475683389 0.000624485470382 0.450900683174
2016.0 1.06325177286e-05 0.00600012073706 0.000629729476829 0.452405741111
2018.4 1.07699857198e-05 0.0060258037412 0.000635164473977 0.453923613852
2020.8 1.09163107456e-05 0.00605182729696 0.000640769443155 0.455454734553
2023.2 1.10685679118e-05 0.00607820915135 0.000646469281149 0.456999421022
2025.6 1.12225856e-05 0.00610495853556 0.00065218433886 0.458557805366
2028.0 1.13767207853e-05 0.00613207770322 0.00065791816869 0.460129928375
2030.4 1.15330330176e-05 0.00615956940779 0.000663763293865 0.46171594613
2032.8 1.16937798473e-05 0.00618744158322 0.000669788583944 0.463316208383
2035.2 1.18581048773e-05 0.00621570384489 0.000675954797466 0.464931100441
2037.6 1.20239671872e-05 0.00624436233137 0.000682190870249 0.466560875242
2040.0 1.21925606299e-05 0.00627342216475 0.000688531333278 0.468205741886
2042.4 1.2368333863e-05 0.00630289523814 0.000695114383984 0.469866116747
2044.8 1.25540595691e-05 0.00633280211026 0.000702037797247 0.471542699365
2047.2 1.27477619678e-05 0.00636316429611 0.000709268423488 0.473236266829
2049.6 1.29455076952e-05 0.0063939962197 0.000716712521838 0.474947443964
2052.0 1.31458235772e-05 0.00642530581723 0.000724332166058 0.476676697589
2054.4 1.3349999359e-05 0.00645710080475 0.000732154958784 0.478424482139
2056.8 1.35586518411e-05 0.00648939118619 0.000740187159967 0.480191292682
2059.2 1.37696141313e-05 0.00652218510536 0.000748363420138 0.481977553378
2061.6 1.39801775055e-05 0.00655548485532 0.000756606992582 0.483783517873
2064.0 1.41911357483e-05 0.00658929043123 0.00076493047949 0.48560936284
2066.4 1.44077982699e-05 0.00662360915205 0.000773459329118 0.48745543061
2068.8 1.46366315389e-05 0.00665846246782 0.000782350665096 0.489322402603
2071.2 1.4880800195e-05 0.0066938833859 0.000791686593363 0.491211247313
2073.6 1.51385401419e-05 0.0067299065943 0.000801434091568 0.493122992135
2076.0 1.54053215265e-05 0.00676655922831 0.000811494630755 0.495058506602
2078.4 1.56776685481e-05 0.0068038588164 0.000821792861318 0.497018451592
2080.8 1.59557230599e-05 0.00684181888633 0.000832334602921 0.499003404549
2083.2 1.62431479825e-05 0.00688045753158 0.000843201391108 0.501014047742
2085.6 1.6545002739e-05 0.00691980331244 0.00085449669116 0.503051285441
2088.0 1.6865104446e-05 0.00695989544106 0.000866280408277 0.50511621796
2090.4 1.72041404817e-05 0.00700077853498 0.000878525916369 0.50720998555
2092.8 1.75594141628e-05 0.00704249480055 0.000891123902651 0.509333565333
2095.2 1.7926552924e-05 0.00708507796106 0.000903936216675 0.511487637476
2097.6 1.83022174675e-05 0.00712855248553 0.000916867636388 0.513672602099
2100.0 1.86858171571e-05 0.00717293812707 0.000929904750856 0.515888728964
2102.4 1.90791148787e-05 0.00721825604552 0.000943098042335 0.518136332316
2104.8 1.94846425398e-05 0.00726453255442 0.000956511063766 0.520415863243
2107.2 1.99043885138e-05 0.00731179939168 0.00097017634187 0.52272788813
2109.6 2.03389267322e-05 0.00736009136998 0.000984073727447 0.525072988213
2112.0 2.07866519332e-05 0.00740944206438 0.000998130156219 0.527451632874
2114.4 2.12439575643e-05 0.00745987879577 0.00101224899547 0.529864087856
2116.8 2.17074969281e-05 0.00751142054117 0.00102637182218 0.532310432837
2119.2 2.21774744238e-05 0.00756408250679 0.00104053621738 0.534790722484
2121.6 2.26586832264e-05 0.00761788589597 0.00105486795955 0.537305207497
2124.0 2.31572406792e-05 0.00767286500465 0.00106948812273 0.539854434795
2126.4 2.36753150931e-05 0.00772906407158 0.00108440333766 0.542439104548
2128.8 2.42090513857e-05 0.00778652531136 0.00109948654927 0.545059772412
2131.2 2.47524782339e-05 0.0078452791469 0.00111458308967 0.547716655979
2133.6 2.53040298561e-05 0.00790534695661 0.00112965150118 0.550409737488
2136.0 2.58689559059e-05 0.00796675453952 0.00114480272828 0.553139082563
2138.4 2.64550201411e-05 0.00802954331078 0.00116020109181 0.555905087147
2140.8 2.70665625468e-05 0.00809376921 0.00117594111396 0.558708457794
2143.2 2.77035734579e-05 0.00815949337321 0.00119203263952 0.561550026298
2145.6 2.83653733038e-05 0.00822677610932 0.00120847497358 0.564430635434
2148.0 2.9052319432e-05 0.00829567734061 0.00122528157392 0.567351143291
2150.4 2.97624864005e-05 0.00836625510761 0.00124240095387 0.570312362325
2152.8 3.04881180538e-05 0.00843855583295 0.00125963823777 0.573314809355
2155.2 3.12169566871e-05 0.00851260192264 0.00127668062566 0.576358391991
2157.6 3.19366933597e-05 0.0085883863027 0.00129319091667 0.579442237841
2160.0 3.26376403179e-05 0.00866587550311 0.00130887124095 0.582564712431
2162.4 3.33124926051e-05 0.00874501566262 0.00132346999875 0.585723521918
2164.8 3.3955740504e-05 0.00882573754235 0.00133677372781 0.58891581439
2167.2 3.45647507916e-05 0.0089079621319 0.00134861990069 0.592138286744
2169.6 3.51416534585e-05 0.008991609817 0.00135892212031 0.595387337169
2172.0 3.56925803893e-05 0.00907661089762 0.00136765357942 0.598659228009
2174.4 3.62215998498e-05 0.00916290791391 0.00137474810885 0.601950110035
2176.8 3.67230901749e-05 0.00925044154194 0.0013799886735 0.605255794174
2179.2 3.71815324031e-05 0.00933912708903 0.00138302656477 0.60857141246
2181.6 3.75811601193e-05 0.00942884232006 0.00138355141443 0.611891306035
2184.0 3.79153090091e-05 0.00951943808301 0.00138143993264 0.615209295651
2186.4 3.81846731081e-05 0.00961075806155 0.00137672379737 0.618519092127
2188.8 3.8387135158e-05 0.00970264423147 0.00136943026602 0.621814477003
2191.2 3.8511812166e-05 0.00979492296826 0.00135948735681 0.625089178151
2193.6 3.85442600245e-05 0.00988739025489 0.00134679100703 0.628336712187
2196.0 3.84760640586e-05 0.00997981464379 0.00133133670735 0.631550465445
2198.4 3.83074859805e-05 0.0100719549038 0.00131326073169 0.634723982372
2200.8 3.80422555773e-05 0.0101635745937 0.00129278014606 0.637851231425
2203.2 3.76841700447e-05 0.0102544463045 0.00127015956065 0.640926759073
2205.6 3.72408902869e-05 0.0103443563768 0.00124576636206 0.64394587018
2208.0 3.67294009269e-05 0.0104331207263 0.0012201258521 0.646904940837
2210.4 3.61765198655e-05 0.0105206078313 0.00119388540801 0.649801754349
2212.8 3.5614466222e-05 0.0106067570146 0.00116770343788 0.652635660964
2215.2 3.50741094518e-05 0.0106915833054 0.00114211876029 0.655407447602
2217.6 3.45777344558e-05 0.0107751655181 0.00111743604113 0.658118913364
2220.0 3.41346107919e-05 0.0108576203324 0.00109367060582 0.66077224134
2222.4 3.37424681665e-05 0.0109390728271 0.00107058555414 0.663369348732
2224.8 3.33923757738e-05 0.0110196346398 0.00104777871599 0.665911385856
2227.2 3.30706710429e-05 0.011099390296 0.00102473705915 0.668398404787
2229.6 3.2755357625e-05 0.0111783815304 0.00100083892418 0.670829095967
2232.0 3.24110055906e-05 0.0112565811663 0.000975362024924 0.673200537105
2234.4 3.1990141982e-05 0.0113338625434 0.000947573464035 0.675508059692
2236.8 3.14472399454e-05 0.0114099874017 0.000916935498214 0.677745470447
2239.2 3.07596483828e-05 0.0114846356677 0.000883340121732 0.679905801191
2241.6 2.99366841447e-05 0.0115574712667 0.00084716500913 0.681982407348
2244.0 2.9005470882e-05 0.0116282018527 0.000809037684747 0.683969850581
2246.4 2.79876241321e-05 0.0116965935667 0.000769489230321 0.685864082879
2248.8 2.68898282151e-05 0.0117624465096 0.000728797286354 0.687662026699
2251.2 2.57111793437e-05 0.0118255677186 0.000687080760149 0.689361080354
2253.6 2.44516567863e-05 0.011885763122 0.000644452092975 0.690958919778
2256.0 2.31122372984e-05 0.0119428397949 0.000601071013436 0.692453547506
2258.4 2.16927382701e-05 0.0119966057656 0.000557128610496 0.693843387055
2260.8 2.01961565319e-05 0.0120468724393 0.000512853863312 0.695127366023
2263.2 1.86383311497e-05 0.0120934738246 0.000468565665453 0.696305069458
2265.6 1.70527978168e-05 0.0121363031793 0.000424714223971 0.697377005325
2268.0 1.54827419416e-05 0.012175345827 0.000381842288461 0.69834487314
2270.4 1.39651202612e-05 0.0122106832617 0.000340474505815 0.699211653293
2272.8 1.2521829323e-05 0.0122424676012 0.000301036854801 0.699981466926
2275.2 1.11640298306e-05 0.0122708906322 0.000263872901381 0.700659358633
2277.6 9.89963038106e-06 0.0122961670244 0.000229288473243 0.701251152283
2280.0 8.73454461606e-06 0.0123185280344 0.000197534094422 0.701763339364
2282.4 7.67139294992e-06 0.0123382151595 0.000168757425884 0.702202889188
2284.8 6.71093093021e-06 0.0123554739481 0.000143003147696 0.702577001877
2287.2 5.85247739415e-06 0.0123705500381 0.000120237570896 0.702892890739
2289.6 5.09060029232e-06 0.0123836817314 0.000100335739985 0.703157578712
2292.0 4.41468935266e-06 0.0123950880789 8.30659366213e-05 0.703377660724
2294.4 3.81585694599e-06 0.0124049647345 6.81462322642e-05 0.703559115327
2296.8 3.29324823598e-06 0.0124134956607 5.53402185278e-05 0.703707299067
2299.2 2.85054649142e-06 0.0124208682144 4.44878477276e-05 0.703827092747
2301.6 2.48659948072e-06 0.0124272727895 3.54566874919e-05 0.703923026189
2304.0 2.19210121205e-06 0.0124328872304 2.81012599921e-05 0.703999295726
2306.4 1.9557829048e-06 0.0124378646913 2.22811839103e-05 0.704059754659
2308.8 1.77143499555e-06 0.0124423373528 1.78958208449e-05 0.704107967065
2311.2 1.63829439508e-06 0.0124464290281 1.48863444241e-05 0.704147305663
2313.6 1.55727675906e-06 0.0124502637134 1.32141707252e-05 0.704181026281
2316.0 1.52857367337e-06 0.012453966734 1.28469853739e-05 0.704212299668
2318.4 1.55134001613e-06 0.0124576626304 1.37563887589e-05 0.704244223717
2320.8 1.62318193413e-06 0.0124614720567 1.59121705358e-05 0.704279825989
2323.2 1.73920315036e-06 0.0124655069188 1.92729457815e-05 0.704322048128
2325.6 1.89266112742e-06 0.012469865156 2.3787243631e-05 0.704373720355
2328.0 2.07740846537e-06 0.0124746292395 2.94041290743e-05 0.704437550003
2330.4 2.28939297526e-06 0.0124798694012 3.60760519444e-05 0.70451612622
2332.8 2.52600792006e-06 0.0124856478823 4.37522183409e-05 0.704611920144
2335.2 2.78553236756e-06 0.0124920217306 5.23810286974e-05 0.704727280041
2337.6 3.0681239722e-06 0.0124990461182 6.19264948602e-05 0.704864449069
2340.0 3.37641876055e-06 0.0125067795695 7.23792467988e-05 0.705025615959
2342.4 3.71406543026e-06 0.0125152881505 8.37495069867e-05 0.705212970463
2344.8 4.08379019067e-06 0.0125246455773 9.60541022402e-05 0.705428734795
2347.2 4.48708583023e-06 0.0125349306285 0.00010931067697 0.70567517253
2349.6 4.92488781738e-06 0.0125462249969 0.000123532220535 0.705954584007
2352.0 5.39751773646e-06 0.0125586118836 0.000138716192676 0.706269282102
2354.4 5.90460841001e-06 0.0125721744349 0.000154846699369 0.706621557573
2356.8 6.44688296752e-06 0.0125869962246 0.000171921965642 0.707013679971
2359.2 7.02839260399e-06 0.0126031665553 0.000189977690457 0.707447959558
2361.6 7.65566611043e-06 0.0126207874257 0.000209070472219 0.707926817353
2364.0 8.33368292011e-06 0.0126399746446 0.000229233970312 0.708452782685
2366.4 9.06261032547e-06 0.0126608501965 0.000250452519825 0.709028406473
2368.8 9.83823749999e-06 0.0126835312139 0.000272672127285 0.709656156049
2371.2 1.06549488056e-05 0.0127081230374 0.000295827435935 0.710338355525
2373.6 1.1507739259e-05 0.0127347182631 0.000319851044164 0.711077169701
2376.0 1.23912849119e-05 0.0127633970921 0.00034465554779 0.711874577612
2378.4 1.32979211972e-05 0.0127942241394 0.00037011515028 0.712732302449
2380.8 1.42179371833e-05 0.0128272431695 0.000396078329932 0.713651734625
2383.2 1.51421650645e-05 0.0128624752922 0.000422400738077 0.714633909507
2385.6 1.6063347598e-05 0.0128999219074 0.000448956850334 0.715679538613
2388.0 1.697496372e-05 0.012939567881 0.000475621755173 0.71678903294
2390.4 1.78703102144e-05 0.0129813822097 0.000502259622442 0.717962490593
2392.8 1.87436461617e-05 0.0130253189573 0.000528738456319 0.719199688287
2395.2 1.95912457775e-05 0.0130713208277 0.000554943843402 0.720500107047
2397.6 2.04104045582e-05 0.0131193228081 0.000580769601467 0.721862963181
2400.0 2.11983094119e-05 0.0131692532648 0.000606108189276 0.72328721653
2402.4 2.19535884669e-05 0.0132210355423 0.000630869005576 0.724771589164
2404.8 2.26799000197e-05 0.0132745957285 0.00065501038521 0.726314644433
2407.2 2.3387839138e-05 0.0133298770155 0.000678544585019 0.727914910397
2409.6 2.40918606826e-05 0.0133868526552 0.00070149341032 0.729570955991
2412.0 2.48025751402e-05 0.0134455259782 0.000723815209071 0.731281326335
2414.4 2.55196452957e-05 0.0135059126428 0.00074536338586 0.733044340648
2416.8 2.62317332741e-05 0.013568014297 0.000765929779089 0.734857892446
2419.2 2.69238805729e-05 0.0136318010337 0.000785350218488 0.736719428444
2421.6 2.7584913173e-05 0.0136972115861 0.000803575365984 0.738626139145
2424.0 2.82078365238e-05 0.0137641628858 0.000820637256912 0.740575194292
2426.4 2.87847330903e-05 0.0138325539693 0.000836550899829 0.74256382008
2428.8 2.93038542765e-05 0.0139022602742 0.000851255016159 0.74458918718
2431.2 2.97530033958e-05 0.0139731285034 0.000864641704124 0.746648263244
2433.6 3.01249030702e-05 0.0140449819911 0.000876620766993 0.748737778209
2436.0 3.04184452067e-05 0.0141176340091 0.000887146178323 0.750854298544
2438.4 3.06365880528e-05 0.014190900049 0.000896214004994 0.752994330764
2440.8 3.07858340142e-05 0.0142646069555 0.000903881027551 0.755154444803
2443.2 3.08770409987e-05 0.0143386024055 0.000910283515474 0.757331442254
2445.6 3.09228032442e-05 0.0144127622186 0.000915590280911 0.75952249081
2448.0 3.09320603358e-05 0.0144869880549 0.000919909026552 0.761725089979
2450.4 3.09088003961e-05 0.0145611970877 0.000923251607499 0.76393688274
2452.8 3.08566511391e-05 0.0146353156296 0.000925593165259 0.766155496467
2455.2 3.0782209044e-05 0.0147092822618 0.000926930791806 0.768378525216
2457.6 3.069216593e-05 0.0147830515118 0.000927267473384 0.770603563134
2460.0 3.05893186716e-05 0.0148565892933 0.000926580405531 0.772828180589
2462.4 3.0473884525e-05 0.0149298651371 0.000924856536866 0.775049904919
2464.8 3.03472777191e-05 0.0150028505318 0.000922157557684 0.777266321833
2467.2 3.02115342257e-05 0.0150755211061 0.000918618440602 0.779475253031
2469.6 3.00653758884e-05 0.0151478533983 0.0009143839768 0.781674855932
2472.0 2.99038733947e-05 0.0152198164974 0.000909576594438 0.783863608617
2474.4 2.97231784187e-05 0.0152913689596 0.000904328514624 0.786040294748
2476.8 2.95244593992e-05 0.015362466125 0.000898813435935 0.788204065089
2479.2 2.93126077914e-05 0.0154330706056 0.000893221228573 0.790354506686
2481.6 2.90916321756e-05 0.0155031556936 0.000887695271964 0.792491606487
2484.0 2.88616723297e-05 0.015572699659 0.000882291670757 0.794615590818
2486.4 2.8620409782e-05 0.0156416781575 0.000876995610862 0.796726735556
2488.8 2.83672147461e-05 0.0157100633069 0.000871775114758 0.798825260427
2491.2 2.81058823314e-05 0.0157778310234 0.000866619692187 0.800911334195
2493.6 2.78437171009e-05 0.0158449705428 0.000861535020758 0.802985119851
2496.0 2.75885869062e-05 0.0159114893076 0.000856514215936 0.805046778935
2498.4 2.73468601587e-05 0.015977411844 0.000851522807758 0.807096423363
2500.8 2.71231003716e-05 0.0160427757967 0.000846508051907 0.809134060395
2503.2 2.69203546241e-05 0.0161076279427 0.000841416200582 0.811159569498
2505.6 2.67403086182e-05 0.0161720207386 0.000836207119325 0.813172717482
2508.0 2.65838336038e-05 0.0162360097092 0.00083087137227 0.815173211671
2510.4 2.64517253851e-05 0.01629965238 0.000825442313954 0.817160788095
2512.8 2.63441135178e-05 0.0163630073867 0.000819978885058 0.819135293534
2515.2 2.62585172799e-05 0.0164261305437 0.00081452189116 0.821096694465
2517.6 2.61892464552e-05 0.0164890678601 0.000809068185814 0.823045002558
2520.0 2.6129801063e-05 0.0165518507172 0.000803591255862 0.824980193888
2522.4 2.60754996396e-05 0.016614497078 0.000798071935471 0.826902189717
2524.8 2.60224410148e-05 0.0166770146068 0.000792484346024 0.828810857255
2527.2 2.59640403417e-05 0.0167393983844 0.000786751466533 0.83070594023
2529.6 2.5890479085e-05 0.0168016238077 0.000780741247265 0.832586931487
2532.0 2.57922095316e-05 0.0168636430341 0.00077431761317 0.834453002119
2534.4 2.56626051834e-05 0.0169253888117 0.00076737912246 0.836303038202
2536.8 2.54972133786e-05 0.016986780594 0.000759850053611 0.838135713213
2539.2 2.52929821895e-05 0.0170477288287 0.000751667966284 0.839949534837
2541.6 2.50498354804e-05 0.0171081402099 0.000742799166995 0.841742895397
2544.0 2.47725078478e-05 0.0171679270219 0.000733256078729 0.843514161692
2546.4 2.44705623161e-05 0.0172270187061 0.0007230943474 0.845261782203
2548.8 2.41564659451e-05 0.01728537114 0.000712394757503 0.846984369129
2551.2 2.38418348791e-05 0.017342969101 0.000701230818031 0.84868071982
2553.6 2.35336186149e-05 0.0173998196452 0.000689635641645 0.850349759571
2556.0 2.3234021602e-05 0.0174559408134 0.000677609361141 0.851990453575
2558.4 2.29437644083e-05 0.0175113541566 0.000665162467958 0.85360177977
2560.8 2.2662509119e-05 0.0175660816849 0.000652319974243 0.8551827587
2563.2 2.23847168856e-05 0.0176201383561 0.00063906458785 0.856732420175
2565.6 2.20981475164e-05 0.0176735177934 0.000625309651613 0.858249669262
2568.0 2.17894450965e-05 0.0177261829045 0.000610961374662 0.859733194494
2570.4 2.14505104614e-05 0.0177780708512 0.000595994525126 0.861181541573
2572.8 2.10788276001e-05 0.0178291060568 0.000580453926565 0.862593279715
2575.2 2.06744291172e-05 0.0178792099649 0.00056441136932 0.86396711807
2577.6 2.02386842936e-05 0.017928305701 0.000547944418721 0.865301945016
2580.0 1.97735643564e-05 0.0179763203994 0.000531126103538 0.866596829643
2582.4 1.92786530473e-05 0.0180231830603 0.000513990357201 0.867850969396
2584.8 1.87491629844e-05 0.0180688164395 0.000496505562001 0.869063564499
2587.2 1.81795061741e-05 0.0181131308425 0.00047861041721 0.870233703674
2589.6 1.75701603604e-05 0.0181560304423 0.000460293127033 0.871360387927
2592.0 1.693099171e-05 0.0181974318248 0.000441639149805 0.872442706659
2594.4 1.62781394386e-05 0.0182372827822 0.00042281115368 0.873480047023
2596.8 1.56280616788e-05 0.0182755702235 0.000403995204151 0.874472214653
2599.2 1.49937284383e-05 0.0183123163717 0.000385364923431 0.875419446806
2601.6 1.43839561465e-05 0.0183475695932 0.000367074957759 0.876322374663
2604.0 1.3803325043e-05 0.0183813943306 0.000349256723784 0.877181972681
2606.4 1.32516562004e-05 0.0184138603081 0.000332005841691 0.87799948776
2608.8 1.27249598103e-05 0.0184450322473 0.000315385049661 0.878776356829
2611.2 1.22179805724e-05 0.0184749637758 0.000299446738823 0.879514154975
2613.6 1.17253963595e-05 0.0185036958281 0.00028423989817 0.88021457894
2616.0 1.12409088452e-05 0.0185312553943 0.00026978758757 0.880879411923
2618.4 1.07573287722e-05 0.0185576532795 0.000256070617359 0.881510441769
2620.8 1.02694324711e-05 0.018582885393 0.000243046478719 0.882109382284
2623.2 9.77727277668e-06 0.0186069414393 0.000230684743248 0.88267785975
2625.6 9.28714044221e-06 0.0186298187351 0.000218986610557 0.883217465375
2628.0 8.80997989072e-06 0.0186515352795 0.000207981949214 0.883729827647
2630.4 8.35838845529e-06 0.0186721373215 0.000197712420903 0.884216660891
2632.8 7.9430807024e-06 0.0186916990845 0.000188206746269 0.884679763891
2635.2 7.57001299113e-06 0.018710314797 0.000179458264179 0.885120961904
2637.6 7.2398032189e-06 0.0187280865764 0.0001714222903 0.885542018569
2640.0 6.94995582235e-06 0.0187451142873 0.000164041159977 0.88594457471
2642.4 6.69800145584e-06 0.018761491836 0.000157278861581 0.886330158735
2644.8 6.48243656418e-06 0.0187773083616 0.00015113192606 0.886700251681
2647.2 6.30042199244e-06 0.0187926477919 0.000145603259761 0.887056333904
2649.6 6.14490614563e-06 0.0188075821857 0.000140665098615 0.887399855934
2652.0 6.00469394748e-06 0.0188221617058 0.000136249488103 0.887732153438
2654.4 5.8676877284e-06 0.0188364085638 0.000132271686338 0.888054378847
2656.8 5.72446529102e-06 0.0188503191474 0.000128657369599 0.888367493714
2659.2 5.57049845579e-06 0.0188638731039 0.00012535532664 0.88867230895
2661.6 5.40758646214e-06 0.0188770468058 0.000122344992987 0.888969549333
2664.0 5.24382871849e-06 0.018889828504 0.000119638788835 0.889259929871
2666.4 5.09004575094e-06 0.0189022291534 0.000117259571797 0.889544207904
2668.8 4.95421973932e-06 0.018914282272 0.000115201517903 0.889823161212
2671.2 4.83935461673e-06 0.0189260345612 0.000113420899169 0.890097508112
2673.6 4.7463033519e-06 0.0189375373508 0.000111871559172 0.890367859062
2676.0 4.67634160693e-06 0.0189488445247 0.000110535241646 0.890634747223
2678.4 4.62970976647e-06 0.0189600117864 0.000109408577802 0.890898679807
2680.8 4.60364158122e-06 0.018971091808 0.00010847984659 0.891160145916
2683.2 4.59393750255e-06 0.0189821289029 0.000107737172075 0.891419606338
2685.6 4.59778063793e-06 0.0189931589646 0.000107189184233 0.891677517966
2688.0 4.61390253637e-06 0.0190042129845 0.000106862511016 0.89193438
2690.4 4.64078219284e-06 0.0190153186061 0.000106783498891 0.892190755212
2692.8 4.67528206004e-06 0.0190264978832 0.000106964774683 0.89244725314
2695.2 4.71210192256e-06 0.019037762744 0.000107395703236 0.892704485714
2697.6 4.74463800843e-06 0.0190491108319 0.00010804247595 0.892963011529
2700.0 4.76838837203e-06 0.0190605264636 0.00010887352787 0.893223310733
2702.4 4.78462255526e-06 0.0190719900767 0.000109891161001 0.89348582836
2704.8 4.80021181129e-06 0.0190834918779 0.000111130186549 0.893751053977
2707.2 4.82411097673e-06 0.0190950410653 0.00011263002225 0.894019566228
2709.6 4.86464618102e-06 0.0191066675739 0.000114421112991 0.89429202759
2712.0 4.92865622815e-06 0.0191184195368 0.000116530681524 0.894569169743
2714.4 5.02033596959e-06 0.0191303583274 0.000118980537509 0.894851783206
2716.8 5.14002737652e-06 0.0191425507634 0.000121778199732 0.895140693691
2719.2 5.28521842781e-06 0.0191550610584 0.000124924230703 0.895436736607
2721.6 5.45278863449e-06 0.0191679466669 0.000128427174026 0.895740758293
2724.0 5.63950152259e-06 0.019181257415 0.000132301034238 0.896053632143
2726.4 5.84109172281e-06 0.0191950341269 0.000136553703659 0.896376257829
2728.8 6.05235064303e-06 0.0192093062578 0.00014118846138 0.896709548427
2731.2 6.26810157177e-06 0.0192240908004 0.000146211234253 0.897054428061
2733.6 6.48392961239e-06 0.0192393932379 0.00015163004744 0.897411837599
2736.0 6.69736991784e-06 0.0192552107973 0.000157457058392 0.897782742126
2738.4 6.90955965089e-06 0.0192715391128 0.000163716663148 0.898168150592
2740.8 7.1251629944e-06 0.01928838078 0.000170438898128 0.898569137266
2743.2 7.35007154622e-06 0.0193057510614 0.000177635319723 0.898986826327
2745.6 7.58954152475e-06 0.0193236785971 0.000185286542553 0.899422332562
2748.0 7.84831117454e-06 0.0193422040203 0.000193355479844 0.899876702989
2750.4 8.13081581795e-06 0.0193613789727 0.000201804175173 0.900350894575
2752.8 8.43965978053e-06 0.0193812635434 0.000210594066919 0.900845772465
2755.2 8.77383453845e-06 0.0194019197366 0.000219681157484 0.901362102735
2757.6 9.12939608971e-06 0.0194234036134 0.00022902622885 0.901900551598
2760.0 9.50200781249e-06 0.0194457612981 0.000238609463107 0.902461714429
2762.4 9.88758697351e-06 0.0194690288118 0.000248417284539 0.903046146526
2764.8 1.02797563019e-05 0.0194932296237 0.000258402652613 0.90365433045
2767.2 1.06678020659e-05 0.0195183666938 0.000268464600513 0.904286571154
2769.6 1.10386685627e-05 0.0195444144585 0.000278476005824 0.904942899882
2772.0 1.138172497e-05 0.0195713189308 0.000288334745626 0.905623072783
2774.4 1.16925302882e-05 0.0195990080371 0.000297995575497 0.906326669169
2776.8 1.19731690812e-05 0.0196274068763 0.00030746200967 0.907053218271
2779.2 1.22294472606e-05 0.0196564500159 0.000316748234337 0.907802270564
2781.6 1.24680474905e-05 0.0196860870096 0.000325848923695 0.908573387153
2784.0 1.26966264405e-05 0.0197162846183 0.000334749137577 0.909366104827
2786.4 1.29253359477e-05 0.0197470309732 0.000343454822824 0.910179949579
2788.8 1.31654909747e-05 0.0197783399655 0.00035199467273 0.911014488974
2791.2 1.34247330099e-05 0.0198102482343 0.000360383183599 0.911869342402
2793.6 1.37027167463e-05 0.019842801174 0.00036858384501 0.912744102836
2796.0 1.39911621618e-05 0.0198760338287 0.000376511051622 0.913638216712
2798.4 1.42786074112e-05 0.0199099575522 0.000384076248496 0.914550921472
2800.8 1.45565847846e-05 0.0199445597828 0.000391246555759 0.915481308837
2803.2 1.48220699306e-05 0.0199798141685 0.000398061734515 0.916428478786
2805.6 1.5073966534e-05 0.0200156894122 0.000404585777025 0.917391655799
2808.0 1.5308135967e-05 0.0200521479352 0.000410843741808 0.918370171222
2810.4 1.55174795348e-05 0.0200891386738 0.000416815833515 0.919363362712
2812.8 1.56967372698e-05 0.020126595734 0.000422483664032 0.920370522109
2815.2 1.58455761548e-05 0.0201644465101 0.000427857810073 0.921390931878
2817.6 1.59673378772e-05 0.0202026220069 0.000432961338923 0.922423914857
2820.0 1.60674951633e-05 0.0202410638066 0.000437816586538 0.923468848368
2822.4 1.61543360986e-05 0.0202797300041 0.000442459880907 0.924525180129
2824.8 1.62387837708e-05 0.020318601748 0.000446945103805 0.92559246611
2827.2 1.63310414031e-05 0.0203576855382 0.000451310503938 0.92667037284
2829.6 1.64369076259e-05 0.020397007077 0.000455545044086 0.927758599497
2832.0 1.65574174304e-05 0.0204366002671 0.000459597591939 0.92885677066
2834.4 1.66916140942e-05 0.0204764991049 0.000463422589819 0.929964394879
2836.8 1.68392266945e-05 0.0205167361138 0.000467018243217 0.931080923878
2839.2 1.70002934958e-05 0.0205573435381 0.000470420126268 0.932205849922
2841.6 1.71719893186e-05 0.0205983502774 0.000473656905929 0.93333874236
