# 1:t 2:E_GW_dot 3:E_GW 4:J_GW_dot 5:J_GW
3976.8 2.29446188922e-06 0.0254145895755 6.55423318744e-05 1.0669061105
3979.2 2.31233909531e-06 0.0254201177367 6.56008478057e-05 1.06706348231
3981.6 2.32911197415e-06 0.025425687478 6.56258999874e-05 1.06722095441
3984.0 2.34225967193e-06 0.0254312931239 6.56116560415e-05 1.06737843948
3986.4 2.34985062326e-06 0.0254369236563 6.55553737342e-05 1.06753583991
3988.8 2.35113917251e-06 0.025442564844 6.54610338566e-05 1.0676930596
3991.2 2.34640798751e-06 0.0254482019006 6.53363470367e-05 1.06785001646
3993.6 2.33638124775e-06 0.0254538212477 6.518695336e-05 1.06800664442
3996.0 2.32185206888e-06 0.0254594111277 6.50139568921e-05 1.06816288551
3998.4 2.30372368398e-06 0.0254649618186 6.48159726293e-05 1.06831868143
4000.8 2.28317675985e-06 0.0254704660991 6.45920757362e-05 1.06847397108
4003.2 2.26172740215e-06 0.0254759199841 6.4343266163e-05 1.0686286935
4005.6 2.24117664568e-06 0.025481323469 6.40733956573e-05 1.06878279349
4008.0 2.22337404285e-06 0.0254866809298 6.37891810299e-05 1.06893622858
4010.4 2.20972877378e-06 0.0254920006532 6.34972145273e-05 1.06908897226
4012.8 2.20081264712e-06 0.0254972933029 6.32001903315e-05 1.06924100914
4015.2 2.19648388673e-06 0.0255025700587 6.28978130709e-05 1.06939232675
4017.6 2.19633623332e-06 0.0255078414429 6.2592051081e-05 1.06954291458
4020.0 2.19981027023e-06 0.0255131168187 6.22890900862e-05 1.06969277195
4022.4 2.20576025387e-06 0.0255184035033 6.19936933e-05 1.06984191129
4024.8 2.21210454372e-06 0.0255237049411 6.17025898437e-05 1.06999034683
4027.2 2.21626334339e-06 0.0255290189825 6.14063578641e-05 1.07013807757
4029.6 2.21621987943e-06 0.0255343379624 6.10989623364e-05 1.07028508395
4032.0 2.21124395235e-06 0.025539650919 6.07839928265e-05 1.0704313435
4034.4 2.20156744695e-06 0.0255449462927 6.04697046484e-05 1.07057684794
4036.8 2.18744539265e-06 0.0255502131081 6.01583775669e-05 1.07072160164
4039.2 2.1687878063e-06 0.0255554405879 5.98433101585e-05 1.07086560366
4041.6 2.14576056707e-06 0.025560618046 5.95168341151e-05 1.07100883583
4044.0 2.11938653972e-06 0.0255657362225 5.91775367048e-05 1.07115126908
4046.4 2.09135435036e-06 0.0255707891116 5.88279979824e-05 1.07129287572
4048.8 2.06352753483e-06 0.0255757749698 5.84698433671e-05 1.07143363313
4051.2 2.03777960586e-06 0.0255806965384 5.81041126348e-05 1.07157352188
4053.6 2.01589867073e-06 0.0255855609523 5.77330697391e-05 1.0717125265
4056.0 1.99924875523e-06 0.0255903791292 5.73582986596e-05 1.07185063614
4058.4 1.98851860493e-06 0.0255951644501 5.69791219097e-05 1.07198784104
4060.8 1.98379224632e-06 0.0255999312231 5.65952878738e-05 1.07212413033
4063.2 1.98457883657e-06 0.0256046932684 5.62093710995e-05 1.07225949593
4065.6 1.98958479589e-06 0.0256094622648 5.58244182158e-05 1.07239393647
4068.0 1.99662281393e-06 0.0256142457139 5.54404267119e-05 1.07252745429
4070.4 2.0030522002e-06 0.0256190453239 5.50553048416e-05 1.07266004916
4072.8 2.00658388081e-06 0.0256238568872 5.46699173721e-05 1.07279171943
4075.2 2.00586030945e-06 0.0256286718202 5.42911933355e-05 1.07292247276
4077.6 2.00034967802e-06 0.0256334792722 5.39283570595e-05 1.07305233622
4080.0 1.98978059566e-06 0.0256382674285 5.35851913765e-05 1.07318135248
4082.4 1.97392330236e-06 0.0256430238732 5.32576001553e-05 1.07330956383
4084.8 1.95306149999e-06 0.025647736255 5.29399529598e-05 1.0734370009
4087.2 1.9283999616e-06 0.0256523940087 5.26310998703e-05 1.07356368616
4089.6 1.90167420766e-06 0.0256569900977 5.23313847026e-05 1.07368964114
4092.0 1.87449372245e-06 0.0256615214993 5.20368549779e-05 1.07381488303
4094.4 1.84834787269e-06 0.0256659889092 5.1741919748e-05 1.07393941756
4096.8 1.82503784347e-06 0.025670396972 5.14473842459e-05 1.07406324472
4099.2 1.80652002877e-06 0.0256747548415 5.11605933509e-05 1.0741863743
4101.6 1.79405674555e-06 0.0256790755336 5.08861326793e-05 1.07430883037
4104.0 1.78770110854e-06 0.025683373643 5.06205058145e-05 1.07443063833
4106.4 1.78664854359e-06 0.0256876628626 5.03577489528e-05 1.07455181224
4108.8 1.78970524826e-06 0.0256919544872 5.00959081289e-05 1.07467235663
4111.2 1.79518100127e-06 0.0256962563507 4.9834642612e-05 1.07479227329
4113.6 1.80072053221e-06 0.0257005714325 4.95700817759e-05 1.07491155896
4116.0 1.80387166138e-06 0.0257048969431 4.92975177387e-05 1.07503020008
4118.4 1.80303766284e-06 0.0257092252343 4.90187005821e-05 1.07514817954
4120.8 1.7977242243e-06 0.0257135461486 4.87416377872e-05 1.07526549195
4123.2 1.78791755287e-06 0.0257178489187 4.8471726862e-05 1.07538214798
4125.6 1.77361164897e-06 0.0257221227538 4.82065082377e-05 1.07549816187
4128.0 1.75514488908e-06 0.0257263572616 4.79412565203e-05 1.07561353918
4130.4 1.73368849401e-06 0.0257305438617 4.76768210165e-05 1.07572828088
4132.8 1.71098747832e-06 0.0257346774728 4.7418289882e-05 1.07584239501
4135.2 1.68863213072e-06 0.0257387570164 4.71672816409e-05 1.07595589769
4137.6 1.66781578316e-06 0.0257427847539 4.69202175047e-05 1.07606880269
4140.0 1.64972121936e-06 0.0257467657983 4.66753796102e-05 1.07618111741
4142.4 1.63572234083e-06 0.0257507083305 4.64378904967e-05 1.07629285333
4144.8 1.62685929596e-06 0.0257546234285 4.6214434313e-05 1.07640403612
4147.2 1.62314107112e-06 0.0257585234289 4.60045884286e-05 1.07651469895
4149.6 1.62357839994e-06 0.0257624194923 4.58008620589e-05 1.07662486549
4152.0 1.6268336264e-06 0.0257663199867 4.55964511313e-05 1.07673454227
4154.4 1.63151775871e-06 0.0257702300084 4.53883989132e-05 1.07684372409
4156.8 1.63587138855e-06 0.0257741508754 4.51725282184e-05 1.0769523972
4159.2 1.63769780238e-06 0.0257780791584 4.49404575387e-05 1.07706053278
4161.6 1.63510337871e-06 0.0257820065198 4.46851323162e-05 1.07716808349
4164.0 1.62732024023e-06 0.0257859214282 4.44069204089e-05 1.07727499395
4166.4 1.61467908899e-06 0.0257898118274 4.41111113301e-05 1.07738121559
4168.8 1.59791374938e-06 0.0257936669388 4.38002613312e-05 1.07748670924
4171.2 1.57767957272e-06 0.0257974776508 4.34711530699e-05 1.07759143494
4173.6 1.5546304173e-06 0.0258012364227 4.3118620877e-05 1.07769534267
4176.0 1.52965062579e-06 0.02580493756 4.27398674205e-05 1.07779837285
4178.4 1.50389533204e-06 0.0258085778151 4.23347206617e-05 1.07790046236
4180.8 1.47874526029e-06 0.0258121569839 4.19047074165e-05 1.07800154967
4183.2 1.45579412305e-06 0.0258156784311 4.14546914987e-05 1.07810158095
4185.6 1.4366098063e-06 0.0258191493158 4.09938511226e-05 1.0782005192
4188.0 1.42203675553e-06 0.0258225796917 4.05304124111e-05 1.07829834832
4190.4 1.41161609266e-06 0.0258259800751 4.00646078787e-05 1.07839506234
4192.8 1.40405750043e-06 0.0258293588834 3.95915131976e-05 1.07849064969
4195.2 1.39839126253e-06 0.0258327218219 3.91122743157e-05 1.07858509423
4197.6 1.39421464135e-06 0.025836072949 3.86366353147e-05 1.07867839292
4200.0 1.39066031074e-06 0.025839414799 3.81710189424e-05 1.07877056211
4202.4 1.38573465735e-06 0.0258427464729 3.77097359187e-05 1.07886161901
4204.8 1.3772230433e-06 0.0258460620222 3.72430772132e-05 1.07895156239
4207.2 1.36406365705e-06 0.0258493515662 3.67702764725e-05 1.07904037841
4209.6 1.34651720131e-06 0.0258526042632 3.62992281115e-05 1.07912806182
4212.0 1.32527468129e-06 0.0258558104135 3.58357959106e-05 1.07921462385
4214.4 1.30087369595e-06 0.0258589617916 3.53786485712e-05 1.07930008118
4216.8 1.27391784995e-06 0.0258620515414 3.49241172565e-05 1.0793844445
4219.2 1.24541007842e-06 0.0258650747349 3.44716232036e-05 1.07946771939
4221.6 1.21667915824e-06 0.025868029242 3.40231802195e-05 1.07954991315
4224.0 1.18915950723e-06 0.0258709162484 3.35809665926e-05 1.07963103813
4226.4 1.16431380813e-06 0.0258737404164 3.31477420653e-05 1.07971111258
4228.8 1.14348714913e-06 0.0258765097775 3.272751958e-05 1.07979016289
4231.2 1.12752081829e-06 0.0258792349871 3.23228388701e-05 1.07986822332
4233.6 1.11649685139e-06 0.0258819278083 3.19321721945e-05 1.07994532934
4236.0 1.10998453436e-06 0.025884599586 3.15527605052e-05 1.08002151126
4238.4 1.10744973775e-06 0.0258872605071 3.11859367299e-05 1.08009679769
4240.8 1.10820184551e-06 0.025889919289 3.08370533804e-05 1.08017122528
4243.2 1.11093118626e-06 0.0258925822486 3.05091400637e-05 1.08024484071
4245.6 1.11360304197e-06 0.0258952516897 3.01988729968e-05 1.08031769033
4248.0 1.11417489683e-06 0.0258979250232 2.99014225199e-05 1.08038981068
4250.4 1.11150888131e-06 0.0259005958438 2.96181137849e-05 1.08046123413
4252.8 1.10544477066e-06 0.0259032561881 2.93555181666e-05 1.08053200249
4255.2 1.09607912997e-06 0.0259058980168 2.91166450457e-05 1.08060216908
4257.6 1.08336406795e-06 0.0259085133487 2.88968689197e-05 1.0806717853
4260.0 1.0675292746e-06 0.0259110944207 2.8689813409e-05 1.08074088932
4262.4 1.04952001527e-06 0.0259136348798 2.84934418117e-05 1.08080950922
4264.8 1.03070887887e-06 0.0259161311545 2.83080069176e-05 1.08087767096
4267.2 1.01232896263e-06 0.0259185827999 2.81313151781e-05 1.08094539815
4269.6 9.95387973814e-07 0.0259209920602 2.79597248461e-05 1.0810127074
4272.0 9.80947598325e-07 0.0259233636629 2.77927371775e-05 1.08107961035
4274.4 9.70139825833e-07 0.0259257049678 2.76335538996e-05 1.0811461219
4276.8 9.63781666655e-07 0.0259280256736 2.74846704343e-05 1.08121226377
4279.2 9.62028241648e-07 0.0259303366455 2.73445714944e-05 1.08127805886
4281.6 9.64380077732e-07 0.0259326483355 2.72093547015e-05 1.08134352357
4284.0 9.69846113654e-07 0.0259349694069 2.70759308314e-05 1.08140866591
4286.4 9.76968875366e-07 0.0259373055849 2.69418196258e-05 1.08147348721
4288.8 9.83903525851e-07 0.0259396586318 2.68034086449e-05 1.08153798149
4291.2 9.88942612775e-07 0.0259420260472 2.66585509283e-05 1.08160213584
4293.6 9.91177912046e-07 0.0259444021918 2.65113782735e-05 1.08166593976
4296.0 9.9049576266e-07 0.0259467802002 2.63704579666e-05 1.08172939796
4298.4 9.86944277784e-07 0.0259491531282 2.62406368562e-05 1.08179253127
4300.8 9.80392395776e-07 0.0259515139322 2.61192869184e-05 1.08185536318
4303.2 9.70803869074e-07 0.0259538553678 2.60004560008e-05 1.08191790687
4305.6 9.58521174018e-07 0.0259561705578 2.58791708041e-05 1.08198016242
4308.0 9.44205090362e-07 0.0259584538293 2.57514017354e-05 1.08204211911
4310.4 9.2870130475e-07 0.025960701317 2.56131815908e-05 1.08210375661
4312.8 9.13025691814e-07 0.0259629113894 2.54618027508e-05 1.08216504659
4315.2 8.98383058644e-07 0.0259650850799 2.52981715505e-05 1.08222595856
4317.6 8.860698276e-07 0.0259672264234 2.51275054642e-05 1.08228646937
4320.0 8.77112785451e-07 0.0259693422425 2.49557565691e-05 1.08234656929
4322.4 8.71848271133e-07 0.0259714409958 2.47844775725e-05 1.08240625757
4324.8 8.69956084759e-07 0.025973531161 2.46110669173e-05 1.08246553222
4327.2 8.70846428587e-07 0.025975620124 2.44337301152e-05 1.08252438598
4329.6 8.73659447577e-07 0.0259777135311 2.42520207957e-05 1.08258280888
4332.0 8.76875697262e-07 0.0259798141732 2.40618300393e-05 1.0826407855
4334.4 8.78501382552e-07 0.0259819206257 2.38555038581e-05 1.0826982863
4336.8 8.77078293453e-07 0.0259840273213 2.3630500318e-05 1.08275526951
4339.2 8.72405346502e-07 0.0259861267017 2.33947867778e-05 1.08281169985
4341.6 8.65163292714e-07 0.0259882117841 2.31607762304e-05 1.08286756653
4344.0 8.56071157226e-07 0.0259902772654 2.29358053848e-05 1.08292288243
4346.4 8.45500842913e-07 0.0259923191518 2.27196024667e-05 1.08297766892
4348.8 8.33586976488e-07 0.0259943340572 2.25077570769e-05 1.08303194175
4351.2 8.20454191634e-07 0.0259963189066 2.22952070117e-05 1.0830857053
4353.6 8.0646768092e-07 0.0259982712129 2.20784962886e-05 1.08313895375
4356.0 7.92446023184e-07 0.0260001899093 2.18579219965e-05 1.08319167745
4358.4 7.79607121134e-07 0.0260020763731 2.16383827656e-05 1.08324387302
4360.8 7.69165002255e-07 0.0260039348996 2.14270605563e-05 1.08329555155
4363.2 7.61796193657e-07 0.0260057720531 2.1228603843e-05 1.08334673834
4365.6 7.57392559819e-07 0.0260075950796 2.10419539141e-05 1.08339746301
4368.0 7.55404772906e-07 0.0260094104364 2.08632218416e-05 1.08344774922
4370.4 7.55443296378e-07 0.026011223454 2.06921291498e-05 1.08349761565
4372.8 7.57290475469e-07 0.0260130387346 2.05326053201e-05 1.08354708533
4375.2 7.60184206946e-07 0.0260148597042 2.03848858944e-05 1.08359618632
4377.6 7.624941842e-07 0.0260166869183 2.02409929985e-05 1.08364493737
4380.0 7.62618836529e-07 0.0260185170539 2.00932572995e-05 1.08369333847
4382.4 7.60114494459e-07 0.0260203443339 1.99451324941e-05 1.08374138454
4384.8 7.55559557284e-07 0.0260221631427 1.98078965363e-05 1.08378908817
4387.2 7.4953045699e-07 0.0260239692508 1.96884317457e-05 1.08383648377
4389.6 7.42250275507e-07 0.0260257593876 1.95861751634e-05 1.0838836133
4392.0 7.34034952957e-07 0.0260275309299 1.94997910243e-05 1.08393051646
4394.4 7.25404514289e-07 0.0260292822573 1.94293661405e-05 1.08397723144
4396.8 7.16735265822e-07 0.026031012825 1.93723897735e-05 1.08402379355
4399.2 7.08308061179e-07 0.026032722877 1.93241529246e-05 1.0840702294
4401.6 7.00774357829e-07 0.0260344137759 1.92836420933e-05 1.08411655876
4404.0 6.95220920307e-07 0.0260360889702 1.9255326445e-05 1.08416280552
4406.4 6.92630135895e-07 0.0260377543915 1.92440330239e-05 1.08420900475
4408.8 6.93381258249e-07 0.0260394176052 1.92503303898e-05 1.08425519799
4411.2 6.97254219039e-07 0.0260410863678 1.92716695188e-05 1.08430142439
4413.6 7.03723150483e-07 0.0260427675406 1.93062905437e-05 1.08434771794
4416.0 7.12091514852e-07 0.0260444665182 1.9354291665e-05 1.08439411064
4418.4 7.21345803244e-07 0.026046186643 1.94146176949e-05 1.08444063333
4420.8 7.30086770386e-07 0.0260479283621 1.94826642822e-05 1.08448731007
4423.2 7.36928071799e-07 0.0260496887799 1.95533401262e-05 1.08453415327
4425.6 7.41092455485e-07 0.0260514624045 1.96261999854e-05 1.08458116872
4428.0 7.4248499711e-07 0.0260532426975 1.97043252898e-05 1.08462836535
4430.4 7.41266760502e-07 0.0260550231996 1.97881258432e-05 1.08467575629
4432.8 7.37744889331e-07 0.0260567980135 1.98744279215e-05 1.08472335136
4435.2 7.32695372948e-07 0.0260585625419 1.99620638681e-05 1.08477115515
4437.6 7.27305784165e-07 0.0260603145432 2.00533984022e-05 1.0848191737
4440.0 7.22517258012e-07 0.0260620543309 2.01483124549e-05 1.08486741575
4442.4 7.18622199939e-07 0.0260637836982 2.02404789603e-05 1.0849158823
4444.8 7.1573829464e-07 0.0260655049308 2.03231281382e-05 1.08496455863
4447.2 7.14571232533e-07 0.0260672213023 2.03974755279e-05 1.08501342336
4449.6 7.16390466066e-07 0.0260689384563 2.04722287396e-05 1.085062467
4452.0 7.22085423691e-07 0.0260706646274 2.05539186286e-05 1.08511169838
4454.4 7.31383774938e-07 0.0260724087904 2.06402576806e-05 1.08516113139
4456.8 7.43123839894e-07 0.0260741781996 2.07247094757e-05 1.08521076935
4459.2 7.56019519401e-07 0.0260759771716 2.08044139895e-05 1.0852606043
4461.6 7.68826197447e-07 0.0260778069864 2.08796926356e-05 1.08531062523
4464.0 7.80092548775e-07 0.0260796656889 2.09486787824e-05 1.08536081927
4466.4 7.88482957883e-07 0.0260815479795 2.10089868217e-05 1.08541116847
4468.8 7.93483963835e-07 0.0260834463399 2.10640421388e-05 1.08546165611
4471.2 7.95385719796e-07 0.0260853529835 2.11212762465e-05 1.08551227849
4473.6 7.9459320565e-07 0.0260872609582 2.11836346646e-05 1.08556304438
4476.0 7.91405597001e-07 0.0260891641567 2.12480111255e-05 1.08561396236
4478.4 7.86412382118e-07 0.0260910575383 2.13114825501e-05 1.08566503375
4480.8 7.80614977551e-07 0.0260929379712 2.13741032307e-05 1.08571625645
4483.2 7.75085449618e-07 0.0260948048117 2.14362654921e-05 1.08576762889
4485.6 7.70737104847e-07 0.0260966597987 2.14976222817e-05 1.08581914956
4488.0 7.6836309001e-07 0.026098506719 2.15587733277e-05 1.08587081723
4490.4 7.68705985452e-07 0.0261003512019 2.162220171e-05 1.0859226344
4492.8 7.72448415476e-07 0.0261022005871 2.16917361086e-05 1.08597461113
4495.2 7.79992158125e-07 0.0261040635158 2.17706485134e-05 1.08602676599
4497.6 7.91031664412e-07 0.0261059487444 2.1858832324e-05 1.08607912137
4500.0 8.04412701285e-07 0.0261078632777 2.19525315946e-05 1.086131695
4502.4 8.18553905035e-07 0.0261098108376 2.20477768606e-05 1.08618449538
4504.8 8.31924141207e-07 0.0261117914112 2.21427318849e-05 1.08623752399
4507.2 8.43179773031e-07 0.0261138015359 2.22367085837e-05 1.08629077931
4509.6 8.51254222906e-07 0.0261158348567 2.23297502029e-05 1.08634425906
4512.0 8.5556279461e-07 0.0261178830371 2.24235997649e-05 1.08639796308
4514.4 8.56061298214e-07 0.0261199369861 2.25205692987e-05 1.08645189609
4516.8 8.53183509239e-07 0.0261219880798 2.26217644906e-05 1.08650606689
4519.2 8.47869164108e-07 0.026124029343 2.27283851223e-05 1.08656048707
4521.6 8.41438613216e-07 0.0261260565124 2.28428503196e-05 1.08661517255
4524.0 8.35102715675e-07 0.026128068362 2.29657347855e-05 1.08667014285
4526.4 8.29579424482e-07 0.0261300659805 2.30930087876e-05 1.08672541334
4528.8 8.25288360473e-07 0.0261320518219 2.32191166196e-05 1.08678098789
4531.2 8.22838614764e-07 0.0261340295742 2.33428978223e-05 1.08683686231
4533.6 8.23204283752e-07 0.0261360048257 2.34694338927e-05 1.08689303711
4536.0 8.27336432645e-07 0.0261379854746 2.36054860994e-05 1.08694952701
4538.4 8.35488312874e-07 0.0261399808643 2.37527240062e-05 1.08700635687
4540.8 8.46911360006e-07 0.0261419997439 2.39060336417e-05 1.08706354738
4543.2 8.60256657602e-07 0.0261440483455 2.40588077608e-05 1.08712110519
4545.6 8.74108050291e-07 0.0261461295832 2.42073765139e-05 1.08717902461
4548.0 8.8706408726e-07 0.0261482429897 2.43489831243e-05 1.08723729224
4550.4 8.97789360068e-07 0.0261503848139 2.44801158184e-05 1.08729588716
4552.8 9.05452197088e-07 0.0261525487037 2.46005441627e-05 1.08735478395
4555.2 9.0992530336e-07 0.0261547271567 2.4714921501e-05 1.08741396251
4557.6 9.11329322354e-07 0.0261569126623 2.48265217632e-05 1.08747341224
4560.0 9.09706579229e-07 0.0261590979054 2.4932941747e-05 1.0875331236
4562.4 9.05381317044e-07 0.0261612760108 2.50310421173e-05 1.08759308038
4564.8 8.99246325827e-07 0.026163441564 2.51219725478e-05 1.08765326399
4567.2 8.92320249146e-07 0.0261655914439 2.52075879462e-05 1.08771365947
4569.6 8.85229034995e-07 0.026167724503 2.52851664071e-05 1.08777425077
4572.0 8.78408809603e-07 0.0261698408684 2.53498443534e-05 1.08783501278
4574.4 8.7272023433e-07 0.0261719422233 2.54017090293e-05 1.08789591465
4576.8 8.69642988015e-07 0.0261740330592 2.54483219753e-05 1.08795693469
4579.2 8.70724397684e-07 0.0261761215 2.54994237837e-05 1.08801807198
4581.6 8.7669132634e-07 0.0261782183989 2.55589569095e-05 1.08807934204
4584.0 8.87018183667e-07 0.0261803348503 2.56226505981e-05 1.08814075997
4586.4 9.00321938586e-07 0.0261824796585 2.56835357631e-05 1.08820232739
4588.8 9.14999499214e-07 0.0261846580442 2.57377261248e-05 1.0882640329
4591.2 9.29401007194e-07 0.0261868713248 2.57834221805e-05 1.08832585828
4593.6 9.41823119163e-07 0.0261891167937 2.58182581114e-05 1.0883877803
4596.0 9.50913828745e-07 0.0261913880781 2.58421921023e-05 1.08844977284
4598.4 9.56080278619e-07 0.026193676471 2.58603073936e-05 1.08851181584
4600.8 9.57252766906e-07 0.0261959724707 2.58779579219e-05 1.08857390176
4603.2 9.54529246884e-07 0.0261982666091 2.58954412222e-05 1.08863602984
4605.6 9.48435927951e-07 0.0262005501673 2.59115263836e-05 1.0886981982
4608.0 9.40196905193e-07 0.0262028165267 2.59285254772e-05 1.08876040626
4610.4 9.31165528055e-07 0.0262050621616 2.59482216273e-05 1.08882265836
4612.8 9.22096463206e-07 0.026207286076 2.5965557683e-05 1.08888495489
4615.2 9.13391783426e-07 0.0262094886619 2.59726019266e-05 1.08894728068
4617.6 9.05923610921e-07 0.0262116718404 2.59683854898e-05 1.08900960987
4620.0 9.01177648433e-07 0.0262138403619 2.59607500384e-05 1.08907192483
4622.4 9.00514543176e-07 0.0262160023925 2.59584394846e-05 1.08913422786
4624.8 9.04411242062e-07 0.0262181683035 2.59637854051e-05 1.08919653453
4627.2 9.12321201906e-07 0.0262203483824 2.59729759075e-05 1.08925885864
4629.6 9.23033641633e-07 0.0262225508082 2.59811423979e-05 1.08932120358
4632.0 9.35055871251e-07 0.0262247805156 2.59856281989e-05 1.08938356371
4634.4 9.46803428603e-07 0.0262270387468 2.59853310146e-05 1.08944592886
4636.8 9.56831192165e-07 0.0262293231083 2.5980385764e-05 1.08950828772
4639.2 9.64215554197e-07 0.0262316283644 2.59744582003e-05 1.08957063353
4641.6 9.68637953031e-07 0.0262339477886 2.59741358737e-05 1.08963297184
4644.0 9.69925900165e-07 0.0262362740652 2.59822777923e-05 1.08969531954
4646.4 9.67743578541e-07 0.0262385992686 2.59939156599e-05 1.08975769097
4648.8 9.62030774696e-07 0.0262409149978 2.60020497598e-05 1.08982008613
4651.2 9.53508878263e-07 0.0262432136454 2.60049780892e-05 1.08988249456
4653.6 9.43373262134e-07 0.026245489904 2.60044046455e-05 1.08994490582
4656.0 9.32647349165e-07 0.0262477411287 2.59994565633e-05 1.09000731046
4658.4 9.22135049929e-07 0.0262499668676 2.5987153886e-05 1.09006969439
4660.8 9.12799504791e-07 0.0262521687891 2.59673559736e-05 1.0901320398
4663.2 9.0585626138e-07 0.026254351176 2.59441566377e-05 1.09019433362
4665.6 9.0249202628e-07 0.0262565211939 2.59230049403e-05 1.09025657421
4668.0 9.03453258727e-07 0.0262586883283 2.59069967495e-05 1.09031877021
4670.4 9.08642448389e-07 0.0262608628431 2.58942059572e-05 1.09038093166
4672.8 9.17024544308e-07 0.0262630536435 2.58784090786e-05 1.09044305879
4675.2 9.2703113069e-07 0.0262652665103 2.58535607606e-05 1.09050513716
4677.6 9.37049477537e-07 0.0262675034071 2.58169874695e-05 1.09056714182
4680.0 9.45632909149e-07 0.0262697626259 2.57687792175e-05 1.09062904474
4682.4 9.51675610259e-07 0.0262720393961 2.57115246636e-05 1.0906908211
4684.8 9.54608965587e-07 0.0262743269376 2.56508649229e-05 1.09075245597
4687.2 9.54218930278e-07 0.0262766175311 2.55917439131e-05 1.0908139471
4689.6 9.50284012873e-07 0.0262789029346 2.55329408708e-05 1.09087529672
4692.0 9.42778458111e-07 0.0262811746096 2.5469243764e-05 1.09093649934
4694.4 9.32424405551e-07 0.026283424853 2.53991483804e-05 1.09099754141
4696.8 9.20523703681e-07 0.0262856483908 2.53253161114e-05 1.09105841077
4699.2 9.08092565983e-07 0.0262878427303 2.5246858363e-05 1.09111909738
4701.6 8.95554772729e-07 0.0262900071071 2.51569610148e-05 1.09117958196
4704.0 8.8340930586e-07 0.026292141864 2.50509419655e-05 1.09123983145
4706.4 8.72836744955e-07 0.0262942493593 2.49336406284e-05 1.09129981295
4708.8 8.65392785128e-07 0.0262963352347 2.48164768966e-05 1.09135951309
4711.2 8.62131769962e-07 0.0262984082642 2.47079431561e-05 1.09141894239
4713.6 8.63014077478e-07 0.0263004784392 2.46075795599e-05 1.09147812102
4716.0 8.67030814677e-07 0.0263025544931 2.45083434924e-05 1.09153706013
4718.4 8.72723865293e-07 0.0263046421987 2.44027659268e-05 1.09159575346
4720.8 8.78461466641e-07 0.0263067436211 2.42848530076e-05 1.0916541786
4723.2 8.82483101192e-07 0.0263088567545 2.41483245877e-05 1.09171229841
4725.6 8.83332614032e-07 0.0263109757334 2.39892754253e-05 1.09177006353
4728.0 8.80548541979e-07 0.0263130923908 2.38122170425e-05 1.09182742532
4730.4 8.74636506617e-07 0.0263151986129 2.3628225461e-05 1.09188435385
4732.8 8.6623494532e-07 0.0263172876586 2.34447262504e-05 1.0919408414
4735.2 8.55600560067e-07 0.0263193538612 2.32607101317e-05 1.09199688792
4737.6 8.42873747063e-07 0.0263213920304 2.30718353224e-05 1.09205248697
4740.0 8.28334903057e-07 0.0263233974808 2.28744648958e-05 1.09210762253
4742.4 8.1230542711e-07 0.0263253662491 2.26642313897e-05 1.09216226897
4744.8 7.95266001112e-07 0.0263272953349 2.24370284996e-05 1.09221639048
4747.2 7.78224239882e-07 0.0263291835231 2.2194118517e-05 1.09226994786
4749.6 7.62675043138e-07 0.0263310326023 2.1943654163e-05 1.09232291319
4752.0 7.50095155925e-07 0.0263328479265 2.16964922049e-05 1.09237528136
4754.4 7.4147319751e-07 0.0263346378086 2.14610737599e-05 1.09242707044
4756.8 7.37029064545e-07 0.0263364120113 2.12400026909e-05 1.09247831173
4759.2 7.36133258755e-07 0.0263381798061 2.10296882716e-05 1.09252903536
4761.6 7.37568802053e-07 0.0263399482485 2.08241062806e-05 1.09257925992
4764.0 7.39882826363e-07 0.0263417211905 2.06183602079e-05 1.09262899087
4766.4 7.41500944921e-07 0.026343498851 2.04081431393e-05 1.09267822268
4768.8 7.40979360916e-07 0.0263452778274 2.01903288485e-05 1.09272694085
4771.2 7.37612409729e-07 0.0263470521375 1.99679609328e-05 1.09277513079
4773.6 7.31591853123e-07 0.0263488151826 1.97504316079e-05 1.09282279286
4776.0 7.23299975682e-07 0.0263505610528 1.95440537012e-05 1.09286994625
4778.4 7.12793641519e-07 0.0263522843651 1.93459972363e-05 1.09291661431
4780.8 7.00269526671e-07 0.026353980041 1.91510526946e-05 1.09296281077
4783.2 6.86554432156e-07 0.0263556442297 1.89592395674e-05 1.09300854312
4785.6 6.72656688125e-07 0.026357275283 1.87720902397e-05 1.09305382071
4788.0 6.59152380562e-07 0.0263588734539 1.85863961441e-05 1.0930986509
4790.4 6.4641535487e-07 0.0263604401352 1.83975757124e-05 1.09314303166
4792.8 6.35169873028e-07 0.0263619780375 1.82069546592e-05 1.0931869571
4795.2 6.26425444255e-07 0.0263634919519 1.80216360925e-05 1.09323043141
4797.6 6.20972896795e-07 0.0263649888299 1.78485120756e-05 1.09327347559
4800.0 6.19077631168e-07 0.0263664768905 1.76904906865e-05 1.09331612239
4802.4 6.20414638849e-07 0.0263679642812 1.75466531009e-05 1.09335840696
4804.8 6.24064865006e-07 0.0263694576566 1.74134983101e-05 1.09340035914
4807.2 6.28643396004e-07 0.0263709609066 1.72860602588e-05 1.09344199861
4809.6 6.32653849215e-07 0.0263724744632 1.71597676938e-05 1.09348333361
4812.0 6.34991303622e-07 0.0263739956374 1.70338402752e-05 1.09352436594
4814.4 6.35271174832e-07 0.0263755199524 1.6913660432e-05 1.09356510294
