# 1:time 2:Re 3:Im
0.0 -3.06218008246e-10 1.83818819308e-24
2.4 -3.56863830578e-11 1.37607860233e-25
4.8 -1.39979620567e-11 6.82089978168e-25
7.2 -2.99882039776e-13 9.89095375573e-26
9.6 6.95705372547e-13 8.71550839688e-25
12.0 -4.08182609876e-12 1.0638762843e-24
14.4 -1.01610334336e-11 -7.94342109917e-25
16.8 -1.71175906832e-11 2.60295668092e-25
19.2 -2.17970201316e-11 2.64386837196e-26
21.6 -2.23530570458e-11 1.13281047865e-24
24.0 -1.97843676088e-11 2.77365691956e-25
26.4 -1.35005112289e-11 6.17263861743e-25
28.8 -4.79052080813e-12 1.34879956313e-24
31.2 8.60931492741e-15 7.05514258115e-25
33.6 -1.18920264588e-12 1.60515172452e-24
36.0 -4.40095381045e-12 2.52382932594e-24
38.4 -6.30544100372e-12 2.08440007689e-24
40.8 -6.94216066381e-12 8.45959396421e-25
43.2 -8.04774146164e-12 -7.40937754997e-25
45.6 -9.4066065383e-12 5.81814995295e-25
48.0 -8.20832116029e-12 -7.1843742486e-25
50.4 -3.38148808971e-12 3.11725768928e-25
52.8 2.78358784132e-12 6.37732060886e-25
55.2 6.31387590975e-12 1.23019337995e-24
57.6 5.89980378883e-12 1.05983245144e-25
60.0 4.41387359142e-12 1.00205920205e-24
62.4 6.52683006753e-12 2.98733908359e-24
64.8 1.20398270064e-11 7.66237141585e-25
67.2 1.64568562621e-11 1.59300221973e-24
69.6 2.02359024656e-11 -8.50176529689e-25
72.0 2.64242364985e-11 2.1773198049e-24
74.4 3.47266716679e-11 3.13638162835e-25
76.8 4.27226176005e-11 -6.12329790273e-26
79.2 5.23603358697e-11 8.50943450922e-25
81.6 6.4873781484e-11 2.11195373743e-24
84.0 7.76606083263e-11 -2.73954010741e-25
86.4 8.89015307404e-11 1.54774879308e-24
88.8 9.999145983e-11 2.44500510138e-25
91.2 1.11448440496e-10 -4.94237704294e-25
93.6 1.22701522411e-10 7.57496912839e-25
96.0 1.34436618721e-10 3.357352495e-25
98.4 1.47244488211e-10 2.13866825752e-24
100.8 1.59410334406e-10 -1.95193778651e-24
103.2 1.70146095749e-10 1.90560365519e-24
105.6 1.80917149628e-10 1.40113771217e-24
108.0 1.92232240788e-10 -9.98958941348e-25
110.4 2.02982306952e-10 2.7571561396e-24
112.8 2.10253286991e-10 2.97509539122e-24
115.2 2.1442447618e-10 -2.71742291433e-25
117.6 2.20406717499e-10 2.60073468199e-24
120.0 2.33289170587e-10 2.58136923615e-24
122.4 2.47377788575e-10 9.10073172085e-25
124.8 2.52773406202e-10 -2.29816892323e-25
127.2 2.55524440894e-10 1.85508984936e-24
129.6 2.69120647803e-10 1.47491475654e-24
132.0 2.85799039494e-10 -1.5935918142e-24
134.4 2.9150419841e-10 -5.54512333799e-25
136.8 2.94158178098e-10 9.74107667642e-25
139.2 3.03900326337e-10 2.68636264411e-24
141.6 3.1589035934e-10 1.2324691289e-24
144.0 3.38846269117e-10 1.17925230433e-24
146.4 3.72936603881e-10 1.44785544012e-24
148.8 3.78641547246e-10 -1.00818089955e-24
151.2 3.37081747897e-10 3.85479118132e-25
153.6 3.01766362831e-10 -1.71408927637e-24
156.0 3.55442237206e-10 -1.40406465219e-24
158.4 5.06479010051e-10 -2.02608646503e-25
160.8 6.38966413417e-10 -2.01981769669e-24
163.2 6.29132879884e-10 2.32297098184e-25
165.6 5.20837963535e-10 2.32770512034e-24
168.0 5.021499254e-10 1.34070669192e-24
170.4 6.62056628439e-10 4.38757790717e-24
172.8 8.60635304034e-10 1.63836927635e-24
175.2 9.03589125751e-10 9.21834743007e-25
177.6 7.79578923968e-10 -2.77775728186e-24
180.0 6.58927304034e-10 -1.29523291922e-24
182.4 6.81200688889e-10 -7.87044984563e-25
184.8 8.05169567789e-10 1.18525480964e-24
187.2 8.86688564156e-10 3.50799737245e-24
189.6 8.48320388602e-10 3.24674615284e-24
192.0 7.59496896523e-10 3.73321957356e-24
194.4 7.40549132117e-10 1.83298556156e-24
196.8 7.99923981566e-10 3.48044440973e-24
199.2 8.37488007269e-10 5.42134204268e-25
201.6 7.91602002454e-10 -9.78727198308e-25
204.0 7.08518911405e-10 1.27526154371e-24
206.4 6.73537834701e-10 -2.20366143377e-24
208.8 7.32313360629e-10 -2.23704600909e-24
211.2 8.49023069516e-10 1.17654899497e-24
213.6 8.90280798715e-10 2.11361564931e-24
216.0 7.62929356637e-10 3.80409091636e-24
218.4 5.88205364892e-10 1.73296768061e-24
220.8 5.57337901787e-10 2.53587611398e-24
223.2 6.4959902017e-10 4.11447889559e-25
225.6 6.98783415622e-10 1.52476480056e-24
228.0 6.50840740395e-10 1.10280462776e-24
230.4 6.00743004365e-10 -1.23584254625e-24
232.8 6.71287564061e-10 1.49035532179e-24
235.2 8.57242758907e-10 1.64126409341e-24
237.6 9.55817961471e-10 -3.93208835567e-25
240.0 8.1835666744e-10 1.37195933493e-24
242.4 6.20262872394e-10 2.28099056887e-24
244.8 6.27785617174e-10 -1.55693274171e-25
247.2 7.76752726546e-10 -9.4591584973e-26
249.6 7.00957160991e-10 5.84039177202e-24
252.0 -3.1186849298e-10 7.24628104263e-24
254.4 -3.90107461583e-09 -7.33598531876e-24
256.8 -1.04213016113e-08 -3.73557057052e-23
259.2 -9.95066750441e-09 -7.24131953942e-23
261.6 2.52075039601e-08 -4.84689997478e-23
264.0 1.22145099494e-07 1.37217997602e-22
266.4 2.53914479887e-07 4.70722060373e-22
268.8 2.99161474085e-07 6.46327215168e-22
271.2 7.47517857556e-08 1.51031226326e-22
273.6 -5.71140216816e-07 -1.2285327388e-21
276.0 -1.54515268518e-06 -2.58604416262e-21
