# 1:time 2:Re 3:Im
0.0 -1.01476715586e-10 -3.31257996428e-10
2.4 -1.0061154005e-10 -3.33291853287e-10
4.8 -1.0056555341e-10 -3.3530450022e-10
7.2 -1.00520291368e-10 -3.37316438929e-10
9.6 -1.00485041509e-10 -3.39341558599e-10
12.0 -1.00470501098e-10 -3.4136007764e-10
14.4 -1.00491783332e-10 -3.43374578034e-10
16.8 -1.00503636976e-10 -3.45414349954e-10
19.2 -1.00499601917e-10 -3.47427232581e-10
21.6 -1.00488432845e-10 -3.49436684196e-10
24.0 -1.00461803945e-10 -3.5149553914e-10
26.4 -1.0042794509e-10 -3.53478278714e-10
28.8 -1.00404459749e-10 -3.55504596803e-10
31.2 -1.00378727264e-10 -3.57576314237e-10
33.6 -1.00337429076e-10 -3.59558647305e-10
36.0 -1.00326340304e-10 -3.61577321615e-10
38.4 -1.00326828872e-10 -3.63654341926e-10
40.8 -1.00325714464e-10 -3.65669190886e-10
43.2 -1.00315740034e-10 -3.67656960636e-10
45.6 -1.00269195275e-10 -3.69650009755e-10
48.0 -1.00254573391e-10 -3.71712658568e-10
50.4 -1.0026378966e-10 -3.73731748978e-10
52.8 -1.00194620645e-10 -3.75723018546e-10
55.2 -1.00139902026e-10 -3.77766925136e-10
57.6 -1.00127608722e-10 -3.79769965415e-10
60.0 -1.00117308704e-10 -3.81730737498e-10
62.4 -1.00100627016e-10 -3.83722173814e-10
64.8 -1.00076739772e-10 -3.85752701746e-10
67.2 -1.00008367191e-10 -3.87692585877e-10
69.6 -9.99331556615e-11 -3.89631304106e-10
72.0 -9.99258286333e-11 -3.91603173569e-10
74.4 -9.98922572686e-11 -3.93515440649e-10
76.8 -9.97594105395e-11 -3.95370134965e-10
79.2 -9.96509626037e-11 -3.97211791747e-10
81.6 -9.95617575139e-11 -3.99072374382e-10
84.0 -9.94658857047e-11 -4.00917550109e-10
86.4 -9.93450579448e-11 -4.02714150958e-10
88.8 -9.9242052121e-11 -4.04522575479e-10
91.2 -9.91851360966e-11 -4.06361990416e-10
93.6 -9.91374278245e-11 -4.08217687236e-10
96.0 -9.90078468292e-11 -4.10031270751e-10
98.4 -9.8912548193e-11 -4.11847618452e-10
100.8 -9.88647453274e-11 -4.137483039e-10
103.2 -9.88031930684e-11 -4.1568285713e-10
105.6 -9.87216255927e-11 -4.17577920808e-10
108.0 -9.86034876682e-11 -4.19463245416e-10
110.4 -9.85381478321e-11 -4.21358433809e-10
112.8 -9.84581417505e-11 -4.23315074946e-10
115.2 -9.8332745911e-11 -4.2523517518e-10
117.6 -9.82815906418e-11 -4.27060118531e-10
120.0 -9.8208231822e-11 -4.29023351662e-10
122.4 -9.80048196571e-11 -4.30984079679e-10
124.8 -9.78762129254e-11 -4.32891174538e-10
127.2 -9.78041486478e-11 -4.34831225366e-10
129.6 -9.76672194912e-11 -4.36762970887e-10
132.0 -9.75096927196e-11 -4.3871512578e-10
134.4 -9.74293354716e-11 -4.40675722699e-10
136.8 -9.73357232323e-11 -4.42620217685e-10
139.2 -9.71696533272e-11 -4.4457886959e-10
141.6 -9.71064590154e-11 -4.46494736414e-10
144.0 -9.70223900237e-11 -4.48435314566e-10
146.4 -9.66122803459e-11 -4.50448510977e-10
148.8 -9.60147669568e-11 -4.52526764709e-10
151.2 -9.584935105e-11 -4.5467379281e-10
153.6 -9.65616742657e-11 -4.56926852126e-10
156.0 -9.74905293358e-11 -4.58938640558e-10
158.4 -9.72372600289e-11 -4.6003291595e-10
160.8 -9.52545865892e-11 -4.5975552348e-10
163.2 -9.30066195309e-11 -4.58228340452e-10
165.6 -9.24922686495e-11 -4.56712671133e-10
168.0 -9.3751822924e-11 -4.57026360907e-10
170.4 -9.48105805468e-11 -4.60058724131e-10
172.8 -9.42480575548e-11 -4.65047079834e-10
175.2 -9.25428281932e-11 -4.6992892694e-10
177.6 -9.12926890193e-11 -4.7262604793e-10
180.0 -9.1343429343e-11 -4.73005936674e-10
182.4 -9.18303760426e-11 -4.73096649591e-10
184.8 -9.19319871941e-11 -4.74776187458e-10
187.2 -9.13762984917e-11 -4.78183824915e-10
189.6 -9.04506610051e-11 -4.81945232617e-10
192.0 -8.98568021071e-11 -4.84866680527e-10
194.4 -8.95044142893e-11 -4.86728564081e-10
196.8 -8.90306245612e-11 -4.88454551228e-10
199.2 -8.89274584488e-11 -4.90806308849e-10
201.6 -8.89868490902e-11 -4.93726573993e-10
204.0 -8.81511118762e-11 -4.97018719108e-10
206.4 -8.69257184925e-11 -5.00663952461e-10
208.8 -8.63738107435e-11 -5.05216118499e-10
211.2 -8.62854277384e-11 -5.11082201065e-10
213.6 -8.50817869502e-11 -5.18261378375e-10
216.0 -8.28344340112e-11 -5.26672402787e-10
218.4 -8.16754780198e-11 -5.35852717226e-10
220.8 -8.25449757716e-11 -5.4482176079e-10
223.2 -8.37686460772e-11 -5.52355721932e-10
225.6 -8.30098995379e-11 -5.57460363648e-10
228.0 -7.99868335921e-11 -5.59385830116e-10
230.4 -7.63474117431e-11 -5.57623355795e-10
232.8 -7.39932775639e-11 -5.52015205355e-10
235.2 -7.29879258503e-11 -5.42558725432e-10
237.6 -7.27922579016e-11 -5.30098617984e-10
240.0 -7.38785779178e-11 -5.15927441259e-10
242.4 -7.46306693619e-11 -5.01798132798e-10
244.8 -7.06255092056e-11 -4.90462341166e-10
247.2 -5.96132922038e-11 -4.85110498741e-10
249.6 -4.61554560844e-11 -4.89317917306e-10
252.0 -4.12497664247e-11 -5.04264521479e-10
254.4 -6.78862451217e-11 -5.21737223837e-10
256.8 -1.52299839271e-10 -5.13642368679e-10
259.2 -2.49349273941e-10 -4.26377905938e-10
261.6 -1.5755868424e-10 -2.02241945717e-10
264.0 3.75354879076e-10 1.49598957469e-10
266.4 1.26975929301e-09 4.46014983384e-10
268.8 1.73869965551e-09 2.81628446451e-10
271.2 3.88789321007e-10 -7.99782945753e-10
273.6 -3.7597381094e-09 -2.85020060025e-09
276.0 -8.86076996156e-09 -5.02531531841e-09
278.4 -7.93456944407e-09 -5.63147333187e-09
280.8 6.57674379383e-09 -3.16826311533e-09
283.2 2.7873874671e-08 2.0847859388e-09
285.6 2.88558667388e-08 7.46865714761e-09
288.0 -8.33309001507e-09 9.5756152749e-09
290.4 -5.39643470146e-08 7.10709147427e-09
292.8 -5.27169176509e-08 2.04263235489e-09
295.2 4.00641803439e-09 -2.35626090519e-09
297.6 6.12206060837e-08 -4.5524077683e-09
300.0 6.69865653379e-08 -5.50085544831e-09
302.4 2.19900845403e-08 -6.74717813463e-09
304.8 -3.72112259768e-08 -8.29605404084e-09
307.2 -6.8247163923e-08 -8.50166571717e-09
309.6 -4.67970466916e-08 -5.85976479868e-09
312.0 7.14106057925e-09 -6.63275347237e-10
314.4 4.24724577019e-08 5.02056469247e-09
316.8 3.52053243828e-08 8.55422143898e-09
319.2 1.04957108512e-08 8.06627907684e-09
321.6 -3.11536735032e-09 3.66738040523e-09
324.0 -9.06877243434e-09 -2.1607468422e-09
326.4 -1.56491670745e-08 -6.03807321129e-09
328.8 -1.00128423867e-08 -6.05546720847e-09
331.2 1.11240931204e-08 -2.80554861027e-09
333.6 2.09440134334e-08 1.42504216356e-09
336.0 4.71465096585e-09 4.19898156353e-09
338.4 -1.44748330499e-08 4.26915905933e-09
340.8 -1.47423591249e-08 2.05001035745e-09
343.2 -2.95147433191e-09 -9.60517521065e-10
345.6 7.1835627711e-09 -3.11361080155e-09
348.0 1.33496910014e-08 -3.45093641501e-09
350.4 1.63226950555e-08 -2.33897770351e-09
352.8 1.23029566989e-08 -1.07067632808e-09
355.2 3.89495561814e-10 -4.85614705649e-10
357.6 -9.2251520176e-09 -4.6446456268e-10
360.0 -5.48150144058e-09 -6.45583584865e-10
362.4 7.57223635462e-09 -6.68032867765e-10
364.8 1.74830403635e-08 -9.87008269551e-11
367.2 2.13140360382e-08 9.11076658825e-10
369.6 2.47772959221e-08 1.60890962263e-09
372.0 2.96604192499e-08 1.87147674803e-09
374.4 3.34117338053e-08 2.34038689982e-09
376.8 3.73103461132e-08 2.92632592818e-09
379.2 4.22227697028e-08 2.5072694768e-09
381.6 3.57113711276e-08 7.83411999767e-10
384.0 2.58889833853e-09 -6.46403745439e-10
386.4 -3.91527342473e-08 8.27654909355e-10
388.8 -2.93336893363e-08 8.74563012051e-09
391.2 8.83042676338e-08 2.72052527143e-08
393.6 3.19645165174e-07 5.66862024317e-08
396.0 6.37226751521e-07 9.28918373407e-08
398.4 1.03424580302e-06 1.33652919219e-07
400.8 1.52340250796e-06 1.79704760571e-07
403.2 2.05026981683e-06 2.25298909424e-07
405.6 2.42897414576e-06 2.58530783107e-07
408.0 2.42713120716e-06 2.69661452509e-07
410.4 1.95330372745e-06 2.49734648024e-07
412.8 1.1576612808e-06 1.92314977504e-07
415.2 3.27558510122e-07 1.06078987489e-07
417.6 -3.27528826337e-07 1.50537085563e-08
420.0 -7.63813148363e-07 -5.34722260339e-08
422.4 -9.91633178424e-07 -7.53749522128e-08
424.8 -9.88717122041e-07 -3.69756381115e-08
427.2 -7.99713878545e-07 5.34551242867e-08
429.6 -6.60163451911e-07 1.63708864881e-07
432.0 -8.98748361532e-07 2.48637153329e-07
434.4 -1.63642947168e-06 2.68346820993e-07
436.8 -2.59835049792e-06 2.05703405601e-07
439.2 -3.28222847862e-06 7.37407640017e-08
441.6 -3.33356887037e-06 -8.94869530595e-08
444.0 -2.75945348165e-06 -2.35207649114e-07
446.4 -1.81815588837e-06 -3.20607963641e-07
448.8 -7.81199815398e-07 -3.20407347692e-07
451.2 1.6202279844e-07 -2.33404050173e-07
453.6 8.4313446023e-07 -8.51745417468e-08
456.0 1.09141995743e-06 7.80408253113e-08
458.4 8.50950415371e-07 2.05121894565e-07
460.8 2.94557053014e-07 2.58356453673e-07
463.2 -2.55208157229e-07 2.26503153784e-07
465.6 -5.56887390918e-07 1.26699370093e-07
468.0 -5.98596562526e-07 -6.10937499612e-09
470.4 -5.20007114276e-07 -1.34474444249e-07
472.8 -4.26270460813e-07 -2.28842248033e-07
