# 1:time 2:Re 3:Im 4:phi 5:omega 6:E_dot_GW 7:E_GW 8:J_dot_GW 9:J_GW
0.0 -0.0 0.0 -3.14159265359 0.746642556755 0.0 0.0 0.0 0.0
2.4 -2.10398697163e-23 5.32434424651e-23 -1.94712644185 0.248745953032 6.01758916021e-52 7.22110699225e-52 3.68914915987e-51 4.42697899185e-51
4.8 -2.33533128004e-14 5.90139692377e-14 -1.94761207904 -0.00026248867987 7.73534502035e-34 9.28241402442e-34 -8.18035147906e-33 -9.81642177487e-33
7.2 -2.40993241114e-11 6.07615930632e-11 -1.94838638751 -0.000383832379438 8.59727354868e-28 1.03167468232e-27 -2.24717608491e-26 -2.69661326518e-26
9.6 -7.72525843521e-10 1.94171425934e-09 -1.94945447446 -0.000507377519369 9.2215672322e-25 1.10865141537e-24 -3.73991263209e-23 -4.49328838308e-23
12.0 -6.17806772463e-09 1.54667354217e-08 -1.9508217996 -0.00063328304543 6.15616852028e-23 7.60892617266e-23 -3.31486912379e-21 -4.06765478397e-21
14.4 -2.46840403579e-08 6.14974988804e-08 -1.95249423308 -0.000761736033657 1.02570022368e-21 1.38080355239e-21 -6.77315202758e-20 -8.93233220634e-20
16.8 -6.63524000136e-08 1.64365470564e-07 -1.95447813256 -0.000892960402603 7.73416506415e-21 1.18926418978e-20 -5.96753021818e-19 -8.86704772576e-19
19.2 -1.39251234157e-07 3.42672571536e-07 -1.95678044301 -0.00102722089566 3.55414834038e-20 6.38234200593e-20 -3.10123005901e-18 -5.32428446957e-18
21.6 -2.47824961622e-07 6.05286926028e-07 -1.95940879286 -0.00116482137189 1.17434189241e-19 2.47394227233e-19 -1.1317563772e-17 -2.26268370668e-17
24.0 -3.93037597106e-07 9.51901052276e-07 -1.9623715856 -0.00130610111932 3.08094479715e-19 7.5802862998e-19 -3.22114790263e-17 -7.48616884247e-17
26.4 -5.73286358542e-07 1.3755361012e-06 -1.96567807824 -0.0014514311973 6.83637091089e-19 1.94810651494e-18 -7.6451685224e-17 -2.05257485525e-16
28.8 -7.8540370162e-07 1.86523113867e-06 -1.96933845534 -0.00160121277978 1.33814096842e-18 4.37424018635e-18 -1.58242807342e-16 -4.86890876605e-16
31.2 -1.02546531676e-06 2.40819587711e-06 -1.97336389958 -0.00175587716858 2.37881653453e-18 8.83458918989e-18 -2.94662407652e-16 -1.0303771346e-15
33.6 -1.28934880824e-06 2.99129290871e-06 -1.97776666575 -0.00191588689622 3.92132221745e-18 1.63947556923e-17 -5.04733156095e-16 -1.98965181109e-15
36.0 -1.57307872714e-06 3.60194926278e-06 -1.98256015668 -0.00208173785476 6.08591594171e-18 2.84034414832e-17 -8.08446033355e-16 -3.56546683843e-15
38.4 -1.87301542755e-06 4.22865172373e-06 -1.98775900745 -0.00225396310329 8.99478863938e-18 4.65002869805e-17 -1.22586809123e-15 -6.00664378794e-15
40.8 -2.18593985976e-06 4.86116497689e-06 -1.99337917958 -0.00243313707589 1.27702533593e-17 7.2618337379e-17 -1.77641802606e-15 -9.60938712869e-15
43.2 -2.5090737933e-06 5.49057779739e-06 -1.99943806542 -0.0026198806511 1.753389352e-17 1.08983313634e-16 -2.4783170347e-15 -1.47150692016e-14
45.6 -2.84006283317e-06 6.10925013076e-06 -2.0059546067 -0.00281486492323 2.34059348475e-17 1.58111107675e-16 -3.34822151102e-15 -2.17069154565e-14
48.0 -3.17693998622e-06 6.71070862835e-06 -2.01294941705 -0.00301881663969 3.05053142059e-17 2.22804606539e-16 -4.40098653948e-15 -3.10059651171e-14
50.4 -3.51808100726e-06 7.2895203385e-06 -2.02044492657 -0.00323252497827 3.89493337678e-17 3.06150184108e-16 -5.64957631704e-15 -4.30666405449e-14
52.8 -3.86215802969e-06 7.84116216228e-06 -2.02846553695 -0.00345684527225 4.88540588758e-17 4.1151425528e-16 -7.10502252388e-15 -5.8372159154e-14
55.2 -4.2080951106e-06 8.36189596436e-06 -2.03703778388 -0.00369270447579 6.03337347457e-17 5.42539607626e-16 -8.77647438908e-15 -7.74299554495e-14
57.6 -4.55502764133e-06 8.84865435198e-06 -2.04619051843 -0.00394111086181 7.3501237652e-17 7.03141574503e-16 -1.06712800212e-14 -1.00767260742e-13
