# 1:freq 2:Re 3:Im
23.2258964707 2.49543223279e-06 4.9533004332e-21
46.4517929414 1.84703418085e-06 8.19839210454e-21
69.6776894121 1.31598263304e-06 9.61318694499e-21
92.9035858828 1.07448355848e-06 9.81467140424e-21
116.129482354 9.13858046106e-07 3.52620798945e-21
139.355378824 6.23838808341e-07 1.45258936948e-21
162.581275295 3.18574398387e-07 5.30139826329e-21
185.807171766 1.48200782673e-07 4.99039550736e-21
209.033068236 1.81070143281e-07 5.0950782102e-21
232.258964707 2.58287556758e-07 5.22278902561e-21
255.484861178 2.61987826028e-07 2.544822612e-21
278.710757648 1.62040958473e-07 2.61835949395e-21
301.936654119 8.51835590476e-08 2.23806589911e-21
325.16255059 8.49075645343e-08 4.15594669909e-21
348.388447061 2.65404084828e-07 2.64462673844e-21
371.614343531 3.96146559063e-07 1.93181449598e-21
394.840240002 4.12702947167e-07 1.383095851e-21
418.066136473 4.01274640508e-07 3.48600903108e-21
441.292032943 6.06679361463e-07 4.56872538867e-21
464.517929414 9.39755105318e-07 5.23821437389e-21
487.743825885 7.76549872879e-07 8.88225299557e-21
510.969722355 4.64124734777e-07 5.63518817848e-21
534.195618826 4.34075225313e-07 7.66537586252e-21
557.421515297 6.88051883804e-07 5.81066000919e-21
580.647411768 5.84408010799e-07 4.88581892568e-21
603.873308238 5.13373701427e-07 7.16710230138e-21
627.099204709 1.91125218186e-07 1.2513413673e-20
650.32510118 9.39130100632e-07 1.05649602679e-20
673.55099765 1.82753466284e-06 9.39801403287e-21
696.776894121 2.20615318085e-06 9.22945835461e-21
720.002790592 2.0373534299e-06 6.18007052618e-21
743.228687063 2.20106559229e-06 2.48684319474e-21
766.454583533 2.74465468856e-06 5.29846366991e-21
789.680480004 2.88051239994e-06 5.38235822253e-21
812.906376475 2.83785483591e-06 3.73570053239e-21
836.132272945 2.66933919508e-06 6.84184617357e-21
859.358169416 2.53700646875e-06 2.62503705212e-21
882.584065887 2.23581446084e-06 3.24080394929e-21
905.809962357 1.87391231923e-06 3.44346461304e-21
929.035858828 1.65612647727e-06 3.42388761132e-21
952.261755299 1.85767129078e-06 1.81466775059e-21
975.48765177 1.9303896712e-06 3.0157590558e-21
998.71354824 1.75367139806e-06 1.29681119394e-21
1021.93944471 1.58335933939e-06 2.66088866126e-21
1045.16534118 1.45127494725e-06 6.63989531544e-22
1068.39123765 1.4365427398e-06 1.8454158439e-21
1091.61713412 1.49309217132e-06 2.01230197053e-21
1114.84303059 1.4834915178e-06 2.23557684825e-21
1138.06892706 1.35369761031e-06 1.56028149575e-21
1161.29482354 1.27611580042e-06 1.74842681865e-21
1184.52072001 1.34357445716e-06 2.19152841579e-21
1207.74661648 1.07229065422e-06 1.97563383674e-21
1230.97251295 1.48500927319e-06 1.28254063148e-21
1254.19840942 9.09195617627e-07 5.23939163282e-22
1277.42430589 9.13872375482e-07 3.74312948521e-21
1300.65020236 1.03199967481e-06 3.66128082349e-21
1323.87609883 1.07533174312e-06 2.66317841439e-21
1347.1019953 9.41164260425e-07 3.70662661656e-21
1370.32789177 8.25484790078e-07 3.182719207e-21
1393.55378824 6.38855520616e-07 8.80006264332e-22
1416.77968471 6.04801701191e-07 1.99955224873e-21
1440.00558118 7.7979306777e-07 2.50899657955e-21
1463.23147765 1.11526654214e-06 2.13250819284e-21
1486.45737413 1.05307902228e-06 1.31960637439e-21
1509.6832706 7.83939993028e-07 1.47329499664e-21
1532.90916707 6.26986769199e-07 1.05362236546e-21
1556.13506354 8.42206099113e-07 7.14380302513e-22
1579.36096001 1.01759273161e-06 1.28663677433e-21
1602.58685648 1.01311567557e-06 1.25701209258e-21
1625.81275295 8.50132829489e-07 1.37240569615e-21
1649.03864942 7.49582398566e-07 1.24197375885e-21
1672.26454589 8.01195415848e-07 1.16884423296e-21
1695.49044236 6.99800342992e-07 2.35713904567e-21
1718.71633883 6.92187882204e-07 1.94358988759e-21
1741.9422353 7.88251015243e-07 6.90728168237e-22
1765.16813177 9.85561470728e-07 1.59228234555e-21
1788.39402824 1.0127690847e-06 2.93748353171e-21
1811.61992471 1.07040583277e-06 2.05853844815e-21
1834.84582119 1.09967770376e-06 1.75387173696e-21
1858.07171766 1.02008158722e-06 2.28889480776e-21
1881.29761413 9.50039973773e-07 2.32755641114e-21
1904.5235106 9.08515133301e-07 1.47379018719e-21
1927.74940707 7.47855627049e-07 3.55915423254e-22
1950.97530354 6.31753842446e-07 1.07507638602e-21
1974.20120001 5.70757305935e-07 5.58770073949e-23
1997.42709648 6.87158071625e-07 1.28450696477e-21
2020.65299295 7.18407247883e-07 1.61257552392e-21
2043.87888942 3.94106104698e-07 6.93545875488e-22
2067.10478589 5.74542865591e-07 8.21836051434e-22
2090.33068236 5.3196677488e-07 9.17586148462e-22
2113.55657883 6.34439830817e-07 5.60156851027e-23
2136.7824753 8.04167067855e-07 1.80709498366e-21
2160.00837178 3.92714707786e-07 7.19193121136e-22
2183.23426825 3.6291561945e-07 2.65346671523e-22
2206.46016472 3.94722745372e-07 5.59999914211e-22
2229.68606119 3.98297899874e-07 2.44882644754e-22
2252.91195766 5.02112838215e-07 2.11936011992e-22
2276.13785413 2.91045535911e-07 4.14689473889e-22
2299.3637506 4.22171734471e-07 7.70406510124e-22
2322.58964707 1.27153692674e-06 2.6763184523e-21
2345.81554354 2.43868760617e-06 5.02833510553e-21
2369.04144001 1.72712478286e-06 3.37881137056e-21
2392.26733648 1.49784778055e-06 2.53558412873e-21
2415.49323295 1.38777627815e-06 2.25653274197e-21
2438.71912942 1.6797358806e-06 2.67184197315e-21
2461.94502589 1.32352666856e-06 1.97010650608e-21
2485.17092237 1.30909862798e-06 3.02700499886e-21
2508.39681884 1.29057843995e-06 2.32757104471e-21
2531.62271531 1.01138437515e-06 1.96983305745e-21
2554.84861178 9.90821123574e-07 1.89308753926e-21
2578.07450825 7.23275987969e-07 1.97087064871e-21
2601.30040472 5.53235728938e-07 9.16665864774e-22
2624.52630119 4.77233049534e-07 9.97240300196e-22
2647.75219766 4.03180539634e-07 7.76324674697e-22
2670.97809413 1.35060409252e-07 5.9789121059e-22
2694.2039906 1.05570744515e-07 1.88948356548e-22
2717.42988707 1.14483133085e-07 7.2778189336e-22
2740.65578354 1.73410705476e-07 1.08898963522e-21
2763.88168001 2.60845266241e-07 6.07753785575e-22
2787.10757648 3.64087284847e-07 8.71823797888e-22
2810.33347296 2.7173700401e-07 1.04554147698e-21
2833.55936943 2.89983511138e-07 7.03164041615e-22
2856.7852659 5.07934783315e-07 3.75644832984e-22
2880.01116237 3.65776274681e-07 9.11569193963e-22
2903.23705884 2.397854189e-07 1.23851753385e-21
2926.46295531 2.44285956215e-07 6.81328068112e-22
2949.68885178 6.1619471111e-08 7.68687267245e-22
2972.91474825 3.36152080844e-08 5.20653818851e-22
2996.14064472 2.24154437799e-07 3.52376353256e-22
3019.36654119 2.09234599653e-07 7.53338717319e-22
3042.59243766 1.58975492266e-07 6.44223086074e-22
3065.81833413 1.20542931083e-07 4.13540466232e-22
3089.0442306 1.26547313475e-07 1.97997806813e-22
3112.27012707 1.68095111456e-07 5.17188412576e-23
3135.49602355 1.38094914668e-07 1.50045170414e-22
3158.72192002 8.0982600914e-08 3.97607144414e-22
3181.94781649 4.24830036081e-08 4.39975434026e-22
3205.17371296 2.10252565041e-07 4.06763343433e-22
3228.39960943 7.64067001833e-08 6.63448156678e-22
3251.6255059 3.27605196605e-08 5.63443045192e-22
3274.85140237 5.76954271053e-08 2.11563096888e-22
3298.07729884 9.22257604941e-08 2.94647837091e-22
3321.30319531 8.85648650162e-08 5.69802746564e-22
3344.52909178 1.08394600466e-07 1.32629566686e-22
3367.75498825 1.9941885662e-07 4.35975152905e-22
3390.98088472 1.64418847859e-07 6.44730354246e-22
3414.20678119 2.01037508731e-07 5.98185314357e-22
3437.43267766 2.52607121337e-07 8.86377601985e-23
3460.65857413 8.87678974878e-08 4.94547691854e-22
3483.88447061 2.53341882743e-07 2.02403074016e-22
3507.11036708 1.71383667957e-07 7.02853662775e-22
3530.33626355 1.38734425608e-07 6.63020409525e-22
3553.56216002 3.59047683555e-08 5.17047779718e-22
3576.78805649 1.3394130863e-07 3.71172215522e-22
3600.01395296 1.19870632701e-07 1.47438239087e-22
3623.23984943 2.04805110453e-07 2.54195643325e-22
3646.4657459 8.08975090647e-08 2.92467961028e-22
3669.69164237 1.91006928572e-07 5.19403092585e-22
3692.91753884 6.8417573075e-08 4.76672911978e-22
3716.14343531 5.59098757403e-08 2.96473114362e-22
3739.36933178 5.4544064614e-08 1.28639622189e-22
3762.59522825 8.71788345518e-08 1.12389258917e-22
3785.82112472 1.0430557463e-07 7.08270883225e-23
3809.0470212 9.53200082033e-08 3.29278510096e-22
3832.27291767 7.38235107032e-08 3.73757663086e-22
3855.49881414 1.00468530024e-07 2.04894827154e-22
3878.72471061 2.04379628114e-07 7.20087362173e-23
3901.95060708 1.12706368876e-07 1.62405374466e-22
3925.17650355 9.54661372372e-08 3.05298122323e-22
3948.40240002 1.73258895358e-07 1.56068983511e-22
3971.62829649 1.05872274028e-07 8.25899982799e-23
3994.85419296 7.66090514401e-08 2.45348094317e-22
4018.08008943 1.27433068553e-07 1.91756310939e-22
4041.3059859 1.0077487154e-07 1.22197639818e-22
4064.53188237 1.43360331549e-07 3.35229515167e-22
4087.75777884 7.83572622359e-08 2.24203844816e-22
4110.98367531 8.96169224309e-08 1.19223784731e-22
4134.20957179 2.05813924806e-07 3.96130991056e-22
4157.43546826 1.63636438967e-07 4.8613100246e-22
4180.66136473 1.50619595826e-07 3.20468553192e-22
4203.8872612 9.30019258261e-08 7.58110483365e-22
4227.11315767 9.96885494767e-08 4.60253217915e-22
4250.33905414 2.28144237746e-07 2.66971068698e-22
4273.56495061 1.43573546907e-07 5.7360932279e-22
4296.79084708 1.18078786775e-07 6.84569623579e-22
4320.01674355 6.61728283452e-08 4.45493784469e-22
4343.24264002 2.63650182905e-07 3.96336380377e-22
4366.46853649 1.46173841984e-07 3.25243795376e-22
4389.69443296 2.53528645295e-07 6.78020255263e-22
4412.92032943 6.49667099787e-08 4.15609141394e-22
4436.1462259 1.29231538071e-07 2.65003763557e-22
4459.37212238 2.11317742617e-07 2.83275607873e-22
4482.59801885 2.72520955202e-07 1.60828713557e-22
4505.82391532 1.03758689428e-07 4.99595840666e-22
4529.04981179 2.060499931e-07 6.03349027525e-22
4552.27570826 2.56144165095e-07 6.03376482002e-22
4575.50160473 1.1880642853e-07 4.03750122109e-22
4598.7275012 2.71294734375e-07 3.61719874159e-22
4621.95339767 1.24622597235e-07 4.4575615221e-22
4645.17929414 1.552879561e-07 2.19204558873e-22
4668.40519061 1.54331426975e-07 1.85563347399e-22
4691.63108708 4.76830822699e-07 7.35994950378e-22
4714.85698355 1.74220143499e-07 7.86021776095e-22
4738.08288002 1.14981287278e-07 5.42167158855e-22
4761.30877649 3.24475131375e-07 3.31318639535e-22
4784.53467297 3.5221794817e-07 3.50486337812e-22
4807.76056944 1.29385077521e-07 5.22450169243e-22
4830.98646591 1.7279542171e-07 2.39726710837e-22
4854.21236238 3.76039421194e-07 1.83781457552e-22
4877.43825885 3.40197763822e-07 2.17436293046e-22
4900.66415532 2.16580356725e-07 3.52127050619e-22
4923.89005179 3.34218392985e-07 4.46663023667e-22
4947.11594826 3.861951532e-07 2.47079504495e-22
4970.34184473 1.51710423449e-07 4.8294397962e-22
4993.5677412 2.53458294786e-07 2.4542754077e-22
5016.79363767 3.72819397401e-07 2.87606129083e-23
5040.01953414 3.98739690449e-07 1.12584270419e-22
5063.24543061 2.78465537154e-07 1.31012267128e-22
5086.47132708 2.89193932636e-07 2.61288082991e-22
5109.69722355 4.03016370167e-07 1.01634655148e-22
5132.92312003 4.13000840654e-07 1.80815299487e-22
5156.1490165 3.06969744308e-07 7.05736953812e-23
5179.37491297 3.59937832084e-07 1.35446950213e-22
5202.60080944 3.96780048296e-07 2.31167042595e-22
5225.82670591 3.66474977402e-07 2.32153710435e-22
5249.05260238 3.48142737459e-07 2.84488783876e-22
5272.27849885 4.09406787189e-07 8.67880810327e-23
5295.50439532 4.37623635084e-07 5.61872754359e-23
5318.73029179 4.16047564429e-07 2.17054155829e-22
5341.95618826 4.32750831312e-07 6.32174679695e-22
5365.18208473 4.84549675753e-07 1.17742875483e-22
5388.4079812 5.17632542848e-07 2.61077849689e-22
5411.63387767 4.30566837093e-07 3.26857310592e-22
5434.85977414 4.50991552975e-07 2.4523153347e-22
5458.08567062 5.41299090869e-07 1.52659616046e-22
5481.31156709 5.35892940602e-07 1.86367155521e-22
5504.53746356 4.73143244444e-07 1.08561487577e-22
5527.76336003 4.5204009291e-07 2.18750379932e-22
5550.9892565 5.35796181074e-07 2.69378149774e-22
5574.21515297 5.65266279856e-07 2.94759560928e-22
5597.44104944 5.45785994643e-07 3.17080859322e-22
5620.66694591 5.24543760625e-07 3.37620226545e-22
5643.89284238 5.91494788369e-07 1.70067762149e-22
5667.11873885 6.13276310455e-07 5.54767387277e-22
5690.34463532 5.82002964328e-07 3.92275984481e-22
5713.57053179 5.59477352466e-07 1.63342841656e-22
5736.79642826 5.98050581854e-07 2.422498574e-22
5760.02232473 6.35740271538e-07 3.25167039452e-22
5783.24822121 6.13255455517e-07 2.56645723581e-22
5806.47411768 5.82554343829e-07 4.98793119767e-23
5829.70001415 6.00322154451e-07 4.8421031422e-22
5852.92591062 6.09843076518e-07 2.0751249619e-22
5876.15180709 6.12115345424e-07 5.64247501655e-22
5899.37770356 6.47667667825e-07 6.04405686036e-23
5922.60360003 6.71771171057e-07 9.95355570602e-23
5945.8294965 6.69740616004e-07 4.80416100444e-22
5969.05539297 6.98067835578e-07 6.37910484252e-23
5992.28128944 7.34917840712e-07 2.79360761535e-22
6015.50718591 7.31461341041e-07 5.8593824422e-22
6038.73308238 6.98835560673e-07 4.32394332153e-23
6061.95897885 6.86927987099e-07 1.7032135454e-22
6085.18487532 6.80408623843e-07 2.16429853891e-22
6108.4107718 6.93354427927e-07 7.94904558495e-23
6131.63666827 7.020535638e-07 1.52481603078e-22
6154.86256474 6.85010957938e-07 3.03966099076e-22
6178.08846121 7.01849474165e-07 1.70713682275e-22
6201.31435768 7.37864636618e-07 2.68858801955e-22
6224.54025415 7.47753713906e-07 5.19986354319e-23
6247.76615062 7.62745667623e-07 7.96782437119e-23
6270.99204709 7.70187749783e-07 1.36261869883e-22
6294.21794356 7.48127883e-07 2.27955399606e-22
6317.44384003 7.51981177559e-07 1.74553932433e-22
6340.6697365 7.63307590193e-07 2.61795852355e-22
6363.89563297 7.76978231202e-07 1.71367105341e-22
6387.12152944 7.735492244e-07 2.16112167045e-22
6410.34742591 7.5639011187e-07 3.13837671e-22
6433.57332239 7.50967890233e-07 1.07933699266e-22
6456.79921886 7.72292664623e-07 4.21774925296e-22
6480.02511533 7.9104027784e-07 2.17267335906e-22
6503.2510118 7.91781111472e-07 1.65425141456e-22
6526.47690827 7.89804686547e-07 3.83477226033e-22
6549.70280474 8.09254941004e-07 1.62972477445e-22
6572.92870121 8.315562395e-07 4.98283803153e-22
6596.15459768 8.31610473334e-07 4.47733293865e-22
6619.38049415 8.01590053482e-07 8.02495452156e-23
6642.60639062 7.89688533572e-07 2.00435561528e-22
6665.83228709 8.11261256695e-07 3.01673602567e-22
6689.05818356 8.22098800129e-07 1.42319839322e-22
6712.28408003 7.98431807802e-07 2.04218442083e-22
6735.5099765 7.89675207793e-07 8.61375552859e-22
6758.73587297 8.07193091032e-07 2.71471520876e-22
6781.96176945 8.25648447314e-07 3.06427390218e-22
6805.18766592 8.36261515024e-07 4.58093934426e-22
6828.41356239 8.22713428467e-07 2.04246416401e-22
6851.63945886 8.29635688353e-07 4.0853152687e-22
6874.86535533 8.46857732288e-07 4.16327214836e-22
6898.0912518 8.30335002872e-07 4.25951108538e-22
6921.31714827 8.14386501355e-07 1.75023143594e-22
6944.54304474 7.99814598875e-07 1.55943083171e-22
6967.76894121 7.90929815227e-07 2.33759404663e-22
6990.99483768 8.06603299555e-07 7.55578626912e-22
7014.22073415 8.3564815342e-07 2.84954182023e-22
7037.44663062 8.34549956705e-07 2.47497383629e-22
7060.67252709 7.88211261089e-07 4.35054255297e-22
7083.89842356 7.64669800635e-07 3.21108519367e-22
7107.12432004 7.90776020093e-07 1.94352494259e-22
7130.35021651 8.49600877352e-07 4.11003480181e-22
7153.57611298 8.54205060392e-07 3.96766439687e-22
