# 1:time 2:Re 3:Im
0.0 -8.54021791998e-11 6.88936353153e-10
2.4 -8.45609220116e-11 6.9305651775e-10
4.8 -8.44989484803e-11 6.97166955867e-10
7.2 -8.44295549829e-11 7.0127649122e-10
9.6 -8.43797918609e-11 7.05385752615e-10
12.0 -8.43589110075e-11 7.09490248739e-10
14.4 -8.43553621916e-11 7.1360286927e-10
16.8 -8.43413192349e-11 7.1771465402e-10
19.2 -8.43092146538e-11 7.21844160323e-10
21.6 -8.4276822798e-11 7.25925341055e-10
24.0 -8.42423128372e-11 7.3003047272e-10
26.4 -8.41568244311e-11 7.34190761052e-10
28.8 -8.40931896952e-11 7.38255934464e-10
31.2 -8.40611862469e-11 7.42350003355e-10
33.6 -8.39802566666e-11 7.46509825236e-10
36.0 -8.39259126716e-11 7.50607011082e-10
38.4 -8.39086653608e-11 7.5467489465e-10
40.8 -8.38581173479e-11 7.58812269899e-10
43.2 -8.37966655274e-11 7.62922578136e-10
45.6 -8.37404346634e-11 7.67018646843e-10
48.0 -8.36741067187e-11 7.71119967061e-10
50.4 -8.36282372329e-11 7.75216893866e-10
52.8 -8.35315383593e-11 7.79325156541e-10
55.2 -8.34424222645e-11 7.83417741292e-10
57.6 -8.33939693845e-11 7.87509874621e-10
60.0 -8.33564321659e-11 7.91593073735e-10
62.4 -8.3307954488e-11 7.95704946546e-10
64.8 -8.32328287004e-11 7.99763182358e-10
67.2 -8.3139845235e-11 8.03844623379e-10
69.6 -8.30553742348e-11 8.07946795469e-10
72.0 -8.30183900036e-11 8.11965338062e-10
74.4 -8.29481330443e-11 8.16013430395e-10
76.8 -8.28402135937e-11 8.20090363807e-10
79.2 -8.27973134902e-11 8.24118594228e-10
81.6 -8.27138064121e-11 8.28109744764e-10
84.0 -8.26065906085e-11 8.32109241516e-10
86.4 -8.25445485635e-11 8.36151601086e-10
88.8 -8.24380164556e-11 8.4015658311e-10
91.2 -8.22757722631e-11 8.44153042287e-10
93.6 -8.21179812713e-11 8.48123859629e-10
96.0 -8.19377849895e-11 8.52169400482e-10
98.4 -8.1615291898e-11 8.56202732012e-10
100.8 -8.12887216157e-11 8.60199458065e-10
103.2 -8.10643625078e-11 8.64209922382e-10
105.6 -8.0830301123e-11 8.68232544561e-10
108.0 -8.05563982687e-11 8.72285520171e-10
110.4 -8.02867552733e-11 8.76337530772e-10
112.8 -8.00667953584e-11 8.80331310715e-10
