# 1:time 2:Re 3:Im 4:phi 5:omega 6:E_dot_GW 7:E_GW 8:J_dot_GW 9:J_GW
0.0 0.0 0.0 -0.0 -0.117886436492 0.0 0.0 0.0 0.0
2.4 4.21840785843e-21 8.02138101e-22 -0.187908511405 -0.038703989679 1.89278505573e-47 2.27134206688e-47 1.08566086152e-45 1.30279303383e-45
4.8 4.62584299655e-12 8.69410519542e-13 -0.185779150459 0.000894831964438 2.3197788986e-29 2.78373467832e-29 1.33160551724e-27 1.59792662069e-27
7.2 4.71308413852e-09 8.75243133683e-10 -0.183613317976 0.000910253258628 2.45472978514e-23 2.94568130963e-23 1.41023932816e-21 1.69229038965e-21
9.6 1.49070429303e-07 2.7343470929e-08 -0.181409934818 0.000926132772365 2.50365448689e-20 3.01027674132e-20 1.43962542691e-18 1.73093508987e-18
12.0 1.17551759981e-06 2.12897975774e-07 -0.179167880668 0.000942488394721 1.58751609789e-18 1.96516593872e-18 9.13699850288e-17 1.13102467637e-16
14.4 4.6281839499e-06 8.27307399153e-07 -0.176885990523 0.000959339460579 2.50970079954e-17 3.39865948506e-17 1.44591988768e-15 1.95785031488e-15
16.8 1.2251502354e-05 2.16065098616e-06 -0.174563051257 0.000976707029396 1.79388028005e-16 2.79368638051e-16 1.03461339101e-14 1.61083148722e-14
19.2 2.53041401099e-05 4.40090204321e-06 -0.172197796782 0.000994614095183 7.80705680956e-16 1.4314810888e-15 4.50778000258e-14 8.26170355952e-14
21.6 4.42914967914e-05 7.59331266042e-06 -0.169788903601 0.00101308546366 2.44067815004e-15 5.29714168599e-15 1.41092679091e-13 3.06021610536e-13
24.0 6.90425928747e-05 1.16622970762e-05 -0.167334986556 0.00103214759256 6.05268666574e-15 1.54891794649e-14 3.50341650742e-13 8.95742806335e-13
26.4 9.8921250249e-05 1.64549442631e-05 -0.164834595156 0.00105182838583 1.26828503138e-14 3.79718238403e-14 7.35090344146e-13 2.1982612002e-12
28.8 0.000133038105888 2.17818077589e-05 -0.162286210304 0.00107215707841 2.34204587154e-14 8.12957946753e-14 1.35935595376e-12 4.71159675769e-12
31.2 0.00017041293678 2.74466392212e-05 -0.15968824118 0.00109316416017 3.92407139388e-14 1.5648920186e-13 2.28098187715e-12 9.08000215479e-12
33.6 0.000210081321066 3.32648670238e-05 -0.157039022336 0.00111488137331 6.0908879586e-14 2.7666871409e-13 3.5460803023e-12 1.60724767701e-11
36.0 0.000251156147835 3.907337324e-05 -0.154336810588 0.00113734174418 8.89311164456e-14 4.56476709328e-13 5.18608842092e-12 2.6551079238e-11
38.4 0.000292857414013 4.47344011978e-05 -0.151579781964 0.00116057966016 1.23545826874e-13 7.11449041312e-13 7.21722106709e-12 4.14350506236e-11
40.8 0.000334521718938 5.0135872192e-05 -0.148766028219 0.00118463095234 1.64741854604e-13 1.05739425909e-12 9.64135998785e-12 6.16653478895e-11
43.2 0.000375599774565 5.51897122296e-05 -0.145893553392 0.00120953300541 2.12294428459e-13 1.50983779876e-12 1.244812832e-11 8.81727338589e-11
45.6 0.000415647505541 5.98292253229e-05 -0.142960269793 0.00123532488084 2.65806145978e-13 2.08355848809e-12 1.56170596557e-11 1.2185095943e-10
48.0 0.000454314258532 6.40061434122e-05 -0.139963993964 0.00126204744573 3.24751445048e-13 2.79222759732e-12 1.91202507545e-11 1.63535731922e-10
50.4 0.000491330226712 6.76877111927e-05 -0.136902442054 0.00128974350591 3.88514477295e-13 3.64814670413e-12 2.29243106208e-11 2.13989205572e-10
52.8 0.000526494272635 7.08539925352e-05 -0.133773225136 0.00131845795331 4.56426288786e-13 4.66207562342e-12 2.69926934806e-11 2.73889610494e-10
55.2 0.000559662754418 7.34954804182e-05 -0.130573843878 0.00134823791232 5.27790781085e-13 5.84313610727e-12 3.12869063876e-11 3.43825130336e-10
57.6 0.000590739610631 7.5611032401e-05 -0.127301683157 0.00137913288618 6.01911330654e-13 7.19877864136e-12 3.57683360125e-11 4.24291421216e-10
60.0 0.000619667757065 7.72061201152e-05 -0.123954006024 0.00141119493419 6.78104473641e-13 8.73479760651e-12 4.03986817469e-11 5.15691842527e-10
62.4 0.000646421738287 7.82913655105e-05 -0.120527947473 0.00144447885849 7.55717774954e-13 1.04553843048e-11 4.51413790311e-11 6.18339915461e-10
64.8 0.000671001522378 7.88813295161e-05 -0.117020507503 0.00147904236848 8.34133715861e-13 1.23632060938e-11 4.99613913483e-11 7.32463239916e-10
67.2 0.000693427306233 7.89935185075e-05 -0.113428544104 0.00151494626369 9.1278178604e-13 1.44595046961e-11 5.48263932256e-11 8.58208581405e-10
69.6 0.000713735196399 7.86475750482e-05 -0.109748765438 0.00155225462955 9.91135288321e-13 1.67442051853e-11 5.97060796713e-11 9.95647548881e-10
72.0 0.000731973637807 7.78646235112e-05 -0.105977721882 0.00159103508343 1.06872030477e-12 1.9216031897e-11 6.45732535975e-11 1.1447827488e-09
74.4 0.000748200474695 7.66667438467e-05 -0.102111797037 0.00163135900499 1.14510770794e-12 2.18726255123e-11 6.9402786757e-11 1.30555399723e-09
