# 1:time 2:Re 3:Im 4:phi 5:omega 6:E_dot_GW 7:E_GW 8:J_dot_GW 9:J_GW
0.0 0.0 -0.0 0.0 1.0098887265 0.0 0.0 0.0 0.0
2.4 -1.37105608965e-21 -2.88313652722e-20 1.61831485283 0.338706984188 1.16242602359e-45 1.3949112283e-45 1.00626841973e-43 1.20752210367e-43
4.8 -1.74512873841e-12 -3.16992315377e-11 1.6257935241 0.00318033522535 1.44684642282e-27 1.73621570738e-27 1.26549958435e-25 1.51859950122e-25
7.2 -2.03555760332e-09 -3.23789166973e-08 1.63358046191 0.00331142321804 1.5555744908e-21 1.86669286139e-21 1.3741534241e-19 1.64898714612e-19
9.6 -7.28998193604e-08 -1.02659856105e-06 1.64168835555 0.00344794852071 1.61276184674e-18 1.93904759834e-18 1.43825086091e-16 1.72919900435e-16
12.0 -6.45075958623e-07 -8.1140456713e-06 1.65013061481 0.00359022398268 1.03996678425e-16 1.28670375924e-16 9.3588038972e-15 1.15760746804e-14
14.4 -2.82868902338e-06 -3.20154251231e-05 1.65892143067 0.0037385908904 1.67273211381e-15 2.2607449266e-15 1.51837714055e-13 2.05011896224e-13
16.8 -8.28719624346e-06 -8.49206281823e-05 1.66807585109 0.00389342517057 1.21703823307e-14 1.887248226e-14 1.11383999353e-12 1.72382514532e-12
19.2 -1.88408731411e-05 -0.000175718968589 1.67760987148 0.00405514218221 5.39406146711e-14 9.82056786621e-14 4.97515941192e-12 9.03062443186e-12
21.6 -3.61314968919e-05 -0.000308085519873 1.68754053356 0.00422419937331 1.7182254727e-13 3.69121472991e-13 1.59640800613e-11 3.41577117997e-11
24.0 -6.14556744215e-05 -0.00048095513396 1.69788602848 0.00440109758559 4.34404062924e-13 1.09659340522e-12 4.06370940229e-11 1.02079120701e-10
26.4 -9.57303643013e-05 -0.000689950018524 1.70866580197 0.00458638185899 9.28508875496e-13 2.73208893133e-12 8.74108393053e-11 2.55736640695e-10
28.8 -0.000139529097304 -0.000928836532296 1.7199006614 0.00478064229021 1.75003024689e-12 5.94633587819e-12 1.65712311253e-10 5.59484421365e-10
31.2 -0.000193144750551 -0.00119065375245 1.73161288496 0.0049845151093 2.99457336495e-12 1.16398602124e-11 2.85068722629e-10 1.10042166202e-09
33.6 -0.000256654980631 -0.00146846488592 1.74382633392 0.0051986839722 4.75006587241e-12 2.09334272972e-11 4.54352020276e-10 1.98772655351e-09
36.0 -0.000329979904802 -0.00175579903214 1.75656656803 0.00542388132524 7.09205641319e-12 3.51439740399e-11 6.8126395139e-10 3.35046571951e-09
38.4 -0.000412928892084 -0.0020468732814 1.76986096429 0.0056608896746 1.00815293903e-11 5.57522770041e-11 9.72059871389e-10 5.33445430684e-09
40.8 -0.000505236700055 -0.00233667265469 1.78373883847 0.00591054253744 1.37646211532e-11 8.43676576564e-11 1.33146470324e-09 8.0986837964e-09
43.2 -0.000606590480987 -0.00262094492493 1.79823156847 0.00617372484424 1.81736216965e-11 1.22693549076e-10 1.76272556127e-09 1.18117121138e-08
45.6 -0.000716649468864 -0.00289614887108 1.81337271772 0.00645137250353 2.33286490803e-11 1.72496274008e-10 2.26774678909e-09 1.66482789343e-08
48.0 -0.00083505902382 -0.00315938053208 1.82919815648 0.00674447078203 2.92396574319e-11 2.35578241823e-10 2.84726978506e-09 2.27862988232e-08
50.4 -0.000961460433868 -0.00340829232928 1.84574617748 0.00705405107444 3.5908407654e-11 3.13755919926e-10 3.50106474751e-09 3.04043002623e-08
52.8 -0.00109549758166 -0.00364101355055 1.86305760164 0.00738118556885 4.33303622283e-11 4.08842443785e-10 4.22812106348e-09 3.96793232355e-08
55.2 -0.00123682132585 -0.00385607665813 1.88117586821 0.0077269792105 5.14962668162e-11 5.22634398638e-10 5.0268188694e-09 5.07852511549e-08
57.6 -0.00138509223614 -0.00405235142496 1.90014710185 0.00809255819737 6.03935775476e-11 6.56902211875e-10 5.89508460403e-09 6.38915353231e-08
60.0 -0.00153998215539 -0.00422898746162 1.92002014755 0.00847905409469 7.00075103084e-11 8.13383517302e-10 6.83051880498e-09 7.91622594139e-08
62.4 -0.00170117493695 -0.00438536489554 1.9408465615 0.00888758255228 8.0321999429e-11 9.93778928986e-10 7.83050836812e-09 9.67554920216e-08
64.8 -0.00186836661148 -0.00452105255524 1.9626805438 0.00931921541614 9.13202839643e-11 1.19974966906e-09 8.8923111435e-09 1.16822875436e-07
67.2 -0.00204126516766 -0.00463577283904 1.9855787955 0.00977494485525 1.02985510468e-10 1.43291662238e-09 1.00131310487e-08 1.39509406066e-07
69.6 -0.0022195900798 -0.00472937240778 2.00960027911 0.0102556379448 1.1530097611e-10 1.69486040627e-09 1.11901679316e-08 1.64953364843e-07
72.0 -0.00240307167655 -0.00480179787774 2.03480585764 0.0107619801293 1.28250495919e-10 1.98712217271e-09 1.24206650329e-08 1.932863644e-07
74.4 -0.00259145041864 -0.00485307575907 2.06125778373 0.011294406098 1.41818410632e-10 2.31120486057e-09 1.37019335112e-08 2.24633482653e-07
76.8 -0.0027844761343 -0.00488329597214 2.08901900691 0.0118530166326 1.55989818568e-10 2.66857473561e-09 1.50313814034e-08 2.5911346055e-07
79.2 -0.00298190724386 -0.00489259836087 2.11815226357 0.0124374804336 1.70750426817e-10 3.06066303007e-09 1.64065203507e-08 2.96838942655e-07
81.6 -0.0031835099946 -0.0048811617066 2.14871891299 0.013046920981 1.86086714975e-10 3.48886760022e-09 1.78249827172e-08 3.37916746337e-07
84.0 -0.00338905772387 -0.00484919482028 2.18077748427 0.0136797895781 2.01985687392e-10 3.95455448306e-09 1.92845168405e-08 3.82448145806e-07
86.4 -0.00359833015848 -0.00479692935777 2.21438190296 0.0143337274411 2.1843501689e-10 4.4590593282e-09 2.07829973433e-08 4.30529162827e-07
88.8 -0.00381111275427 -0.00472461405919 2.24957937599 0.0150054223647 2.35422730698e-10 5.0036886253e-09 2.23184124414e-08 4.82250854568e-07
91.2 -0.00402719607914 -0.00463251016638 2.28640793031 0.0156904687332 2.52937359176e-10 5.58972073315e-09 2.38888708726e-08 5.37699594545e-07
93.6 -0.00424637524282 -0.0045208878103 2.32489362591 0.0163832432296 2.70967579594e-10 6.21840665967e-09 2.54925844421e-08 5.96957340923e-07
96.0 -0.00446844937074 -0.00439002319666 2.36504749782 0.0170768124718 2.89502389603e-10 6.89097062271e-09 2.71278736004e-08 6.60101890574e-07
98.4 -0.00469322111927 -0.00424019644764 2.40686232578 0.0177628925724 3.08530713582e-10 7.60861034653e-09 2.87931464117e-08 7.27207114588e-07
100.8 -0.0049204962325 -0.00407168998457 2.45030938216 0.0184318829972 3.28041605682e-10 8.37249712965e-09 3.04869043198e-08 7.98343175466e-07
