# 1:time 2:Re 3:Im 4:phi 5:omega 6:E_dot_GW 7:E_GW 8:J_dot_GW 9:J_GW
0.0 0.0 0.0 -0.0 0.890660393266 0.0 0.0 -0.0 0.0
2.4 3.45481281594e-23 -2.34184648528e-22 1.42432763319 0.296279301059 1.27615219228e-49 1.53138263073e-49 -6.67642559075e-49 -8.0117107089e-49
4.8 3.8246595676e-14 -2.55385117882e-13 1.42214064508 -0.000945979492076 1.54640715901e-31 1.85568859081e-31 -9.33478650294e-31 -1.12017438035e-30
7.2 3.93781857512e-11 -2.58781283679e-10 1.41978693163 -0.00101675996288 1.61785693864e-25 1.94143203775e-25 -1.10995914727e-24 -1.33195321707e-24
9.6 1.25983702363e-09 -8.14089759403e-09 1.41726019726 -0.00109018656457 1.6313804456e-22 1.96153939509e-22 -1.25696382964e-21 -1.51102049976e-21
12.0 1.00588442538e-08 -6.38550528526e-08 1.41455403612 -0.00116630314841 1.02265597751e-20 1.26637913231e-20 -8.76368364031e-20 -1.08183580779e-19
14.4 4.01373120515e-08 -2.50090071015e-07 1.41166194215 -0.00124514898426 1.59827759325e-19 2.16728974243e-19 -1.51117790168e-18 -2.02676126647e-18
16.8 1.07786964063e-07 -6.58614748413e-07 1.40857732099 -0.00132675790369 1.12935834863e-18 1.76375230379e-18 -1.17022141276e-17 -1.78828317016e-17
19.2 2.26060665251e-07 -1.35340811542e-06 1.40529350421 -0.00141115750537 4.85875473954e-18 8.9494880096e-18 -5.48570984216e-17 -9.77540067606e-17
21.6 4.02182725853e-07 -2.357185641e-06 1.40180376497 -0.00149836848906 1.50154972982e-17 3.27985904549e-17 -1.83805191811e-16 -3.8414875504e-16
24.0 6.37819422782e-07 -3.65653973676e-06 1.39810133546 -0.00158840393875 3.68097837401e-17 9.49889277009e-17 -4.86415280992e-16 -1.1884133224e-15
26.4 9.30571423782e-07 -5.21397047773e-06 1.39417942606 -0.00168126863422 7.62453115859e-17 2.30655042092e-16 -1.08348565484e-15 -3.0722944454e-15
28.8 1.27558845222e-06 -6.97958018593e-06 1.39003124602 -0.00177695840656 1.39177922172e-16 4.89162922601e-16 -2.11970206494e-15 -6.91611970915e-15
31.2 1.66685842033e-06 -8.89981910254e-06 1.38565002571 -0.00187545932785 2.30509688841e-16 9.32788055817e-16 -3.7512195406e-15 -1.39612256358e-14
33.6 2.09808937455e-06 -1.09230813704e-05 1.38102904125 -0.00197674690599 3.53680575788e-16 1.63381637337e-15 -6.13325717485e-15 -2.58225976943e-14
36.0 2.56324675952e-06 -1.30028066005e-05 1.37616164056 -0.00208078512355 5.1046388695e-16 2.67078972866e-15 -9.40962264184e-15 -4.44740534744e-14
38.4 3.05684121818e-06 -1.5098864722e-05 1.37104127265 -0.00218752543039 7.01011249227e-16 4.12455989207e-15 -1.37052733968e-14 -7.22119287207e-14
40.8 3.57405193009e-06 -1.71778664686e-05 1.3656615185 -0.00229690628994 9.24044983951e-16 6.07462737188e-15 -1.9121570865e-14 -1.11604141835e-13
43.2 4.1107492724e-06 -1.92128589387e-05 1.36001612246 -0.00240885215199 1.17714398298e-15 8.5960541322e-15 -2.57343823871e-14 -1.65431285737e-13
45.6 4.66346045066e-06 -2.11827087142e-05 1.35409902817 -0.00252327197703 1.4570331372e-15 1.17570666764e-14 -3.35936379332e-14 -2.36624910121e-13
48.0 5.22930634894e-06 -2.30713598171e-05 1.34790441697 -0.00264005916479 1.75988318795e-15 1.56173662666e-14 -4.27249081544e-14 -3.28207165427e-13
50.4 5.8059270747e-06 -2.48670756954e-05 1.34142674418 -0.00275909095337 2.08154439784e-15 2.02270793695e-14 -5.31310876347e-14 -4.43234360373e-13
52.8 6.39140616899e-06 -2.65617243063e-05 1.3346607804 -0.00288022648687 2.41777651923e-15 2.562626447e-14 -6.47954765505e-14 -5.84746237396e-13
55.2 6.98419901463e-06 -2.81501346641e-05 1.32760165704 -0.00300330771457 2.76438549168e-15 3.18448588831e-14 -7.76839565e-14 -7.55721557056e-13
57.6 7.58306841371e-06 -2.96295345812e-05 1.32024490337 -0.00312816011428 3.11737912895e-15 3.89029764279e-14 -9.17487304759e-14 -9.59040781427e-13
60.0 8.18702796446e-06 -3.09990693244e-05 1.31258648849 -0.00325459046526 3.47301658418e-15 4.68114512836e-14 -1.06929927616e-13 -1.19745517114e-12
62.4 8.7952932116e-06 -3.22593958289e-05 1.30462286913 -0.00338238748381 3.82790773561e-15 5.55725604674e-14 -1.23159273745e-13 -1.47356221277e-12
64.8 9.40724039775e-06 -3.3412344001e-05 1.29635102857 -0.00351132333579 4.17900099301e-15 6.51808509417e-14 -1.40361183594e-13 -1.78978676158e-12
67.2 1.00223717898e-05 -3.4460636591e-05 1.28776851712 -0.00364115347608 4.52364951688e-15 7.56240315536e-14 -1.58456135505e-13 -2.1483675445e-12
69.6 1.06402869636e-05 -3.54076597333e-05 1.27887349188 -0.00377161727957 4.85954807154e-15 8.68838686597e-14 -1.7736086389e-13 -2.55134794377e-12
