# 1:time 2:Re 3:Im
0.0 -2.31265624347e-10 1.78685696042e-09
2.4 -7.84376603922e-11 1.80271604413e-09
4.8 -6.92452001728e-11 1.81861996995e-09
7.2 -6.09715888607e-11 1.83446949433e-09
9.6 -5.70202073168e-11 1.8502871569e-09
12.0 -5.85347042853e-11 1.86607352602e-09
14.4 -6.37470792445e-11 1.88184255966e-09
16.8 -6.90233574558e-11 1.897632281e-09
19.2 -7.06774463896e-11 1.91336757768e-09
21.6 -6.83347012985e-11 1.92905792086e-09
24.0 -6.53833911509e-11 1.94472622988e-09
26.4 -6.24379881239e-11 1.960308497e-09
28.8 -5.87100582974e-11 1.97585870942e-09
31.2 -5.59547057311e-11 1.99140194552e-09
33.6 -5.48910941844e-11 2.00688073407e-09
36.0 -5.48966112252e-11 2.02227273772e-09
38.4 -5.63744408004e-11 2.03764118485e-09
40.8 -5.81100466323e-11 2.05304875147e-09
43.2 -5.77496058798e-11 2.06834503662e-09
45.6 -5.53448238121e-11 2.08359031067e-09
48.0 -5.31673083012e-11 2.09882780568e-09
50.4 -5.15413498856e-11 2.11403323243e-09
52.8 -4.85849211866e-11 2.12922829917e-09
55.2 -4.51083557922e-11 2.14439109192e-09
57.6 -4.31070422629e-11 2.15959144666e-09
60.0 -4.27224261147e-11 2.17469780566e-09
62.4 -4.21467165065e-11 2.18992230513e-09
64.8 -3.89940586293e-11 2.20538073364e-09
67.2 -3.39341753335e-11 2.22077606693e-09
69.6 -2.92677294489e-11 2.23633675288e-09
72.0 -2.53432241275e-11 2.25226338795e-09
74.4 -2.03311666442e-11 2.26839902453e-09
76.8 -1.43391144346e-11 2.2848640056e-09
79.2 -6.70247624342e-12 2.30150501489e-09
81.6 2.67890219133e-12 2.31860960445e-09
84.0 1.1164755596e-11 2.33615560819e-09
86.4 1.82520098935e-11 2.35379982723e-09
88.8 2.63350611499e-11 2.37163032641e-09
91.2 3.54515309019e-11 2.38962748571e-09
93.6 4.42546665116e-11 2.40780083036e-09
96.0 5.30111294959e-11 2.42583782659e-09
98.4 6.22377071515e-11 2.44377214992e-09
100.8 7.15879438224e-11 2.46153988936e-09
103.2 8.09773795883e-11 2.47916256514e-09
105.6 8.95945767694e-11 2.49700397263e-09
108.0 9.7256471267e-11 2.51500551806e-09
110.4 1.05923872119e-10 2.53277364286e-09
112.8 1.13779272149e-10 2.54886386239e-09
115.2 1.19547842975e-10 2.56062520257e-09
117.6 1.24994976959e-10 2.56694651254e-09
120.0 1.34819406233e-10 2.56941415934e-09
122.4 1.4677955657e-10 2.5713264534e-09
124.8 1.53715235213e-10 2.57433970971e-09
127.2 1.59215047042e-10 2.57707755374e-09
129.6 1.7075229219e-10 2.57812668586e-09
132.0 1.84228507543e-10 2.57757983223e-09
134.4 1.91601709523e-10 2.57579435523e-09
136.8 1.97192678487e-10 2.57134951311e-09
139.2 2.06956771231e-10 2.56259919307e-09
141.6 2.18850188842e-10 2.549342864e-09
144.0 2.39095294921e-10 2.53273347986e-09
146.4 2.66353676938e-10 2.51595293056e-09
148.8 2.72975772675e-10 2.50120959203e-09
151.2 2.47508276036e-10 2.48517207863e-09
153.6 2.29172905943e-10 2.45542825791e-09
156.0 2.74052053762e-10 2.39209535853e-09
158.4 3.83847738523e-10 2.28233262751e-09
160.8 4.77351904282e-10 2.14336561371e-09
163.2 4.72014991074e-10 2.03463286066e-09
165.6 3.98410848581e-10 2.04089729732e-09
168.0 3.81532073606e-10 2.21926775165e-09
170.4 4.82688015856e-10 2.54042602678e-09
172.8 6.16063365876e-10 2.87820405696e-09
175.2 6.56957399301e-10 3.07555185947e-09
177.6 5.91934517214e-10 3.04905806831e-09
180.0 5.23004429575e-10 2.85177281232e-09
182.4 5.39067702873e-10 2.63730106293e-09
184.8 6.20824633951e-10 2.55080567228e-09
187.2 6.82165034197e-10 2.6343372809e-09
189.6 6.73545464114e-10 2.81834892275e-09
192.0 6.34744844307e-10 2.99451124366e-09
194.4 6.38201844638e-10 3.10095043404e-09
196.8 6.87427380809e-10 3.15584526117e-09
199.2 7.22196234522e-10 3.22309939246e-09
201.6 7.07590822704e-10 3.34880056843e-09
204.0 6.74869432611e-10 3.53002359396e-09
206.4 6.7464124016e-10 3.73640258886e-09
208.8 7.30631659669e-10 3.94908864316e-09
211.2 8.22010737807e-10 4.17610446896e-09
213.6 8.67993689403e-10 4.42794425306e-09
