           57983.019                17.46                 0.01
  57983.976350699995        17.3152541007 0.025659540104609996
           57983.999                17.23                 0.01
       57984.9746503         17.771985892      0.0323418323291
           57984.999                17.51                 0.02
        57985.982575         18.053540582  0.03489670185509999
           57985.989                17.76                 0.01
   57986.97524169999        18.3533040928 0.030046328552999997
           57986.989                18.07                 0.02
        57987.974538   18.833124743499997  0.17980536084499998
  57988.974281300005        19.0624107404       0.306419801087
           57988.999                18.71                 0.04
  57989.973353199995        19.4392828251 0.048663627568900004
           57989.999                19.24                 0.07
   57990.97316159999        20.0552378993  0.06912661997639999
           57990.989                19.67                 0.09
  57991.974217999996        20.7763902728  0.10555911945710002
           57991.989                20.09                 0.14
       57992.9746958        21.6704354446       0.206240207261
