        57983.718519                18.47                 0.11
       57983.7360602                 18.1                  0.1
          57983.9829                19.04                 0.06
          57983.9843                19.04                 0.07
        57983.988519                19.09                 0.11
          57984.0342                19.07                 0.04
        57984.358519                 20.1                 0.12
        57984.718519                20.45                 0.09
        57984.978519                20.82                  0.1
          57985.9951                21.72                 0.13
            57987.02               22.729                0.128
          57987.0217                22.52                 0.14
            57989.02               23.807                0.251
          57990.0302                23.85                 0.31
