           57982.993                17.46                 0.03
          57983.0000                17.33                 0.02
           57983.028                17.56                 0.04
            57983.05               17.140                0.080
           57983.405                17.20                 0.02
      57983.41925926                17.32                 0.07
           57983.741                17.75                 0.02
         57983.75833                17.89                 0.03
         57983.96875                17.99                 0.01
           57983.969                17.69                 0.02
           57983.976                17.98                 0.08
          57983.9771               17.925                0.022
          57983.9782               17.966                0.024
   57983.97839990001        18.0406133217 0.023977895134540003
          57983.9792               17.937                0.024
            57983.98               17.675                0.134
          57983.9806                17.91                 0.03
          57983.9874               17.946                0.020
          57983.9885               17.983                0.024
          57983.9895               17.987                0.026
           57983.991                18.00                 0.06
          57983.9975               18.025                0.026
          57983.9986               18.017                0.023
          57983.9997               18.041                0.022
            57984.00               17.951                0.020
          57984.0077               18.008                0.020
          57984.0088               18.008                0.023
          57984.0099               18.069                0.027
           57984.010                18.29                 0.06
          57984.0178               18.029                0.024
          57984.0189               18.053                0.030
            57984.02               18.041                0.022
          57984.0472                17.98                 0.02
           57984.309                18.26                 0.04
           57984.365                18.34                 0.11
      57984.45625000                18.46                 0.17
           57984.738                18.92                 0.10
           57984.741                18.90                 0.11
         57984.76111                18.80                 0.07
            57984.96               19.178                0.100
           57984.968                19.10                 0.11
         57984.96892                19.13                 0.17
           57984.969                18.77                 0.04
           57984.976                19.34                 0.08
   57984.97707919999        19.0348518723      0.0338112170222
           57984.978                19.29                 0.12
      57984.97954861                19.12                 0.06
           57984.985               18.780                0.030
           57984.985               19.150                0.060
          57985.0094                18.93                 0.02
           57985.357                19.36                 0.09
      57985.38399306                19.34                 0.08
      57985.39703704                19.37                 0.09
      57985.47916667                19.18                 0.12
           57985.726                19.75                 0.12
         57985.77639                19.52                 0.13
      57985.97302083                20.04                 0.08
         57985.97433                19.81                 0.02
           57985.979                19.28                 0.01
       57985.9849566        19.2904674945      0.0435129039438
           57986.003                20.18                 0.10
          57986.0076                19.82                 0.09
            57986.02               19.740                0.020
        57986.038519                19.66                 0.01
       57986.4944444                19.86                 0.21
           57986.715                20.30                 0.31
           57986.969                20.25                 0.28
         57986.97426                20.53                 0.05
       57986.9836909        20.2519395671      0.0485133686263
           57986.989                19.86                 0.01
          57986.9965                20.58                 0.12
           57987.004                20.92                 0.12
           57987.358                20.69                 0.33
      57987.49027778                20.20                 0.23
           57987.969                20.39                 0.03
   57987.98297999999         20.793940388  0.24245540833600002
            57988.02               20.740                0.030
            57988.98               21.310                0.075
       57988.9853815        20.9476144582  0.35244854605599996
        57989.986635        21.2261086792  0.10735256836110002
        57990.038519                21.74                 0.04
           57990.989                21.75                 0.05
  57990.997287900005         21.951982115       0.179983800721
           57991.989                22.20                 0.04
           57992.989                22.45                 0.07
           57994.969                23.12                 0.31
