         57983.96875                17.85                 0.15
         57984.96892                17.66                 0.10
         57985.97433                17.86                 0.10
         57986.97426                17.53                 0.11
           57989.969                18.06                 0.17
         57989.98317                18.04                 0.12
         57990.96775                18.35                 0.16
           57990.979                18.44                 0.18
           57991.969                18.43                 0.17
         57991.96940                18.46                 0.20
           57992.969                18.91                 0.19
  57992.977893518524                18.43                 0.25
         57993.01593                18.71                 0.22
  57993.983344907414                19.03                 0.17
  57994.975451388884                19.42                 0.16
         57995.96075                19.67                 0.14
  57995.969733796286                19.63                 0.23
  57996.974432870375                 19.9                 0.21
   57997.97565972223                20.13                 0.25
   57998.97474537037                20.43  0.30000000000000004
         58000.96635                20.76                 0.35
   58000.97829861112                20.84                 0.26
