        57983.718519                17.65                 0.05
       57983.7264884                 17.0                  0.2
        57983.988519                17.94                 0.05
        57984.368519                18.34                 0.05
        57984.718519                18.59                 0.05
       57984.7494167                 18.0                  0.3
        57984.978519                18.81                 0.05
        57985.358519                 19.1                 0.05
        57985.718519                 19.3                 0.05
        57985.978519                19.54                 0.06
        57986.358519                19.64                 0.09
        57986.718519                19.94                 0.06
        57986.968519                20.12                 0.08
            57986.97               20.238                0.058
      57986.98065972                20.14                 0.12
        57987.358519                20.33                 0.05
        57987.718519                20.64                 0.07
        57988.358519                20.95                 0.07
            57989.00               21.268                0.106
            57991.00               22.501                0.240
            57993.01               23.379                0.277
