          57983.0057                17.41                 0.02
          57983.0106                17.41                 0.04
          57983.0141                17.39                 0.02
            57983.05               17.320                0.070
           57983.401                17.28                 0.12
      57983.42064815                17.46                 0.08
           57983.745                18.05                 0.12
           57983.968               18.431                0.057
         57983.96875                18.49                 0.04
          57983.9737               18.507                0.039
          57983.9748               18.481                0.037
          57983.9759               18.615                0.043
       57983.9790744        18.6643835894     0.02786234183509
           57983.980                18.61                 0.14
          57983.9814                18.61                 0.03
           57983.984               18.582                0.031
          57983.9851               18.547                0.030
          57983.9862               18.607                0.038
          57983.9875                18.66                 0.03
          57983.9942               18.653                0.034
          57983.9953               18.604                0.038
          57983.9963               18.632                0.037
          57984.0043               18.693                0.036
          57984.0054               18.666                0.030
          57984.0065               18.623                0.036
          57984.0145               18.683                0.035
          57984.0156               18.667                0.038
          57984.0166               18.568                0.030
          57984.0548                18.49                 0.12
           57984.309                18.80                 0.07
           57984.369                19.28                 0.17
           57984.758                19.93                 0.21
           57984.761                19.80                 0.20
            57984.96               20.314                0.282
         57984.96892                20.19                 0.11
       57984.9777679   20.209178806500002      0.0499190807263
           57985.017                20.15                 0.33
      57985.38539352                20.43                 0.11
       57985.3984375                20.21                 0.12
         57985.97433                21.13                 0.16
   57985.98563919999   20.928474087799998       0.082903420644
          57986.0013                20.77                 0.05
            57986.02               20.940                0.060
        57986.038519                 20.9                 0.01
         57986.97426                21.58                 0.22
       57986.9909464   21.730717359899998  0.11150905857389999
          57987.0044                21.75                 0.10
          57987.0192                21.78                 0.06
            57987.99               22.507                0.122
  57987.990237800004        22.0337508274       0.422551036617
   57988.99624090001        22.0821886958       0.515485013851
       57989.9974806        23.2762307856       0.343197160673
