0.02985 0
0.04015 2.76629e-09
0.05045 1.2644e-08
0.06075 4.60072e-07
0.07105 1.01025e-06
0.08135 2.21165e-06
0.09165 5.0391e-06
0.10195 8.28302e-06
0.11225 1.22653e-05
0.12255 2.16344e-05
0.13285 3.36663e-05
0.14315 3.16403e-05
0.15345 2.52275e-05
0.16375 2.21067e-05
0.17405 1.84054e-05
0.18435 1.69134e-05
0.19465 1.78392e-05
0.20495 1.66656e-05
0.21525 1.34012e-05
0.22555 1.05762e-05
0.23585 8.94694e-06
0.24615 7.78507e-06
0.25645 7.05983e-06
0.26675 6.34601e-06
0.27705 6.06098e-06
0.28735 5.79631e-06
0.29765 5.42556e-06
0.30795 3.61328e-06
0.31825 2.12232e-06
0.32855 1.24007e-06
0.33885 6.13727e-07
0.34915 1.64755e-07
0.35945 1.81238e-08
0.36975 1.63637e-09
0.38005 8.40368e-10
0.39035 4.26598e-09
0.40065 1.28997e-09
0.41095 2.5496e-10
0.42125 0
0.43155 2.18768e-10
0.44185 0
0.45215 2.07331e-10
0.46245 2.41369e-10
0.47275 9.53885e-10
0.48305 0
0.49335 2.00574e-10
0.50365 4.468e-10
0.51395 0
0.52425 0
0.53455 4.33718e-10
0.54485 7.75297e-10
0.55515 4.03425e-09
