-1 0
1 0
3 0
5 3.65135e-07
7 3.7306e-06
9 4.70272e-06
11 8.03919e-06
13 1.57256e-05
15 2.69579e-05
17 3.32377e-05
19 3.61036e-05
21 3.59259e-05
23 2.90949e-05
25 2.00167e-05
27 1.47358e-05
29 1.11864e-05
31 8.91931e-06
33 6.96412e-06
35 5.54741e-06
37 4.91871e-06
39 4.24778e-06
41 3.65714e-06
43 3.28309e-06
45 2.95671e-06
47 2.59166e-06
49 2.37212e-06
51 2.10624e-06
53 2.01658e-06
55 1.84196e-06
57 1.69384e-06
59 1.56283e-06
61 1.4509e-06
63 1.34992e-06
65 1.27039e-06
67 1.15674e-06
69 1.02362e-06
71 9.93117e-07
73 8.86926e-07
75 7.94399e-07
77 6.75389e-07
79 5.9738e-07
81 5.65371e-07
83 5.0052e-07
85 4.51967e-07
87 4.21461e-07
89 3.83543e-07
91 3.47062e-07
93 3.27188e-07
95 3.21087e-07
97 2.96431e-07
99 2.90444e-07
101 2.7872e-07
103 2.50993e-07
105 2.22811e-07
107 2.06316e-07
109 2.22807e-07
111 2.02437e-07
113 1.91946e-07
115 1.88638e-07
117 1.77364e-07
119 1.74539e-07
121 1.56471e-07
123 1.62753e-07
125 1.578e-07
127 1.49678e-07
129 1.31281e-07
131 1.10688e-07
133 9.5629e-08
135 8.75015e-08
137 7.32815e-08
139 7.28473e-08
141 6.46835e-08
143 5.76984e-08
145 5.28374e-08
147 4.23543e-08
149 3.36877e-08
151 2.72516e-08
153 2.49832e-08
155 2.17803e-08
157 1.93688e-08
159 1.73347e-08
161 1.62381e-08
163 1.43927e-08
165 1.25196e-08
167 1.13526e-08
169 9.73814e-09
171 1.01727e-08
173 1.09692e-08
175 8.30032e-09
177 8.49311e-09
179 7.31906e-09
181 8.21212e-09
183 5.7352e-09
185 7.40796e-09
187 6.16772e-09
189 6.9989e-09
191 5.71104e-09
193 6.73797e-09
195 6.31072e-09
197 6.9194e-09
199 6.25085e-09
201 1.11785e-07
