# 1:time 2:flux 3:mass
1675.2 1.83047e-09 8.01536e-07
1680 1.82111e-09 8.10278e-07
1684.8 1.82039e-09 8.19015e-07
1689.6 1.81352e-09 8.2772e-07
1694.4 1.80855e-09 8.36401e-07
1699.2 1.7991e-09 8.45037e-07
1704 1.79162e-09 8.53637e-07
1708.8 1.77752e-09 8.62169e-07
1713.6 1.76499e-09 8.70641e-07
1718.4 1.75829e-09 8.79081e-07
1723.2 1.75062e-09 8.87484e-07
1728 1.73967e-09 8.95834e-07
1732.8 1.73477e-09 9.04161e-07
1737.6 1.7287e-09 9.12459e-07
1742.4 1.72639e-09 9.20745e-07
1747.2 1.7271e-09 9.29036e-07
1752 1.7208e-09 9.37295e-07
1756.8 1.71987e-09 9.45551e-07
1761.6 1.71873e-09 9.53801e-07
1766.4 1.71991e-09 9.62056e-07
1771.2 1.7185e-09 9.70305e-07
1776 1.72585e-09 9.78589e-07
1780.8 1.72857e-09 9.86886e-07
1785.6 1.72891e-09 9.95185e-07
1790.4 1.73853e-09 1.00353e-06
1795.2 1.74441e-09 1.0119e-06
1800 1.74961e-09 1.0203e-06
1804.8 1.75571e-09 1.02873e-06
1809.6 1.77016e-09 1.03723e-06
1814.4 1.78421e-09 1.04579e-06
1819.2 1.80054e-09 1.05443e-06
1824 1.8191e-09 1.06316e-06
1828.8 1.83969e-09 1.07199e-06
1833.6 1.86002e-09 1.08092e-06
1838.4 1.87957e-09 1.08994e-06
1843.2 1.89921e-09 1.09906e-06
1848 1.92141e-09 1.10828e-06
1852.8 1.94614e-09 1.11762e-06
1857.6 1.98245e-09 1.12714e-06
1862.4 2.0219e-09 1.13685e-06
1867.2 2.06547e-09 1.14676e-06
1872 2.12237e-09 1.15695e-06
1876.8 2.17876e-09 1.16741e-06
1881.6 2.24039e-09 1.17816e-06
1886.4 2.29293e-09 1.18917e-06
1891.2 2.35338e-09 1.20046e-06
1896 2.41301e-09 1.21204e-06
1900.8 2.46668e-09 1.22388e-06
1905.6 2.52008e-09 1.23598e-06
1910.4 2.57988e-09 1.24836e-06
1915.2 2.65404e-09 1.2611e-06
1920 2.73721e-09 1.27424e-06
1924.8 2.81317e-09 1.28775e-06
1929.6 2.87108e-09 1.30153e-06
1934.4 2.92161e-09 1.31555e-06
1939.2 2.96953e-09 1.3298e-06
1944 3.03029e-09 1.34435e-06
1948.8 3.09459e-09 1.3592e-06
1953.6 3.15881e-09 1.37437e-06
1958.4 3.22448e-09 1.38984e-06
1963.2 3.2752e-09 1.40556e-06
1968 3.3201e-09 1.4215e-06
1972.8 3.3453e-09 1.43756e-06
1977.6 3.35711e-09 1.45367e-06
1982.4 3.35975e-09 1.4698e-06
1987.2 3.3523e-09 1.48589e-06
1992 3.34318e-09 1.50194e-06
1996.8 3.31304e-09 1.51784e-06
2001.6 3.27945e-09 1.53358e-06
2006.4 3.24677e-09 1.54917e-06
2011.2 3.21969e-09 1.56462e-06
2016 3.18692e-09 1.57992e-06
2020.8 3.15638e-09 1.59507e-06
2025.6 3.10897e-09 1.60999e-06
2030.4 3.07667e-09 1.62476e-06
2035.2 3.05673e-09 1.63943e-06
2040 3.0322e-09 1.65399e-06
2044.8 2.99625e-09 1.66837e-06
2049.6 2.9617e-09 1.68258e-06
2054.4 2.94415e-09 1.69672e-06
2059.2 2.91388e-09 1.7107e-06
2064 2.92634e-09 1.72475e-06
2068.8 2.9323e-09 1.73882e-06
2073.6 2.95238e-09 1.753e-06
2078.4 2.99337e-09 1.76736e-06
2083.2 3.03831e-09 1.78195e-06
2088 3.08268e-09 1.79674e-06
2092.8 3.09582e-09 1.8116e-06
2097.6 3.11889e-09 1.82658e-06
2102.4 3.11443e-09 1.84152e-06
2107.2 3.10385e-09 1.85642e-06
2112 3.06403e-09 1.87113e-06
2116.8 3.03849e-09 1.88571e-06
2121.6 2.99914e-09 1.90011e-06
2126.4 2.95068e-09 1.91427e-06
2131.2 2.89904e-09 1.92819e-06
2136 2.85481e-09 1.94189e-06
2140.8 2.82729e-09 1.95546e-06
2145.6 2.80283e-09 1.96892e-06
2150.4 2.77641e-09 1.98224e-06
2155.2 2.7617e-09 1.9955e-06
2160 2.74262e-09 2.00866e-06
2164.8 2.72937e-09 2.02177e-06
2169.6 2.72591e-09 2.03485e-06
2174.4 2.74356e-09 2.04802e-06
2179.2 2.75899e-09 2.06126e-06
2184 2.78089e-09 2.07461e-06
2188.8 2.81178e-09 2.08811e-06
2193.6 2.839e-09 2.10173e-06
2198.4 2.86631e-09 2.11549e-06
2203.2 2.91047e-09 2.12946e-06
2208 2.95747e-09 2.14366e-06
2212.8 3.00618e-09 2.15809e-06
2217.6 3.07207e-09 2.17283e-06
2222.4 3.16219e-09 2.18801e-06
2227.2 3.2651e-09 2.20369e-06
2232 3.39869e-09 2.22e-06
2236.8 3.52981e-09 2.23694e-06
2241.6 3.65344e-09 2.25448e-06
2246.4 3.76492e-09 2.27255e-06
2251.2 3.83481e-09 2.29096e-06
2256 3.88693e-09 2.30961e-06
2260.8 3.92283e-09 2.32844e-06
2265.6 3.99158e-09 2.3476e-06
2270.4 4.02571e-09 2.36693e-06
2275.2 4.02324e-09 2.38624e-06
2280 4.0115e-09 2.40549e-06
2284.8 4.02277e-09 2.4248e-06
2289.6 3.99716e-09 2.44399e-06
2294.4 3.99142e-09 2.46315e-06
2299.2 3.99566e-09 2.48233e-06
2304 3.98835e-09 2.50147e-06
2308.8 4.02381e-09 2.52079e-06
2313.6 4.07836e-09 2.54036e-06
2318.4 4.1632e-09 2.56035e-06
2323.2 4.27378e-09 2.58086e-06
2328 4.40614e-09 2.60201e-06
2332.8 4.54411e-09 2.62382e-06
2337.6 4.72022e-09 2.64648e-06
2342.4 4.91738e-09 2.67008e-06
2347.2 5.43781e-09 2.69618e-06
2352 6.59293e-09 2.72783e-06
2356.8 8.16251e-09 2.76701e-06
2361.6 1.03439e-08 2.81666e-06
2366.4 1.42938e-08 2.88527e-06
2371.2 1.95073e-08 2.9789e-06
2376 2.51993e-08 3.09986e-06
2380.8 3.14587e-08 3.25086e-06
2385.6 3.7644e-08 3.43155e-06
2390.4 4.34685e-08 3.6402e-06
2395.2 4.87491e-08 3.8742e-06
2400 5.38187e-08 4.13253e-06
2404.8 5.91131e-08 4.41627e-06
2409.6 6.43893e-08 4.72534e-06
2414.4 6.96343e-08 5.05958e-06
2419.2 7.59525e-08 5.42416e-06
2424 8.33506e-08 5.82424e-06
2428.8 9.07673e-08 6.25992e-06
2433.6 9.7653e-08 6.72866e-06
2438.4 1.03768e-07 7.22674e-06
2443.2 1.08686e-07 7.74844e-06
2448 1.12495e-07 8.28841e-06
2452.8 1.15952e-07 8.84498e-06
2457.6 1.1924e-07 9.41734e-06
2462.4 1.2275e-07 1.00065e-05
2467.2 1.26231e-07 1.06124e-05
2472 1.29475e-07 1.12339e-05
2476.8 1.32887e-07 1.18718e-05
2481.6 1.36543e-07 1.25272e-05
2486.4 1.39964e-07 1.3199e-05
2491.2 1.43152e-07 1.38861e-05
2496 1.46059e-07 1.45872e-05
2500.8 1.48616e-07 1.53006e-05
2505.6 1.5086e-07 1.60247e-05
2510.4 1.53162e-07 1.67599e-05
2515.2 1.55695e-07 1.75072e-05
2520 1.58599e-07 1.82685e-05
2524.8 1.6172e-07 1.90448e-05
2529.6 1.64749e-07 1.98356e-05
2534.4 1.67273e-07 2.06385e-05
2539.2 1.69434e-07 2.14517e-05
2544 1.71151e-07 2.22733e-05
2548.8 1.72643e-07 2.3102e-05
2553.6 1.73845e-07 2.39364e-05
2558.4 1.74839e-07 2.47756e-05
2563.2 1.75665e-07 2.56188e-05
2568 1.7639e-07 2.64655e-05
2572.8 1.77041e-07 2.73153e-05
2577.6 1.77442e-07 2.8167e-05
2582.4 1.77522e-07 2.90191e-05
2587.2 1.77406e-07 2.98707e-05
2592 1.77127e-07 3.07209e-05
2596.8 1.76879e-07 3.15699e-05
2601.6 1.76659e-07 3.24179e-05
2606.4 1.76492e-07 3.3265e-05
2611.2 1.76179e-07 3.41107e-05
2616 1.75856e-07 3.49548e-05
2620.8 1.75623e-07 3.57978e-05
2625.6 1.75276e-07 3.66391e-05
2630.4 1.74545e-07 3.74769e-05
2635.2 1.735e-07 3.83097e-05
2640 1.7256e-07 3.9138e-05
2644.8 1.71904e-07 3.99632e-05
2649.6 1.71576e-07 4.07867e-05
2654.4 1.71472e-07 4.16098e-05
2659.2 1.71329e-07 4.24322e-05
2664 1.71088e-07 4.32534e-05
2668.8 1.70739e-07 4.40729e-05
2673.6 1.70278e-07 4.48903e-05
2678.4 1.69721e-07 4.57049e-05
2683.2 1.69083e-07 4.65165e-05
2688 1.68347e-07 4.73246e-05
2692.8 1.67426e-07 4.81282e-05
2697.6 1.66368e-07 4.89268e-05
2702.4 1.65314e-07 4.97203e-05
2707.2 1.64386e-07 5.05094e-05
2712 1.63665e-07 5.12949e-05
2716.8 1.63172e-07 5.20782e-05
2721.6 1.62818e-07 5.28597e-05
2726.4 1.62385e-07 5.36392e-05
2731.2 1.61752e-07 5.44156e-05
2736 1.60995e-07 5.51883e-05
2740.8 1.60183e-07 5.59572e-05
2745.6 1.59413e-07 5.67224e-05
2750.4 1.58732e-07 5.74843e-05
2755.2 1.58171e-07 5.82435e-05
2760 1.57737e-07 5.90007e-05
2764.8 1.57332e-07 5.97559e-05
2769.6 1.56872e-07 6.05088e-05
2774.4 1.56337e-07 6.12593e-05
2779.2 1.55716e-07 6.20067e-05
2784 1.54961e-07 6.27505e-05
2788.8 1.54104e-07 6.34902e-05
2793.6 1.53192e-07 6.42255e-05
2798.4 1.52329e-07 6.49567e-05
2803.2 1.51842e-07 6.56856e-05
2808 1.51767e-07 6.6414e-05
2812.8 1.52265e-07 6.71449e-05
2817.6 1.53072e-07 6.78797e-05
2822.4 1.53787e-07 6.86178e-05
2827.2 1.54532e-07 6.93596e-05
2832 1.5577e-07 7.01073e-05
2836.8 1.58195e-07 7.08666e-05
2841.6 1.61598e-07 7.16423e-05
2846.4 1.65464e-07 7.24365e-05
2851.2 1.69969e-07 7.32524e-05
2856 1.74466e-07 7.40898e-05
2860.8 1.78595e-07 7.49471e-05
2865.6 1.82712e-07 7.58241e-05
2870.4 1.8708e-07 7.67221e-05
2875.2 1.91495e-07 7.76412e-05
2880 1.95332e-07 7.85788e-05
2884.8 1.98083e-07 7.95296e-05
2889.6 1.99834e-07 8.04888e-05
2894.4 2.02692e-07 8.14618e-05
2899.2 2.05798e-07 8.24496e-05
2904 2.10999e-07 8.34624e-05
2908.8 2.15819e-07 8.44983e-05
2913.6 2.20377e-07 8.55561e-05
2918.4 2.23408e-07 8.66285e-05
2923.2 2.23123e-07 8.76995e-05
2928 2.26117e-07 8.87848e-05
2932.8 2.31662e-07 8.98968e-05
2937.6 2.37746e-07 9.1038e-05
2942.4 2.45293e-07 9.22154e-05
2947.2 2.52586e-07 9.34278e-05
2952 2.5953e-07 9.46735e-05
2956.8 2.67204e-07 9.59561e-05
2961.6 2.76006e-07 9.7281e-05
2966.4 2.85678e-07 9.86522e-05
2971.2 2.96085e-07 0.000100073
2976 3.05257e-07 0.000101539
2980.8 3.12499e-07 0.000103039
2985.6 3.17272e-07 0.000104562
2990.4 3.20686e-07 0.000106101
2995.2 3.2466e-07 0.000107659
3000 3.28931e-07 0.000109238
3004.8 3.3247e-07 0.000110834
3009.6 3.35714e-07 0.000112445
3014.4 3.39304e-07 0.000114074
3019.2 3.42401e-07 0.000115718
3024 3.44904e-07 0.000117373
3028.8 3.48203e-07 0.000119044
3033.6 3.50653e-07 0.000120728
3038.4 3.53176e-07 0.000122423
3043.2 3.55744e-07 0.00012413
3048 3.57275e-07 0.000125845
3052.8 3.59394e-07 0.00012757
3057.6 3.6102e-07 0.000129303
3062.4 3.61267e-07 0.000131037
3067.2 3.60476e-07 0.000132768
3072 3.59009e-07 0.000134491
3076.8 3.58451e-07 0.000136212
3081.6 3.57801e-07 0.000137929
3086.4 3.55469e-07 0.000139635
3091.2 3.55575e-07 0.000141342
3096 3.53763e-07 0.00014304
3100.8 3.52121e-07 0.00014473
3105.6 3.50817e-07 0.000146414
3110.4 3.47644e-07 0.000148083
3115.2 3.44786e-07 0.000149738
3120 3.41958e-07 0.000151379
3124.8 3.39487e-07 0.000153009
3129.6 3.37338e-07 0.000154628
3134.4 3.35175e-07 0.000156237
3139.2 3.33496e-07 0.000157838
3144 3.30149e-07 0.000159422
3148.8 3.28375e-07 0.000160998
3153.6 3.25612e-07 0.000162561
3158.4 3.21952e-07 0.000164107
3163.2 3.20234e-07 0.000165644
3168 3.17167e-07 0.000167166
3172.8 3.12742e-07 0.000168667
3177.6 3.09534e-07 0.000170153
3182.4 3.06109e-07 0.000171623
3187.2 3.00328e-07 0.000173064
3192 2.97022e-07 0.00017449
3196.8 2.92648e-07 0.000175895
3201.6 2.88949e-07 0.000177282
3206.4 2.83771e-07 0.000178644
3211.2 2.79422e-07 0.000179985
3216 2.72701e-07 0.000181294
3220.8 2.64859e-07 0.000182565
3225.6 2.58289e-07 0.000183805
3230.4 2.50236e-07 0.000185006
3235.2 2.41701e-07 0.000186166
3240 2.27507e-07 0.000187258
3244.8 2.20243e-07 0.000188315
3249.6 2.16317e-07 0.000189354
3254.4 2.08617e-07 0.000190355
3259.2 2.02123e-07 0.000191325
3264 1.91657e-07 0.000192245
3268.8 1.89441e-07 0.000193155
3273.6 1.84814e-07 0.000194042
3278.4 1.83827e-07 0.000194924
3283.2 1.79511e-07 0.000195786
3288 1.78545e-07 0.000196643
3292.8 1.78775e-07 0.000197501
3297.6 1.8115e-07 0.00019837
3302.4 1.75243e-07 0.000199211
3307.2 1.76966e-07 0.000200061
3312 1.7921e-07 0.000200921
3316.8 1.8325e-07 0.000201801
3321.6 1.84601e-07 0.000202687
3326.4 1.85737e-07 0.000203578
3331.2 1.91693e-07 0.000204498
3336 1.96459e-07 0.000205441
3340.8 1.97701e-07 0.00020639
3345.6 2.00661e-07 0.000207354
3350.4 1.99983e-07 0.000208314
3355.2 2.03219e-07 0.000209289
3360 2.06534e-07 0.00021028
3364.8 2.11222e-07 0.000211294
3369.6 2.14017e-07 0.000212322
3374.4 2.17088e-07 0.000213364
3379.2 2.17001e-07 0.000214405
3384 2.19754e-07 0.00021546
3388.8 2.21678e-07 0.000216524
3393.6 2.24766e-07 0.000217603
3398.4 2.28167e-07 0.000218698
3403.2 2.32094e-07 0.000219812
3408 2.36603e-07 0.000220948
3412.8 2.38188e-07 0.000222091
3417.6 2.40063e-07 0.000223243
3422.4 2.41607e-07 0.000224403
3427.2 2.44322e-07 0.000225576
3432 2.49638e-07 0.000226774
3436.8 2.54818e-07 0.000227997
3441.6 2.62385e-07 0.000229257
3446.4 2.65256e-07 0.00023053
3451.2 2.70489e-07 0.000231828
3456 2.78058e-07 0.000233163
3460.8 2.83136e-07 0.000234522
3465.6 2.85303e-07 0.000235892
3470.4 2.90797e-07 0.000237287
3475.2 2.95979e-07 0.000238708
3480 3.00072e-07 0.000240148
3484.8 3.0548e-07 0.000241615
3489.6 3.0863e-07 0.000243096
3494.4 3.13614e-07 0.000244601
3499.2 3.18254e-07 0.000246129
3504 3.19481e-07 0.000247663
3508.8 3.26617e-07 0.00024923
3513.6 3.31592e-07 0.000250822
3518.4 3.36357e-07 0.000252436
3523.2 3.42029e-07 0.000254078
3528 3.45778e-07 0.000255738
3532.8 3.45508e-07 0.000257396
3537.6 3.51319e-07 0.000259083
3542.4 3.56322e-07 0.000260793
3547.2 3.58964e-07 0.000262516
3552 3.62482e-07 0.000264256
3556.8 3.63644e-07 0.000266002
3561.6 3.61152e-07 0.000267735
3566.4 3.57837e-07 0.000269453
3571.2 3.5646e-07 0.000271164
3576 3.55582e-07 0.00027287
3580.8 3.53598e-07 0.000274568
3585.6 3.55729e-07 0.000276275
3590.4 3.52816e-07 0.000277969
3595.2 3.4571e-07 0.000279628
3600 3.40143e-07 0.000281261
3604.8 3.34038e-07 0.000282864
3609.6 3.23911e-07 0.000284419
3614.4 3.13164e-07 0.000285922
3619.2 3.04612e-07 0.000287384
3624 2.9569e-07 0.000288804
3628.8 2.75902e-07 0.000290128
3633.6 2.50706e-07 0.000291331
3638.4 2.3518e-07 0.00029246
3643.2 2.12973e-07 0.000293482
3648 1.98015e-07 0.000294433
3652.8 1.85422e-07 0.000295323
3657.6 1.72123e-07 0.000296149
3662.4 1.56819e-07 0.000296902
3667.2 1.35889e-07 0.000297554
3672 1.25921e-07 0.000298159
3676.8 1.16684e-07 0.000298719
3681.6 1.04131e-07 0.000299219
3686.4 9.61269e-08 0.00029968
3691.2 8.88128e-08 0.000300106
3696 8.123e-08 0.000300496
3700.8 7.64105e-08 0.000300863
3705.6 7.04488e-08 0.000301201
3710.4 6.61241e-08 0.000301518
3715.2 5.88951e-08 0.000301801
3720 5.73067e-08 0.000302076
3724.8 5.41168e-08 0.000302336
3729.6 5.01812e-08 0.000302577
3734.4 4.68601e-08 0.000302802
3739.2 4.405e-08 0.000303013
3744 4.12701e-08 0.000303211
3748.8 3.87251e-08 0.000303397
3753.6 3.66762e-08 0.000303573
3758.4 3.53353e-08 0.000303743
3763.2 3.27415e-08 0.0003039
3768 3.06547e-08 0.000304047
3772.8 2.93558e-08 0.000304188
3777.6 2.82708e-08 0.000304324
3782.4 2.71403e-08 0.000304454
3787.2 2.57609e-08 0.000304578
3792 2.42665e-08 0.000304694
3796.8 2.35763e-08 0.000304807
3801.6 2.37638e-08 0.000304921
3806.4 2.33779e-08 0.000305034
3811.2 2.25879e-08 0.000305142
3816 2.12921e-08 0.000305244
3820.8 2.1005e-08 0.000305345
3825.6 2.0737e-08 0.000305445
3830.4 2.04039e-08 0.000305543
3835.2 2.02206e-08 0.00030564
3840 2.00723e-08 0.000305736
3844.8 1.99762e-08 0.000305832
3849.6 1.99248e-08 0.000305927
3854.4 1.96591e-08 0.000306022
3859.2 1.97097e-08 0.000306116
3864 1.96007e-08 0.000306211
3868.8 1.93692e-08 0.000306303
3873.6 1.94676e-08 0.000306397
3878.4 1.93745e-08 0.00030649
3883.2 1.88545e-08 0.00030658
3888 1.82459e-08 0.000306668
3892.8 1.78078e-08 0.000306753
3897.6 1.70849e-08 0.000306835
3902.4 1.67877e-08 0.000306916
3907.2 1.62498e-08 0.000306994
3912 1.54368e-08 0.000307068
3916.8 1.49952e-08 0.00030714
3921.6 1.47455e-08 0.000307211
3926.4 1.42704e-08 0.000307279
3931.2 1.42012e-08 0.000307348
