-0.01 0
0.01 5.00441e-06
0.03 1.49157e-05
0.05 2.29071e-05
0.07 2.8718e-05
0.09 3.18565e-05
0.11 3.27176e-05
0.13 3.18491e-05
0.15 2.96593e-05
0.17 2.61187e-05
0.19 2.15805e-05
0.21 1.63306e-05
0.23 1.24347e-05
0.25 8.93527e-06
0.27 6.70575e-06
0.29 5.63257e-06
0.31 4.55612e-06
0.33 3.73641e-06
0.35 2.96601e-06
0.37 2.25568e-06
0.39 1.47815e-06
0.41 9.66823e-07
0.43 6.08193e-07
0.45 3.73866e-07
0.47 1.7118e-07
0.49 7.40734e-08
0.51 1.54861e-08
0.53 1.91657e-09
0.55 0
0.57 0
0.59 0
0.61 0
0.63 0
0.65 0
0.67 0
0.69 0
0.71 0
0.73 0
0.75 0
0.77 0
0.79 0
0.81 0
0.83 0
0.85 0
0.87 0
0.89 0
0.91 0
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
