-0.01 0
0.01 0
0.03 0
0.05 0
0.07 0
0.09 0
0.11 0
0.13 0
0.15 1.45038e-05
0.17 7.34874e-05
0.19 5.87828e-05
0.21 4.79422e-05
0.23 3.6602e-05
0.25 2.56254e-05
0.27 1.71463e-05
0.29 1.10844e-05
0.31 7.84766e-06
0.33 6.19189e-06
0.35 4.82887e-06
0.37 3.6194e-06
0.39 2.34212e-06
0.41 1.32757e-06
0.43 7.48845e-07
0.45 3.55842e-07
0.47 1.18335e-07
0.49 1.49874e-08
0.51 0
0.53 0
0.55 0
0.57 0
0.59 0
0.61 0
0.63 0
0.65 0
0.67 0
0.69 0
0.71 0
0.73 0
0.75 0
0.77 0
0.79 0
0.81 0
0.83 0
0.85 0
0.87 0
0.89 0
0.91 0
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
