-15.125 0
-14.875 0
-14.625 0
-14.375 0
-14.125 0
-13.875 0
-13.625 1.26354e-06
-13.375 6.2122e-07
-13.125 9.81752e-07
-12.875 1.10889e-05
-12.625 2.62819e-05
-12.375 3.39931e-05
-12.125 4.76548e-05
-11.875 7.21139e-05
-11.625 0.000104747
-11.375 6.97525e-05
-11.125 1.34089e-05
-10.875 4.76198e-07
-10.625 0
-10.375 0
-10.125 0
-9.875 0
-9.625 0
-9.375 0
-9.125 0
-8.875 0
-8.625 0
-8.375 0
-8.125 0
-7.875 0
-7.625 0
-7.375 0
-7.125 0
-6.875 0
-6.625 0
-6.375 0
-6.125 0
-5.875 0
-5.625 0
-5.375 0
-5.125 0
-4.875 0
-4.625 0
-4.375 0
-4.125 0
-3.875 0
-3.625 0
-3.375 0
-3.125 0
-2.875 0
-2.625 0
-2.375 0
