-0.01 0
0.01 6.1876e-06
0.03 1.75034e-05
0.05 2.60941e-05
0.07 3.25514e-05
0.09 3.72261e-05
0.11 3.78471e-05
0.13 3.65265e-05
0.15 3.44979e-05
0.17 3.25e-05
0.19 2.88876e-05
0.21 2.3828e-05
0.23 1.88119e-05
0.25 1.33211e-05
0.27 9.10282e-06
0.29 6.54321e-06
0.31 5.2577e-06
0.33 4.52334e-06
0.35 3.73531e-06
0.37 2.64298e-06
0.39 1.91952e-06
0.41 1.48805e-06
0.43 9.23222e-07
0.45 3.58983e-07
0.47 9.93107e-08
0.49 6.27157e-09
0.51 0
0.53 0
0.55 0
0.57 0
0.59 0
0.61 0
0.63 0
0.65 0
0.67 0
0.69 0
0.71 0
0.73 0
0.75 0
0.77 0
0.79 0
0.81 0
0.83 0
0.85 0
0.87 0
0.89 0
0.91 0
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
