-1 0
1 0
3 0
5 9.03849e-08
7 3.19546e-06
9 4.54899e-06
11 8.02456e-06
13 1.83098e-05
15 3.37732e-05
17 4.30865e-05
19 4.84737e-05
21 4.74926e-05
23 3.80741e-05
25 2.36274e-05
27 1.75294e-05
29 1.33542e-05
31 1.05585e-05
33 8.52575e-06
35 7.1027e-06
37 5.9416e-06
39 4.83495e-06
41 4.24359e-06
43 3.77968e-06
45 3.25504e-06
47 2.92451e-06
49 2.5867e-06
51 2.35221e-06
53 2.20884e-06
55 1.96576e-06
57 1.79346e-06
59 1.65842e-06
61 1.50812e-06
63 1.34926e-06
65 1.24004e-06
67 1.12332e-06
69 9.87211e-07
71 9.11945e-07
73 8.18858e-07
75 7.01231e-07
77 5.92948e-07
79 5.46598e-07
81 5.11504e-07
83 4.66055e-07
85 4.38128e-07
87 4.19128e-07
89 3.77615e-07
91 3.47559e-07
93 3.4721e-07
95 3.29035e-07
97 3.2084e-07
99 3.06107e-07
101 2.80243e-07
103 2.84661e-07
105 2.65654e-07
107 2.43591e-07
109 2.43876e-07
111 2.35514e-07
113 2.1441e-07
115 1.9695e-07
117 1.9586e-07
119 1.8776e-07
121 1.92331e-07
123 1.39361e-07
125 1.4432e-07
127 1.41066e-07
129 1.24966e-07
131 9.71406e-08
133 9.21392e-08
135 8.87412e-08
137 8.67328e-08
139 7.76682e-08
141 7.20883e-08
143 6.09686e-08
145 6.24475e-08
147 5.57063e-08
149 5.48184e-08
151 5.25827e-08
153 4.80255e-08
155 4.30702e-08
157 4.2781e-08
159 4.47348e-08
161 4.48744e-08
163 4.00936e-08
165 4.30529e-08
167 3.64004e-08
169 4.01692e-08
171 3.74396e-08
173 3.94708e-08
175 3.77461e-08
177 3.73397e-08
179 3.34138e-08
181 3.81996e-08
183 3.4106e-08
185 3.44373e-08
187 3.51078e-08
189 2.99338e-08
191 3.40683e-08
193 3.59625e-08
195 3.36141e-08
197 3.22941e-08
199 3.58316e-08
201 6.24934e-07
