-0.0320571 0
0.0320571 1.9343e-07
0.0961712 6.13659e-07
0.160285 1.05619e-06
0.224399 1.49359e-06
0.288514 1.94322e-06
0.352628 2.55824e-06
0.416742 3.17944e-06
0.480856 3.87822e-06
0.54497 4.56496e-06
0.609084 5.38726e-06
0.673198 5.98618e-06
0.737313 6.51019e-06
0.801427 1.4897e-05
0.865541 8.5324e-06
0.929655 9.31241e-06
0.993769 9.79548e-06
1.05788 1.07073e-05
1.122 1.14374e-05
1.18611 1.19706e-05
1.25023 1.25336e-05
1.31434 1.35385e-05
1.37845 1.4737e-05
1.44257 1.43134e-05
1.50668 1.45029e-05
1.5708 1.50983e-05
1.63491 1.45029e-05
1.69902 1.43134e-05
1.76314 1.4737e-05
1.82725 1.35385e-05
1.89137 1.25336e-05
1.95548 1.19706e-05
2.0196 1.14374e-05
2.08371 1.07073e-05
2.14782 9.79548e-06
2.21194 9.31241e-06
2.27605 8.5324e-06
2.34017 1.4897e-05
2.40428 6.51019e-06
2.46839 5.98618e-06
2.53251 5.38726e-06
2.59662 4.56496e-06
2.66074 3.87822e-06
2.72485 3.17944e-06
2.78896 2.55824e-06
2.85308 1.94322e-06
2.91719 1.49359e-06
2.98131 1.05619e-06
3.04542 6.13659e-07
3.10954 1.9343e-07
3.17365 0
