-0.01 0
0.01 0
0.03 0
0.05 0
0.07 0
0.09 0
0.11 0
0.13 4.57765e-05
0.15 6.83672e-05
0.17 5.89135e-05
0.19 4.92416e-05
0.21 4.26391e-05
0.23 3.50071e-05
0.25 2.62171e-05
0.27 1.80901e-05
0.29 1.12399e-05
0.31 7.59079e-06
0.33 6.02025e-06
0.35 5.01053e-06
0.37 3.46319e-06
0.39 2.35702e-06
0.41 1.66777e-06
0.43 6.39867e-07
0.45 1.37257e-07
0.47 4.54341e-09
0.49 0
0.51 0
0.53 0
0.55 0
0.57 0
0.59 0
0.61 0
0.63 0
0.65 0
0.67 0
0.69 0
0.71 0
0.73 0
0.75 0
0.77 0
0.79 0
0.81 0
0.83 0
0.85 0
0.87 0
0.89 0
0.91 0
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
