# 1:time 2:mass 3:einf>=0
4.8 0.0 0.0
9.6 -4.3722034e-12 0.0
14.4 -1.2839573e-11 0.0
19.2 -2.5330624e-11 0.0
24.0 -3.0878734e-11 0.0
28.8 -3.7389546e-11 0.0
33.6 -4.4445069e-11 0.0
38.4 -5.3056864e-11 0.0
43.2 -6.0565126e-11 0.0
48.0 -6.7375579e-11 0.0
52.8 -7.5118567e-11 0.0
57.6 -8.4003007e-11 0.0
62.4 -9.4774574e-11 0.0
67.2 -1.0640713e-10 0.0
72.0 -1.1916583e-10 0.0
76.8 -1.3115286e-10 0.0
81.6 -1.4434097e-10 0.0
86.4 -1.5881474e-10 0.0
91.2 -1.7585146e-10 0.0
96.0 -1.9633801e-10 0.0
100.8 -2.1691442e-10 0.0
105.6 -2.3441098e-10 0.0
110.4 -2.5041933e-10 0.0
115.2 -2.6839942e-10 0.0
120.0 -2.8911259e-10 0.0
124.8 -3.1370909e-10 0.0
129.6 -3.4119733e-10 0.0
134.4 -3.7098258e-10 0.0
139.2 -4.016625e-10 0.0
144.0 -4.3065842e-10 0.0
148.8 -4.5833451e-10 0.0
153.6 -4.8516395e-10 0.0
158.4 -5.1201311e-10 0.0
163.2 -5.4107153e-10 0.0
168.0 -5.7357301e-10 0.0
172.8 -6.0937184e-10 0.0
177.6 -6.4746257e-10 0.0
182.4 -6.8623853e-10 0.0
187.2 -7.2537316e-10 0.0
192.0 -7.619041e-10 0.0
196.8 -7.9681884e-10 0.0
201.6 -8.3259447e-10 0.0
206.4 -8.7146022e-10 0.0
211.2 -9.1505828e-10 0.0
216.0 -9.6269585e-10 0.0
220.8 -1.0147247e-09 0.0
225.6 -1.0711586e-09 0.0
230.4 -1.1314956e-09 0.0
235.2 -1.1921437e-09 0.0
240.0 -1.2509423e-09 0.0
244.8 -1.308388e-09 0.0
249.6 -1.3638255e-09 0.0
254.4 -1.4180298e-09 0.0
259.2 -1.4721399e-09 0.0
264.0 -1.5276095e-09 0.0
268.8 -1.5855386e-09 0.0
273.6 -1.6460718e-09 0.0
278.4 -1.7096585e-09 0.0
283.2 -1.7733112e-09 0.0
288.0 -1.8370869e-09 0.0
292.8 -1.90133e-09 0.0
297.6 -1.9673805e-09 0.0
302.4 -2.0362196e-09 0.0
307.2 -2.109013e-09 0.0
312.0 -2.1847813e-09 0.0
316.8 -2.2640367e-09 0.0
321.6 -2.3466066e-09 0.0
326.4 -2.4311545e-09 0.0
331.2 -2.5156943e-09 0.0
336.0 -2.5988759e-09 0.0
340.8 -2.6780935e-09 0.0
345.6 -2.7541539e-09 0.0
350.4 -2.8258287e-09 0.0
355.2 -2.8947226e-09 0.0
360.0 -2.9619217e-09 0.0
364.8 -3.0288373e-09 0.0
369.6 -3.0967719e-09 0.0
374.4 -3.1656827e-09 0.0
379.2 -3.2358026e-09 0.0
384.0 -3.3074489e-09 0.0
388.8 -3.3800863e-09 0.0
393.6 -3.4507927e-09 0.0
398.4 -3.5226689e-09 0.0
403.2 -3.5986183e-09 0.0
408.0 -3.6796087e-09 0.0
412.8 -3.7654764e-09 0.0
417.6 -3.8568877e-09 0.0
422.4 -3.9531721e-09 0.0
427.2 -4.0546442e-09 0.0
432.0 -4.1609923e-09 0.0
436.8 -4.272056e-09 0.0
441.6 -4.3880893e-09 0.0
446.4 -4.5091337e-09 0.0
451.2 -4.6356545e-09 0.0
456.0 -4.7680532e-09 0.0
460.8 -4.9059747e-09 0.0
465.6 -5.0492366e-09 0.0
470.4 -5.1965002e-09 0.0
475.2 -5.3486706e-09 0.0
480.0 -5.5053792e-09 0.0
484.8 -5.6658313e-09 0.0
489.6 -5.8296211e-09 0.0
494.4 -5.9956481e-09 0.0
499.2 -6.1602654e-09 0.0
504.0 -6.3189847e-09 0.0
508.8 -6.4687959e-09 0.0
513.6 -6.6103192e-09 0.0
518.4 -6.7437904e-09 0.0
523.2 -6.8684037e-09 0.0
528.0 -6.9853295e-09 0.0
532.8 -7.0947057e-09 0.0
537.6 -7.1964706e-09 0.0
542.4 -7.2948331e-09 0.0
547.2 -7.3911939e-09 0.0
552.0 -7.485841e-09 0.0
556.8 -7.5776547e-09 0.0
561.6 -7.6678281e-09 0.0
566.4 -7.7569554e-09 0.0
571.2 -7.8468529e-09 0.0
576.0 -7.9362689e-09 0.0
580.8 -8.0268294e-09 0.0
585.6 -8.1186813e-09 0.0
590.4 -8.210453e-09 0.0
595.2 -8.3039915e-09 0.0
600.0 -8.4019115e-09 0.0
604.8 -8.5051293e-09 0.0
609.6 -8.6128976e-09 0.0
