                time                   J                  Ks                   I                   V                   i                   U                   K                   r                   R                   g                   z                   B                   H
       390088.371961        29.454723868       24.6103505393        36.007270377       45.4905581282       36.8086257223       61.2909347115       24.5095804404       41.8952905438       40.5649411306       50.4072131198       34.9773171341        52.828407246       26.5128613127
       391323.613359       29.4902883695       24.6301699377       36.0613657041        45.569594364       36.8648931431       61.4088510819       24.5290214187       41.9650455425       40.6312129595       50.4986658278       35.0285975361       52.9258665763       26.5392847498
       392562.766233       29.5259535635       24.6500488963       36.1156082201       45.6488398002       36.9213131718       61.5270611997       24.5485209225       42.0349867678       40.6976623435       50.5903576843       35.0800181014       53.0235789013       26.5657853559
       393805.842968        29.561677191       24.6699728954       36.1699071288        45.728105764       36.9777881023       61.6451123273       24.5680649504       42.1049670337       40.7641560225        50.682033148       35.1314965875       53.1212509666       26.5923384422
       395052.855991        29.597480846       24.6899503348       36.2243115887       45.8075003395       37.0343711665       61.7632844636       24.5876617065       42.1750691748       40.8307684378       50.7738418477       35.1830771417       53.2190563683       26.6189567565
       396303.817766       29.6334488223       24.7100111068       36.2789692361       45.8872478451       37.0912171925       61.8818743969       24.6073397931       42.2454907322        40.897686473       50.8660392843       35.2348979822       53.3172633305       26.6456928838
       397558.740796       29.6695343257       24.7301377699       36.3338079173       45.9672556118       37.1482516176       62.0007927045       24.6270825837       42.3161448001       40.9648259714       50.9585288497       35.2868902495       53.4157749829       26.6725160467
       398817.637626       29.7057057666       24.7503119096        36.388788855       46.0475002641       37.2054356561       62.1201578391       24.6468720329       42.3869978301       41.0321510641       51.0513120181       35.3390154751       53.5146106049       26.6994017367
       400080.520838       29.7419569163       24.7705399389       36.4438859129       46.1279343685       37.2627408179       62.2399695375       24.6667147667       42.4580082991       41.0996232216       51.1443405575       35.3912506145       53.6137257698       26.7263518765
       401347.403055       29.7783606119       24.7908449352        36.499248864       46.2088603637       37.3203276032       62.3609510636       24.6866328016       42.5294135924       41.1674581325       51.2380229542       35.4437321366       53.7135891966       26.7534090145
       402618.296942       29.8148362001       24.8112029845        36.554692962       46.2898583997       37.3779957698       62.4819178284       24.7066032882        42.600897509       41.2353731048       51.3317613483       35.4962942352       53.8134973574       26.7805284835
       403893.215201        29.851384831       24.8316039423       36.6102434468       46.3709972074       37.4357738921       62.6030384452       24.7266159611       42.6725112562       41.3034131891       51.4256509033        35.548957967       53.9135597349       26.8077035008
       405172.170575       29.8881301699        24.852101873       36.6661052172       46.4525825915       37.4938762028       62.7247163811       24.7467232075       42.7445250582       41.3718345495        51.520039285       35.6019160467       54.0141411873       26.8350173395
       406455.175848       29.9249624015       24.8726523203        36.722090364       46.5343324632       37.5521058998       62.8465848858        24.766882084       42.8166894901       41.4404008456       51.6146069233       35.6549922147       54.1149071217         26.86239861
       407742.243845       29.9617456493          24.8931859       36.7779906843        46.615957229       37.6102468494       62.9682920193       24.7870248509       42.8887425173       41.5088612925       51.7090338669        35.707988738         54.21552606       26.8897495694
        409033.38743       29.9986133062       24.9137782674       36.8340014795       46.6977141379       37.6685008827       63.0901099831       24.8072257632       42.9609219697       41.5774452378       51.8035950118       35.7610921935       54.3162774947       26.9171703181
        410328.61951       30.0356281928       24.9344528596       36.8902296378       46.7797540955        37.726979598        63.212184224       24.8275073301       43.0333653043       41.6462840948       51.8984518693       35.8144031851       54.4173243908       26.9447007125
        411627.95303       30.0727047851       24.9551767321       36.9465206377       46.8618371015       37.7855204408       63.3341986597       24.8478377165       43.1058621981       41.7151794364       51.9933305157       35.8677776813       54.5183792953       26.9722870913
       412931.400978       30.1098869265       24.9759611952       37.0029625489       46.9441157448       37.8442169113        63.456420558       24.8682275393       43.1785406838       41.7842502498       52.0884176505       35.9212967763       54.6196460887       26.9999536092
       414238.976383       30.1472767117       24.9968477449        37.059737301       47.0268738698       37.9032603505       63.5792280766       24.8887170002       43.2516487559       41.8537303039       52.1840387436       35.9751301536       54.7214670299       27.0277657488
       415550.692315       30.1847874772       25.0178042132        37.116691066       47.1098744689       37.9624892072       63.7022957652       24.9092751498       43.3249787135       41.9234234637       52.2799217569       36.0291340789       54.8235551798        27.055669237
       416866.561884       30.2224103809       25.0388368947        37.173790194       47.1930506025       38.0218668027       63.8255203994       24.9299085106       43.3984754614       41.9932792861       52.3759855307       36.0832788248       54.9258233051       27.0836651923
       418186.598244       30.2601331005       25.0599315367       37.2310440257        47.276474868        38.081406309       63.9491911591        24.950603011       43.4721827586        42.063332438       52.4723533557       36.1375691827       55.0284249577       27.1117380554
       419510.814589       30.2980467297       25.0811105034       37.2886547542        47.360577138       38.1413256067       64.0744280364       24.9713796174       43.5464322143       42.1338821906       52.5696199099       36.1921879468        55.132051112       27.1399364792
       420839.224156       30.3360116869       25.1023295896        37.346337523       47.4448040843       38.2013201863        64.199981667       24.9921961066       43.6207823484       42.2045250982       52.6670541435       36.2468748452       55.2358711738       27.1681792938
       422171.840221       30.3741104804       25.1236258591       37.4042061593       47.5292681609       38.2615059224       64.3257999339       25.0130882278       43.6953530087       42.2753815228       52.7647424421       36.3017405214       55.3399509971       27.1965247847
       423508.676106       30.4124147253       25.1450259769       37.4623955718       47.6141821753         38.32202516       64.4521519437       25.0340817774       43.7703304347       42.3466268604        52.862926448       36.3569101724       55.4445428487       27.2250166258
       424849.745173       30.4508397547       25.1664924273       37.5207711734       47.6993606698       38.3827380462       64.5788262046       25.0551403958       43.8455454861       42.4180989367       52.9614044922       36.4122562394       55.5494397463       27.2535972267
       426195.060827       30.4892228909       25.1879501894       37.5790657919       47.7844088369       38.4433654683       64.7053082255       25.0761910987       43.9206479773        42.489465318       53.0597298594       36.4675271709       55.6541738687       27.2821553723
       427544.636514       30.5276030557       25.2094208353       37.6373311911       47.8693866745       38.5039603433       64.8316287459       25.0972549191       43.9956962791       42.5607832747       53.1579608292       36.5227731325       55.7588005533       27.3107209765
       428898.485725       30.5660826703       25.2309459543       37.6957415823       47.9545448909       38.5647047054       64.9580756551       25.1183720923       44.0709164223       42.6322683171       53.2563724138       36.5781579511        55.863602569       27.3393603356
       430256.621991       30.6045960247       25.2525036463       37.7541809464       48.0397050331       38.6254768123       65.0843928981       25.1395217712       44.1461522695       42.7037729848       53.3547583801       36.6335730887       55.9683611965       27.3680331491
       431619.058888        30.643223458       25.2741288747       37.8127846207       48.1250823428       38.6864186435       65.2109430068       25.1607378329       44.2215883069       42.7754705586       53.4533774624       36.6891453467       56.0733573118        27.396793347
       432985.810035        30.682078208       25.2958739162        37.871721538       48.2108971843       38.7477046692       65.3379640847       25.1820709079       44.2974289231       42.8475584431       53.5524649261       36.7450361835       56.1788304646       27.4257205029
       434356.889092       30.7210781628       25.3176970435       37.9308824224       48.2970250808       38.8092234726         65.46533931       25.2034804966       44.3735531033       42.9199175438       53.6518950473       36.8011393801        56.284655612        27.454753542
       435732.309764       30.7601115382       25.3395527477       37.9900765187       48.3831777993       38.8707752472       65.5926795314       25.2249226364        44.449706934       42.9923075088        53.751338859       36.8572760105       56.3904866675       27.4838195424
         437112.0858       30.7991668518       25.3614331721       38.0492878125       48.4693336099       38.9323434307        65.719967954       25.2463895602       44.5258705701       43.0647093032       53.8507732232       36.9134307696       56.4963005467       27.5129091218
        438496.23099       30.8383296571       25.3833749848       38.1086561064       48.5556910275       38.9940737539       65.8474226499         25.26791675       44.6022234301       43.1372942346       53.9504150523       36.9697356116       56.6023194457        27.542079595
        439884.75917       30.8776033689       25.4053819897       38.1682035131       48.6423854633       39.0559932085       65.9757860309       25.2895080344       44.6788420256       43.2101224244       54.0505214643       37.0262073551       56.7088809204       27.5713341053
        441277.68422       30.9169772602       25.4274472739       38.2279153873       48.7293738735       39.1180861113       66.1048326593       25.3111566872       44.7556988709       43.2831704807       54.1510150343       37.0828324397       56.8158839116       27.6006634015
       442675.020061       30.9565835922       25.4496281011       38.2879958768       48.8168973407       39.1805631601       66.2345642693       25.3329180939       44.8330324858       43.3566721384       54.2521111723       37.1398058283       56.9235165163       27.6301571055
       444076.780662         30.99637371       25.4719014456       38.3483585283       48.9048193645       39.2433332833       66.3648300095       25.3547697216       44.9107237585       43.4305153264       54.3536553842       37.1970470392         57.03161889       27.6597825522
       445482.980033       31.0362041118       25.4942068273       38.4087828505       48.9928729355       39.3061688296       66.4955866754       25.3766532588       44.9885125541       43.5044460702       54.4553994316       37.2543455217       57.1399667116       27.6894427106
        446893.63223       31.0760059019       25.5165078975       38.4691548219       49.0808520356       39.3689496403       66.6262497675       25.3985331018       45.0662337786        43.578312232       54.5570618995       37.3115948731       57.2482301544       27.7190879842
       448308.751353       31.1158798632       25.5388488669       38.5296430225       49.1690114101       39.4318521364       66.7571808971       25.4204521396       45.1441112877       43.6523256659        54.658935853       37.3689534548       57.3567194132       27.7487859881
       449728.351547       31.1558219789       25.5612412951       38.5902052075       49.2572122489       39.4948279296       66.8879450746       25.4424221416        45.222049312       43.7264044557       54.7608093921       37.4263864243       57.4651802219       27.7785434213
       451152.447002       31.1958546596        25.583695591       38.6508816688       49.3455417251       39.5579201136       67.0188030997       25.4644531967       45.3001133535       43.8006073915       54.8628089609       37.4839307157       57.5737629985       27.8083758836
       452581.051953       31.2360749374       25.6062437342       38.7118559251       49.4342963062       39.6213225215        67.150154973       25.4865758842       45.3785598692        43.875175125       54.9652775576       37.5417564666       57.6828293773       27.8383411534
       454014.180678       31.2765066613       25.6288984151       38.7731553904       49.5234943532         39.68506235       67.2819875994       25.5088025398       45.4574121387       43.9501323434       55.0682247952       37.5998911863       57.7923840887       27.8684574923
       455451.847503       31.3170592867       25.6516281925       38.8346157184         49.61288356       39.7489668148       67.4139829239       25.5311030274       45.5364478528        44.025268954       55.1713654936       37.6581815905       57.9021296562       27.8986696522
       456894.066798       31.3576517389        25.674394839       38.8961167052       49.7023033928       39.8129116924        67.545943214       25.5534403016       45.6155200236       44.1004434966        55.274523784       37.7165128419       58.0118839842       27.9289200385
       458340.852978       31.3983204725       25.6972101505       38.9577255635       49.7918617566       39.8769678315       67.6780282878       25.5758255929       45.6947217972       44.1757434301       55.3778260739       37.7749474373          58.1217818       27.9592305375
       459792.220505       31.4390331918       25.7200633074        39.019377605       49.8814334065       39.9410661424       67.8099593152       25.5982485369       45.7739532444       44.2510774141       55.4811069563       37.8334261859       58.2316353766       27.9895819309
       461248.183887       31.4798268941        25.742974303       39.0811230776       49.9710752897       40.0052579486       67.9417839556       25.6207286564       45.8532702237       44.3265004813       55.5844225128       37.8919977949       58.3414995427       28.0200019682
       462708.757676       31.5208493647        25.765990095        39.143300898       50.0615974326       40.0699116999       68.0759434089       25.6433109757       45.9332697812       44.4025423839       55.6889594931        37.950965456       58.4527878766       28.0505747006
       464173.956471       31.5620413151       25.7890966707         39.20573463       50.1524710116       40.1348308278       68.2105181422       25.6659821407       46.0135890043       44.4788907592       55.7938813456       38.0101765159       58.5644730093       28.0812716614
       465643.794918       31.6034524645       25.8123132059       39.2685251189       50.2439126535       40.2001236755       68.3461186136        25.688760708       46.0943928209       44.5556940596       55.8994955851       38.0697226521       58.6769171427       28.1121236777
       467118.287708       31.6449250452       25.8355809976       39.3313789352       50.3354224359       40.2654799481       68.4818283182       25.7115900828       46.1752617328       44.6325617747       56.0051855945       38.1293320091       58.7894424707       28.1430329554
       468597.449581       31.6864802834       25.8589015752       39.3943557418       50.4271184432       40.3309643609       68.6178132128        25.734471554       46.2562924896       44.7095823801       56.1110943865       38.1890578123       58.9022015906       28.1740071887
        470081.29532       31.7279741393       25.8821909823       39.4572452873       50.5187127999       40.3963592851       68.7537254996       25.7573226467       46.3372240266       44.7865055879       56.2169039178       38.2486995038       59.0148649516       28.2049368397
       471569.839758       31.7694688169       25.9055003473       39.5201009207        50.610190238       40.4617150343       68.8892407436       25.7801940628       46.4180760057       44.8633610819       56.3225307944       38.3083136742       59.1273063175       28.2358793579
       473063.097773       31.8110917326       25.9288821056       39.5831422265       50.7019030199       40.5272622431       69.0249755619       25.8031364965       46.4991495017        44.940431381       56.4284012597        38.368105677       59.2399907312       28.2669180995
       474561.084291       31.8528591333       25.9523362613       39.6464128657       50.7939360057       40.5930481129       69.1610576761       25.8261496791        46.580514193       45.0177803394       56.5346186362       38.4281146546        59.353029184       28.2980588012
       476063.814285       31.8948776646       25.9759168893       39.7100725769       50.8864991066       40.6592378554       69.2976985865       25.8492863451       46.6623648579       45.0955958899       56.6414049554       38.4884929946       59.4666458085       28.3293783449
       477571.302777       31.9370139474       25.9995727136       39.7738884169       50.9792472056       40.7255873702       69.4345001384        25.872497059       46.7443933198       45.1735853878       56.7483782174       38.5490224611       59.5804469388       28.3607921077
       479083.564833       31.9791750434       26.0232569993       39.8377180081       51.0719895471       40.7919490878       69.5712608873       25.8957362123       46.8264236788       45.2515795438       56.8553348382       38.6095676271       59.6942259364       28.3922337616
       480600.615571       32.0214724358       26.0470216165        39.901747489       51.1650194449       40.8585182994       69.7084032365       25.9190542405       46.9087092292       45.3298165536       56.9626190792       38.6703028831       59.8083494779       28.4237800412
       482122.470152       32.0638324027       26.0708338253       39.9658546342       51.2581335726       40.9251665724       69.8455624038       25.9424194856       46.9910794482       45.4081373837       57.0699790482       38.7311138414        59.922540613       28.4553803237
        483649.14379       32.1062131231       26.0946756707        40.029961853       51.3511869971       40.9918114253       69.9824326613       25.9658145123        47.073417504       45.4864347704       57.1772258732       38.7919290104       60.0365865431       28.4870072173
       485180.651744       32.1488000137       26.1186216392       40.0943830154       51.4446476262       41.0587811845       70.1196589472        25.989311197       47.1561373127       45.5651012797       57.2848925428        38.853043291       60.1510487013       28.5187813616
       486717.009322       32.1915870887       26.1426656174       40.1591652764       51.5388035866       41.1261347974       70.2586014316       26.0129037337       47.2394071551       45.6442703395        57.393500382       38.9144905734       60.2665959537        28.550693271
       488258.231882       32.2346150813       26.1668211618       40.2243674805       51.6336887539        41.193931607       70.3990581319       26.0366049778       47.3232789066       45.7239976775         57.50303858       38.9763284622        60.383186142       28.5827685536
       489804.334827       32.2777004071        26.191020025       40.2896377921       51.7286375749       41.2617971809       70.5394879001        26.060349164       47.4072194368       45.8037945435       57.6126249544       39.0382333844       60.4998128267       28.6148934267
       491355.333613       32.3208687246       26.2152832887       40.3549966534       51.8236666628       41.3297512308       70.6799448181       26.0841570556       47.4912452415       45.8836779584       57.7222807454       39.1002267573       60.6165017272          28.6470927
       492911.243741       32.3641964968       26.2396392245       40.4205868719       51.9189997547       41.3979443161       70.8207116954        26.108055971         47.57555254       45.9638328788       57.8322593374       39.1624412562        60.733517087       28.6794130876
       494472.080766       32.4074822494       26.2639901858       40.4860813559       52.0141489462       41.4660347886        70.961096034       26.1319506575        47.659711364        46.043851739       57.9420001707       39.2245687494       60.8502655235       28.7117142401
       496037.860287       32.4507374195       26.2883385541        40.551507435       52.1091688039       41.5340521295       71.1012026763        26.155843334       47.7437655625       46.1237745277       58.0515730031       39.2866338561       60.9668244561       28.7440017834
       497608.597955       32.4942780619       26.3128271073       40.6173935475       52.2048534384       41.6025493293       71.2420891045       26.1798728481       47.8284155082        46.204264597       58.1618824797       39.3491329819       61.0841441769       28.7764892176
       499184.309472       32.5379995644       26.3374061118       40.6835695648       52.3009492971       41.6713486546       71.3834207377       26.2039907593       47.9134373941       46.2851097906       58.2726396635       39.4119058979       61.2019212146       28.8091040158
       500765.010586       32.5819141607       26.3620859357       40.7500370215       52.3974277862       41.7404495727       71.5251444672       26.2282072665         47.99881504       46.3662983504       58.3838001633       39.4749565879       61.3201051121       28.8418585772
       502350.717098       32.6259102862       26.3868220714       40.8166345004        52.494192124       41.8096887164       71.6679924048        26.252479543       48.0844016864       46.4476737577       58.4954045576       39.5381276616       61.4388398294       28.8746791892
       503941.444857       32.6700186633       26.4116315862        40.883384393       52.5911461331       41.8790844268       71.8110268012       26.2768242215       48.1701671086       46.5292228603       58.6072063035       39.6014455666       61.5577725403       28.9075899013
       505537.209765       32.7142907814       26.4365404592       40.9503568676       52.6883674448       41.9487083987       71.9542671678       26.3012665142       48.2561890011       46.6110224261       58.7192759107       39.6649782844       61.6769668148       28.9406287786
        507138.02777       32.7585830911       26.4614797638       41.0173222002          52.7855068       42.0183207308       72.0971662336       26.3257393394       48.3421633633       46.6927851808       58.8312019487       39.7285092369       61.7959805632       28.9736951822
       508743.914875       32.8029665067       26.4864782125       41.0844054708       52.8827579037       42.0880528569       72.2399850616       26.3502704809       48.4282598068        46.774671161       58.9432061086       39.7921552314        61.915046909       29.0068347639
       510354.887131       32.8475659803        26.511588477       41.1518190473       52.9804407592       42.1581271395       72.3831716872        26.374910963       48.5147603337       46.8569474221       59.0556546676       39.8561155603       62.0345525785       29.0401297716
        511970.96064       32.8924072364       26.5368258061       41.2195969765       53.0785992084       42.2285784841       72.5267927651       26.3996757114       48.6017050641       46.9396527363       59.1685970736       39.9204231366       62.1545501591        29.073600467
       513592.151556       32.9374331478       26.5621561952       41.2876912762       53.1773302663       42.2993640849       72.6717631394       26.4245314926       48.6891120897       47.0227840824       59.2822984164       39.9850248119       62.2754160417       29.1072008469
       515218.476083       32.9825802181        26.587547487       41.3560288196       53.2766367654       42.3704126351       72.8185232064       26.4494470473       48.7769404167       47.1062891815        59.396855706       40.0498461719       62.3973086247       29.1408839678
       516849.950478       33.0277997153       26.6129861746       41.4244693986       53.3760798571       42.4415676338       72.9654383354        26.474409439       48.8648945317       47.1899154356        59.511560014       40.1147660574       62.5193515432       29.1746246077
       518486.591048        33.073119314       26.6384890966       41.4930507114       53.4757193371       42.5128681843       73.1126240683       26.4994351421       48.9530243677       47.2737095992        59.626487301       40.1798204567       62.6416295239       29.2084449822
       520128.414151       33.1184959041       26.6640376664       41.5616977617       53.5754247601       42.5842352023       73.2597888299       26.5245061396       49.0412227113       47.3575722595       59.7414686629       40.2449395348       62.7639511783       29.2423164255
       521775.436199        33.163949571       26.6896419255       41.6304319086        53.675196822       42.6556893307       73.4068636326       26.5496321401       49.1295011784       47.4415181392       59.8564847962       40.3101452904        62.886285922       29.2762541041
       523427.673655       33.2094644732       26.7152769083       41.6992612115       53.7751020437        42.727242401       73.5540893671       26.5747880987       49.2179003691       47.5255794664       59.9716460536       40.3754412165       63.0087693675       29.3102355532
       525085.143033       33.2551582989       26.7410021785       41.7683671529         53.87537676       42.7990823859       73.7016779783        26.600032246       49.3066417304       47.6099702818       60.0871964368       40.4410000034       63.1316438675       29.3443443384
       526747.860901       33.3009765802       26.7667998304       41.8376494364       53.9758654756       42.8711036883       73.8494472916        26.625347493       49.3955884254       47.6945614507       60.2029614096       40.5067282848       63.2547288458       29.3785477591
       528415.843878       33.3469059599       26.7926655602       41.9070790396       54.0765173286       42.9432753548       73.9973244422       26.6507296405       49.4846975334       47.7793131182       60.3188804782       40.5725995288       63.3779598175       29.4128386352
       530089.108636       33.3929178278       26.8185779281       41.9766460765       54.1773918513       43.0155915635       74.1455289171       26.6761577131       49.5739971447       47.8642432138       60.4350631236       40.6385991673       63.5014722745       29.4471897537
       531767.671902       33.4390365258       26.8445501243       42.0463827521       54.2785186323       43.0880849569       74.2940540645       26.7016445945       49.6635198699       47.9493848338       60.5515309473       40.7047586716       63.6252824657       29.4816193788
       533451.550452       33.4852363039       26.8705892914       42.1161955445       54.3796679692       43.1606522215       74.4423576096       26.7271978872       49.7530928729       48.0345845581       60.6679664032       40.7709966398       63.7490257324       29.5161239927
       535140.761119       33.5315441823       26.8967035053        42.186134143       54.4808995497       43.2333451959       74.5904147056       26.7528252818       49.8427765269        48.119901493        60.784417167       40.8373597436       63.8727388127       29.5507190506
       536835.320786       33.5780214695       26.9229120282       42.2563195308        54.582442127       43.3062928064       74.7387263917        26.778545099       49.9327548114       48.2055043665       60.9011829113       40.9039590032       63.9967608723       29.5854407013
       538535.246392       33.6246651257       26.9492093836        42.326750837       54.6842979796       43.3794944445       74.8872965329       26.8043517866       50.0230288338        48.291393834        61.018267182       40.9707932141       64.1210958491       29.6202846376
       540240.554928       33.6714292389       26.9755779131       42.3973455879       54.7863329351       43.4528630414       75.0359674854       26.8302283845       50.1134827799       48.3774614214       61.1355166084       41.0377857837       64.2455844542       29.6552213293
        541951.26344       33.7183273307       27.0020188652       42.4681300753       54.8885687028       43.5264258083        75.184641265       26.8561758869       50.2041446057       48.4637358533       61.2529327199       41.1049615665       64.3702127082       29.6902568836
       543667.389026        33.765352574       27.0285303343       42.5391360953       54.9912444712       43.6002240527       75.3344906454       26.8821927344       50.2951481592       48.5503209046       61.3709625108       41.1723418745       64.4955587341        29.725384729
       545388.948842        33.812612826       27.0551550958       42.6105984244       55.0949270744        43.674512761        75.487182496       26.9083204196       50.3869083693       48.6375839191       61.4904410751       41.2401372275       64.6226163213       29.7606717699
       547115.960093       33.8599145789       27.0818207628       42.6821021396       55.1986513196       43.7488428802       75.6399167506       26.9344889508       50.4787101959       48.7248885028       61.6099610424       41.3079739461       64.7497151718       29.7960002796
       548848.440043       33.9072710363        27.108535377       42.7536374207       55.3022932527       43.8231990889       75.7920935067       26.9607060442       50.5704865803       48.8121841534       61.7292891197       41.3758483422       64.8765542586       29.8313826008
        550586.40601       33.9547477554       27.1353163175       42.8253512998       55.4061667516       43.8977399604        75.944486331       26.9869881674        50.662479647       48.8996892718       61.8488573595       41.4438931764       65.0036327301       29.8668539598
       552329.875363       34.0024296253       27.1621960012       42.8973939706       55.5104881269       43.9726228823        76.097296964       27.0133666001       50.7548861479       48.9875915021       61.9688951932       41.5122490798       65.1311802944       29.9024677249
       554078.865532       34.0500407562       27.1890530382       42.9693070014       55.6146266227        44.047369996       76.2499491396       27.0397233541       50.8471245477       49.0753328578       62.0887420308       41.5804836548       65.2585382376       29.9380401028
       555833.393996       34.0978396696        27.216014598        43.041482618        55.719070061       44.1223863294       76.4028248196       27.0661824677       50.9396612372       49.1633671075       62.2088848179       41.6489714861       65.3861808997       29.9737536326
       557593.478295       34.1458252334       27.2430831111       43.1139202035        55.823816077       44.1976713695       76.5558977894       27.0927465446       51.0324954861       49.2516937742       62.3293163786       41.7177118005       65.5140976588       30.0096084759
        559359.13602       34.1939646152        27.270239096       43.1865835015       55.9288442978       44.2731893656       76.7091928024       27.1193965264       51.1255986291       49.3402817473       62.4500303785       41.7866679651       65.6422895834       30.0455784931
       561130.384821       34.2421579877       27.2974453265       43.2592990234       56.0339106792       44.3487589617        76.862483106       27.1460965777       51.2187470522       49.4289170684        62.570769615       41.8556770203       65.7704995491       30.0816010728
       562907.242402       34.2903934163       27.3246982237       43.3320355827        56.138924322       44.4243456336       77.0154532924       27.1728432783       51.3118782182       49.5175457803       62.6913906905       41.9247117045       65.8985521584       30.1176696418
       564689.726523       34.3387844831       27.3520313781       43.4050176418       56.2442724224       44.5001878087       77.1686311986       27.1996684554       51.4053193123       49.6064720266       62.8123520478       41.9939786284       66.0269335782       30.1538497133
       566477.855002        34.387402356       27.3794843708       43.4783408776       56.3500584751       44.5763829292       77.3221458741       27.2266108593       51.4991737111       49.6957984211       62.9337560732       42.0635708269       66.1557470505       30.1901949611
       568271.645711       34.4361814627        27.407018471        43.551935362       56.4562608867       44.6528626722       77.4761573484       27.2536326574       51.5933940447       49.7854703242       63.0556293067       42.1334169856       66.2850470275       30.2266529081
       570071.116581       34.4850175494       27.4346010828       43.6255934191       56.5625197041       44.7294062953       77.6301636874       27.2807027432       51.6876765553       49.8752055263       63.1775444674       42.2033261324       66.4143794208       30.2631631048
       571876.285597       34.5340664176       27.4623062076       43.6995288193       56.6690519719        44.806231532       77.7841811774       27.3078927627       51.7822484786       49.9652314334       63.2996814344       42.2735059732       66.5438963556       30.2998376077
       573687.170805       34.5832515162       27.4900935666       43.7736394615       56.7757389904       44.8832341418       77.9380832136       27.3351635423       51.8769954281       50.0554358005       63.4219182242       42.3438574141       66.6734748989       30.3366187936
       575503.790304       34.6325862716       27.5179599194       43.8480230998       56.8830347124       44.9605289672       78.0941654734       27.3625118525       51.9721909519       50.1460411245       63.5450795927       42.4144587968       66.8041852123       30.3735060869
       577326.162252       34.6819785495       27.5458605596       43.9225398046       56.9907301985       45.0379709419       78.2517193328       27.3898941833       52.0676566738       50.2368782584       63.6688867665       42.4851769334       66.9356934746       30.4104342628
       579154.304865       34.7315207942       27.5738270267        43.997394385       57.0993075717       45.1157822258       78.4120496847       27.4173408853       52.1637495652       50.3282644395       63.7940366807       42.5561956673        67.068819681       30.4474575359
       580988.236416       34.7811773659       27.6018614965       44.0724113898       57.2080709532       45.1937603573       78.5724556222       27.4448545052       52.2600275332       50.4198327166       63.9193561896       42.6273706071       67.2021002395       30.4845681177
       582827.975236       34.8311301489       27.6300428195       44.1478824304       57.3174258425       45.2722087103       78.7333955258        27.472511327       52.3568597832       50.5119366268       64.0452850731       42.6989777232       67.3359852386       30.5218889854
       584673.539715       34.8811221441        27.658267196        44.223383856       57.4268046285       45.3506864913       78.8943946387       27.5002111681       52.4537169073          50.6040663       64.1712409614       42.7706165225       67.4699011707       30.5592522925
       586524.948299       34.9311324371       27.6865182386       44.2988942959       57.5361888282       45.4291724532       79.0554425993       27.5279378379       52.5505790024       50.6962013986       64.2972077683        42.842265518       67.6038332476       30.5966390063
       588382.219495       34.9811485041       27.7147717038       44.3744067992       57.6455650057       45.5076596347       79.2165123313         27.55566677       52.6474364102       50.7883333441       64.4231661637       42.9139175732       67.7377594983       30.6340303336
       590245.371866        35.031413667       27.7431604222       44.4502741203       57.7553675504       45.5865115045       79.3779360592       27.5835279863        52.744704967       50.8808670601       64.5495485259       42.9859107788       67.8720999219       30.6716069814
       592114.424036       35.0817722702       27.7716120285       44.5262647861       57.8653201368       45.6654897868       79.5395177019       27.6114512607       52.8421160407       50.9735396769       64.6760862228       43.0580231938       68.0065966657       30.7092601174
       593989.394687        35.132186148       27.8001076283       44.6023239672       57.9753536706       45.7445379601       79.7012005256        27.639418285       52.9396042918       51.0662878056       64.8027091168       43.1302022686       68.1411808903        30.746961764
       595870.302561       35.1826528784       27.8286411596       44.6784120014       58.0852284113       45.8236071453       79.8619504439       27.6674227183       53.0370310538       51.1590019149        64.928984362       43.2024184809       68.2753027381       30.7847096374
       597757.166457       35.2331993987       27.8572291711       44.7546011467       58.1952016307       45.9027789546       80.0227057889        27.695480969       53.1345629313       51.2518217668       65.0553375565       43.2747334682        68.409488365        30.822523153
       599650.005236       35.2839963988       27.8859473337       44.8311630963       58.3056233504       45.9823351533        80.183730773       27.7236664503       53.2325314795       51.3450684186       65.1821192966        43.347405184       68.5440783873       30.8605178365
       601548.837819        35.334860291       27.9147262105       44.9077791239       58.4160533894        46.061942731       80.3446560332       27.7519122443       53.3305291148       51.4383508289       65.3088759468         43.42013411       68.6786258139        30.898578153
       603453.683184       35.3857925032       27.9435593562        44.984475297       58.5265626555       46.1416312622       80.5056376944       27.7802119493       53.4286090219       51.5317158186       65.4357037268       43.4929419196       68.8132397453       30.9366988613
       605364.560371       35.4368872007       27.9724843061       45.0613932793       58.6372943855       46.2215458382       80.6666391059       27.8086016566        53.526924255       51.6253167582       65.5627112597        43.565965063       68.9480034298       30.9749422638
       607281.488482       35.4882631372       28.0015591317       45.1387057916       58.7484378988        46.301863638       80.8277031419       27.8371378705       53.6256676201       51.7193445968       65.6900626937       43.6393698019       69.0830605601        31.013393027
       609204.486675       35.5397441391       28.0306974045       45.2161734948       58.8598033399       46.3823426872       80.9890402215       27.8657364854       53.7246094236       51.8135614657       65.8176617122       43.7129219151       69.2183746166       31.0519249597
       611133.574174        35.591270743       28.0598709082       45.2937113577       58.9712985491       46.4628959547       81.1506078518       27.8943701261        53.823655919       51.9078743603       65.9454261138       43.7865393068       69.3538709357        31.090495832
       613068.770259       35.6429168478       28.0891221842         45.37137443       59.0827747219       46.5435701931        81.311481537       27.9230802815       53.9227639523       52.0022701876       66.0730073669       43.8602855695       69.4890831315        31.129164687
