-0.0320571 0
0.0320571 0
0.0961712 0
0.160285 0
0.224399 0
0.288514 0
0.352628 0
0.416742 0
0.480856 0
0.54497 0
0.609084 0
0.673198 0
0.737313 0
0.801427 0
0.865541 0
0.929655 0
0.993769 0
1.05788 0
1.122 0
1.18611 0
1.25023 0
1.31434 0
1.37845 0
1.44257 0
1.50668 0
1.5708 0
1.63491 0
1.69902 0
1.76314 0
1.82725 0
1.89137 0
1.95548 0
2.0196 0
2.08371 0
2.14782 0
2.21194 0
2.27605 0
2.34017 0
2.40428 0
2.46839 0
2.53251 0
2.59662 0
2.66074 0
2.72485 0
2.78896 0
2.85308 0
2.91719 0
2.98131 0
3.04542 0
3.10954 0
3.17365 0
