# 1:time 2:rho_c 3:temp_c 4:Ye_c 5:XL_c 6:x_m 7:y_m 8:rho_m 9:temp_m 10:Ye_m 11:XL_m
249.6 5.5875588878e-11 1.40858972073 0.152554631233 0.0 7.9375 -9.4375 0.000875092635397 2.81247377396 0.0777631476521 0.00530153807817
268.8 9.74486394356e-11 1.69030201435 0.1530354321 0.0 9.5625 -7.6875 0.00087926100241 2.7228205204 0.0777613446116 0.00561060480028
288.0 1.04512856702e-10 1.64460492134 0.150096431375 0.0 10.9375 -5.5625 0.000870997784659 2.97027277946 0.0777571424842 0.00532317178256
307.2 1.43595732527e-10 1.8977856636 0.147329702973 0.0 11.6875 -3.3125 0.000868730945513 3.00428104401 0.0777581557631 0.00525459984883
326.4 1.59299684555e-10 1.98606264591 0.143537953496 0.0 12.0625 -0.9375 0.000879096973222 2.74897122383 0.077756896615 0.00557269644965
345.6 8.90399282083e-11 1.63785374165 0.145498305559 0.0 11.9375 1.5625 0.000875803234521 2.87163829803 0.0777573883533 0.00542197147565
364.8 3.29934218835e-10 2.51290035248 0.104225032032 0.0 -11.3125 -3.9375 0.000867248163559 3.08594346046 0.0777565762401 0.00528853314602
384.0 1.85285287113e-10 2.02949357033 0.137280851603 0.0 -10.1875 -6.1875 0.000873043609317 2.98269414902 0.0777546092868 0.00544482069259
403.2 9.72436367541e-11 1.67478489876 0.139671623707 0.0 -8.5625 -8.0625 0.000879320839886 2.82509851456 0.0777535513043 0.00578917381807
422.4 1.74428069211e-10 2.15455961227 0.141558974981 0.0 6.5625 9.6875 0.000871664495207 3.04997324944 0.0777524486184 0.00546891231105
441.6 1.58083990343e-10 1.86602973938 0.15444740653 0.0 -4.3125 -10.8125 0.000867547059897 3.17202711105 0.0777520388365 0.00542485277188
460.8 4.86072238015e-10 3.06261110306 0.141802951694 0.0 1.9375 11.4375 0.000876886944752 2.97622084618 0.0777458250523 0.00563101749901
480.0 2.91053653401e-10 2.13106107712 0.156824916601 0.0 -0.6875 11.5625 0.00087729038205 3.02905988693 0.0777471512556 0.00572897102907
499.2 1.48973791636e-10 1.78258156776 0.149669498205 0.0 -3.1875 11.0625 0.000868321105372 3.22407746315 0.0777481347322 0.00553836412804
518.4 4.04795641451e-10 2.72993707657 0.104892931879 0.0 -5.5625 10.0625 0.000870830961503 3.18406629562 0.07774746418 0.00561805462812
537.6 3.14089365627e-10 2.42041969299 0.102931879461 0.0 7.5625 -8.5625 0.000878808961716 3.01964354515 0.077743537724 0.00584615916319
556.8 3.59461932442e-10 1.88556671143 0.186610043049 0.0 -9.3125 6.6875 0.000873261713423 3.17723941803 0.0777448490262 0.00573843473818
576.0 1.45555001385e-09 1.65536344051 0.196254149079 0.0 -10.5625 4.4375 0.000867094669957 3.32614731789 0.0777448713779 0.005616401617
595.2 3.56365020826e-10 2.07369232178 0.172718673944 0.0 -11.3125 2.0625 0.000874706311151 3.22330880165 0.0777403637767 0.00588313796599
614.4 9.85461851011e-11 1.60924172401 0.138040289283 0.0 11.4375 0.5625 0.000878291146364 3.12670373917 0.0777426362038 0.00592873243662
633.6 2.4495366846e-10 2.23562097549 0.153493702412 0.0 11.0625 3.0625 0.00086898036534 3.35007810593 0.077742472291 0.00575573800129
652.8 2.43885106554e-10 2.015822649 0.154391855001 0.0 10.0625 5.4375 0.000868829723913 3.35790014267 0.0777395889163 0.00575881612654
672.0 3.8746761355e-10 2.41850781441 0.150980681181 0.0 8.6875 7.4375 0.000877629034221 3.26292967796 0.0777369141579 0.00610161932996
691.2 2.93710639143e-10 2.23653459549 0.164348766208 0.0 -6.8125 -9.1875 0.000875206431374 3.31886053085 0.0777382031083 0.00605577919883
710.4 1.50252629783e-10 1.80131959915 0.161207869649 0.0 -4.5625 -10.4375 0.000867334019858 3.50141477585 0.0777347832918 0.00587946370812
729.6 7.47613748686e-10 2.97980952263 0.186117455363 0.0 2.1875 11.1875 0.00087251275545 3.42849326134 0.0777345970273 0.00606852897085
748.8 9.33385813084e-10 2.65659952164 0.204696163535 0.0 0.3125 -11.4375 0.000878525781445 3.3344681263 0.0777356848121 0.00626294252536
768.0 2.77991130115e-10 2.1829264164 0.180036604404 0.0 2.8125 -11.0625 0.000870940333698 3.50267744064 0.0777329206467 0.00609053856134
787.2 3.13843867561e-10 2.71499896049 0.173471435905 0.0 5.1875 -10.1875 0.000868092349265 3.57924818993 0.0777333825827 0.0060346727582
806.4 3.29265475996e-10 1.79751217365 0.2021882236 0.0 7.3125 -8.8125 0.000876191188581 3.44308781624 0.0777337253094 0.00629990156342
825.6 1.79622691721e-10 1.13882040977 0.243370562792 0.0 -9.0625 7.0625 0.000876754580531 3.43386220932 0.0777327865362 0.00631730011977
844.8 7.51693651768e-10 3.31023859978 0.198955640197 0.0 10.4375 -4.8125 0.000868177798111 3.64854001999 0.0777321308851 0.00614139048607
864.0 4.32703345377e-10 2.54825019836 0.210424676538 0.0 -11.1875 2.4375 0.000870487478096 3.62536907196 0.0777311474085 0.00624424395403
883.2 9.2895863224e-10 2.76878595352 0.177370652556 0.0 11.4375 0.0625 0.00087823276408 3.51334190369 0.0777302756906 0.00652778285895
902.4 8.69411709292e-10 1.66745626926 0.172188699245 0.0 11.1875 2.5625 0.000873022712767 3.61915612221 0.0777322128415 0.00638496504458
921.6 9.52766421314e-10 1.61246204376 0.172279119492 0.0 -10.3125 -4.9375 0.000867352937348 3.74934649467 0.0777316316962 0.00624039752983
940.8 9.90807658141e-10 3.02331519127 0.198258176446 0.0 8.9375 7.0625 0.000873805489391 3.65101575851 0.0777307748795 0.00648221098766
960.0 1.57267268652e-10 1.49676048756 0.203471958637 0.0 -7.0625 -8.8125 0.000877283979207 3.61583757401 0.0777252689004 0.00663252091842
979.2 3.12128850544e-10 2.10009694099 0.20291697979 0.0 4.9375 10.0625 0.000869496550877 3.74064445496 0.0777269229293 0.00635979165444
998.4 2.87938589638e-10 2.14705634117 0.199674636126 0.0 -2.5625 -10.9375 0.000868780596647 3.8041331768 0.0777309238911 0.00640830625317
1017.6 7.71429031765e-10 2.5937435627 0.214960411191 0.0 0.0625 -11.1875 0.000876508769579 3.70481944084 0.0777239277959 0.00673088367463
1036.8 2.43881248529e-10 1.98931610584 0.209310352802 0.0 2.5625 -10.8125 0.000874404446222 3.7515232563 0.0777270570397 0.00667628341856
1056.0 1.46327050476e-09 3.95268797874 0.21362324059 0.0 4.9375 -9.8125 0.000867508293595 3.86533927917 0.0777247548103 0.00642222125742
1075.2 2.75629341573e-09 3.809633255 0.196767657995 0.0 7.0625 -8.4375 0.000871540163644 3.85128378868 0.0777271687984 0.00665373647424
1094.4 4.03416577921e-10 2.27847933769 0.217964351177 0.0 8.8125 -6.4375 0.00087707984494 3.7606549263 0.0777206346393 0.00685474107832
1113.6 1.22282284298e-09 2.62165093422 0.21206368506 0.0 9.9375 -4.1875 0.00087090046145 3.88352775574 0.0777287781239 0.00666345725875
1132.8 1.57926416389e-09 2.97059893608 0.187665060163 0.0 10.5625 -1.6875 0.000867011316586 3.98208403587 0.0777294412255 0.00656238972933
1152.0 8.26862189829e-10 2.53611326218 0.194666013122 0.0 10.5625 0.9375 0.000873855315149 3.87431669235 0.0777283012867 0.00683506540204
1171.2 5.98580573996e-10 2.34414792061 0.226567625999 0.0 9.9375 3.5625 0.000875231809914 3.84476804733 0.0777182430029 0.00687516030961
1190.4 1.16910059411e-09 2.70907139778 0.179316177964 0.0 -8.6875 -5.8125 0.000867670576554 4.02276706696 0.0777255818248 0.00666485451068
1209.6 1.26662846878e-09 3.29533624649 0.21562898159 0.0 6.9375 7.8125 0.000868496892508 4.01317977905 0.0777154117823 0.00670612741224
1228.8 3.29534532995e-09 2.93149065971 0.174528777599 0.0 -4.6875 -9.1875 0.000874629535247 3.95161747932 0.0777232125401 0.0070069232201
1248.0 2.11236317327e-09 3.48671793938 0.205800160766 0.0 -2.1875 -10.0625 0.000871701631695 4.00809764862 0.0777133926749 0.00690700394084
1267.2 1.7098249927e-08 3.87743830681 0.115813352168 0.0 0.4375 -10.1875 0.000866244081408 4.13627624512 0.0777127072215 0.00674655909503
1286.4 2.31906627235e-09 2.84615826607 0.163446590304 0.0 -3.0625 9.5625 0.00087043386884 4.10690355301 0.0777222365141 0.00697928338431
1305.6 2.33537242877e-08 2.39417171478 0.0702003613114 0.0 -5.4375 8.4375 0.000873844255693 4.04454565048 0.0777062475681 0.00710526462136
1324.8 1.75790706436e-08 1.18053650856 0.0728287100792 0.0 7.4375 -6.5625 0.000868094793987 4.18525409698 0.0777175500989 0.00694432408759
1344.0 7.49982902448e-08 7.27092075348 0.197604432702 0.0 -8.9375 4.3125 0.000865929352585 4.22707748413 0.077714189887 0.00685997394564
1363.2 6.86935948124e-07 4.08998394012 0.0802889615297 0.0 9.6875 -1.6875 0.00087194488151 4.16234064102 0.077718950808 0.00716770663339
1382.4 3.18280854117e-07 2.79181861877 0.0744512975216 0.0 9.6875 0.9375 0.000871907861438 4.15168571472 0.0777003094554 0.00715112776642
1401.6 3.91382172893e-07 4.52838516235 0.0732743144035 0.0 -9.0625 -3.5625 0.000865290872753 4.27313137054 0.0776986777782 0.00688816305001
1420.8 4.79758512029e-07 2.70176577568 0.076372794807 0.0 7.5625 5.9375 0.000866107933689 4.31791496277 0.0777108296752 0.00701237856042
1440.0 8.56946485328e-07 3.8541662693 0.0737019628286 0.0 5.5625 7.8125 0.00087172590429 4.26261043549 0.0777166187763 0.00731098827607
1459.2 1.00709780781e-06 5.39108657837 0.0603118129075 0.0 3.0625 8.9375 0.000868717150297 4.30790805817 0.0777018591762 0.00717916896337
1478.4 7.43304383377e-07 4.94118452072 0.101944588125 0.0 -0.4375 -9.4375 0.000863732420839 4.42022848129 0.0777093023062 0.0069996163754
1497.6 9.65866888691e-07 5.4373922348 0.101139709353 0.0 -2.3125 9.0625 0.000866635004058 4.38962268829 0.0777069479227 0.00715990762723
1516.8 1.23184611311e-06 5.7188949585 0.0885701850057 0.0 4.8125 -7.9375 0.000869524898008 4.36812210083 0.0777082741261 0.00732963827236
1536.0 5.10961581313e-06 9.1984539032 0.107521660626 0.0 6.9375 -6.0625 0.000864215311594 4.48832416534 0.0777047276497 0.00713549244172
1555.2 6.10957158642e-06 9.92437362671 0.105574451387 0.0 8.3125 -3.6875 0.000861558888573 4.54908895493 0.0777037665248 0.00703569324953
1574.4 5.8812761381e-06 3.76210403442 0.103140749037 0.0 -8.9375 0.9375 0.000865821784828 4.48709440231 0.0776965469122 0.00725051326697
1593.6 6.86995917931e-06 12.6392860413 0.113344445825 0.0 8.6875 1.8125 0.000864373752847 4.55550432205 0.0777068138123 0.00725117756472
1612.8 1.77970850928e-05 17.718082428 0.107420526445 0.0 -7.5625 -4.4375 0.000857154256664 4.71553707123 0.0777005627751 0.00694814192719
1632.0 7.64309370425e-05 10.0234994888 0.0621346086264 0.0 -5.6875 -6.4375 0.000856348313391 4.80132293701 0.0777208581567 0.00701002531062
1651.2 0.000103941420093 10.0837726593 0.0479896254838 0.0 -3.0625 -7.8125 0.000858439540025 4.75233316422 0.077706515789 0.00709940735951
1670.4 0.00012462704035 14.766204834 0.0511076413095 0.0 -0.1875 -8.1875 0.000849927659146 4.95746612549 0.0777013897896 0.006725698077
1689.6 0.000169568666024 15.430513382 0.0466340854764 0.0 2.6875 -7.4375 0.000839415355586 5.22754049301 0.0776930600405 0.00620880879091
1708.8 0.00021292254678 18.4655857086 0.0407264642417 0.0 -5.0625 5.5625 0.000836399383843 5.2432718277 0.0776889100671 0.00597010892191
1728.0 0.000310866074869 22.3524055481 0.0407845340669 0.0 -6.3125 2.8125 0.000832356454339 5.12927436829 0.0776928290725 0.00549585028226
1747.2 0.000698818592355 4.97389411926 0.0616236031055 6.89794909613e-05 -6.0625 -0.1875 0.00081814796431 4.6223115921 0.0776231437922 0.00383914044847
1766.4 0.0008503983845 5.85507631302 0.0588948018849 0.0104115002801 0.0625 -0.3125 0.000853700155858 9.14717102051 0.0585994049907 0.0166252020981
1785.6 0.000920220452826 3.77067303658 0.0660081654787 0.0276091078787 0.3125 0.3125 0.000927020737436 4.47138547897 0.0631094425917 0.0321160731495
1804.8 0.000947829568759 7.11944961548 0.0656251609325 0.0440574359308 0.0625 -0.0625 0.000949127948843 6.79052495956 0.0656025484204 0.0440914898696
1824.0 0.00092173286248 6.67016887665 0.0649012252688 0.0327658376413 -0.8125 0.0625 0.000933842442464 1.1755849123 0.0701680183411 0.0303525898294
1843.2 0.000881950778421 4.56341838837 0.0694371759892 0.0110630697942 1.9375 1.3125 0.000904783664737 3.60699129105 0.0759308412671 0.0186316536977
1862.4 0.000813446182292 10.0567960739 0.0687934607267 0.010442410755 0.9375 2.6875 0.000890961789992 3.88190436363 0.0757011771202 0.0129615464101
1881.6 0.000745291588828 17.5620994568 0.0627203807235 0.0133204478813 0.6875 -3.3125 0.000852796598338 3.94843387604 0.0765569210052 0.00573047387751
1900.8 0.000720245705452 30.5391960144 0.0598769299686 0.0400789726241 2.6875 -1.8125 0.00081941584358 3.7471139431 0.0766014009714 0.00328708118467
1920.0 0.000733965949621 30.1545543671 0.0601715557277 0.0414588350822 -2.8125 -0.8125 0.000827983021736 4.08773088455 0.0757056325674 0.00424581630742
1939.2 0.000792718899902 38.9436645508 0.0597691088915 0.0787914648284 -0.9375 -0.8125 0.00085515138926 0.0100001981482 0.0740457847714 0.00276859813426
1958.4 0.000827839772683 37.1790657043 0.0616279914975 0.0818217642092 0.0625 -0.6875 0.0008729895344 8.20141410828 0.0689986944199 0.0159501622075
1977.6 0.000736860907637 35.8333320618 0.0611381009221 0.0578284956285 2.8125 -1.1875 0.000868547300342 4.03670215607 0.077191889286 0.00681868539225
1996.8 0.000551131437533 33.3632621765 0.0591028705239 0.0248275356222 3.1875 0.9375 0.000881132029463 4.16584777832 0.0772759616375 0.00878534525318
2016.0 0.000455614936072 40.0530166626 0.0622875466943 0.0329048510744 -2.4375 -2.8125 0.000871252850629 3.90509104729 0.0768984481692 0.00683806459057
2035.2 0.000639952952042 43.6335601807 0.0556876920164 0.0649750204375 0.0625 -3.8125 0.000863068678882 4.00019073486 0.0762154310942 0.00653222404635
2054.4 0.000673563452438 43.3868789673 0.0557058081031 0.0690911341978 -2.4375 2.3125 0.000858054263517 3.73258399963 0.0738956928253 0.00612404248741
2073.6 0.00068661099067 34.9120750427 0.0629705563188 0.0452250272895 -3.6875 0.4375 0.000851661432534 4.17245149612 0.0745738968253 0.00617516726864
2092.8 0.000649141089525 36.2417755127 0.0635937824845 0.0434280608077 3.4375 1.3125 0.000848409021273 3.21386170387 0.0737377256155 0.00488395560696
2112.0 0.000677319418173 34.2286491394 0.0633822157979 0.0415303610673 2.0625 3.1875 0.000867399037816 2.96701645851 0.074473939836 0.00558956200449
2131.2 0.000674640352372 44.6888122559 0.0595366284251 0.0726251920573 -0.3125 3.5625 0.000882710504811 3.91257762909 0.0745537281036 0.00950545375563
2150.4 0.000750762876123 51.3756370544 0.0588149018586 0.1074332854 -1.6875 2.3125 0.000906856788788 3.57092380524 0.0760702192783 0.0194698449059
2169.6 0.000809510878753 54.3209609985 0.0581814274192 0.128298287782 -2.0625 0.5625 0.000938167155255 3.94292998314 0.0760910958052 0.0334028248514
2188.8 0.00085845211288 53.9166145325 0.058961443603 0.13713747517 -1.3125 -0.1875 0.000958105549216 3.38151192665 0.0710152387619 0.0424188573237
2208.0 0.000880297913682 41.7262802124 0.0612218640745 0.107018623945 -0.6875 0.9375 0.000951427908149 3.11444616318 0.074140354991 0.0386051758031
2227.2 0.000887801521458 29.193775177 0.0686449930072 0.0727817828241 -0.9375 0.0625 0.000942150130868 3.58429527283 0.0769050195813 0.0345019528001
2246.4 0.000833380850963 37.4876365662 0.0638145655394 0.0835812952414 -0.8125 -0.8125 0.000933467585128 0.0100002028048 0.0778596401215 0.028110508371
2265.6 0.000829451833852 40.5584220886 0.062421195209 0.0918054936601 -0.0625 -1.5625 0.000929571804591 7.15194225311 0.075357362628 0.0345805504164
2284.8 0.000850321550388 26.2397346497 0.0675411596894 0.0553618967121 0.9375 -0.1875 0.000928664347157 3.77189350128 0.0742611438036 0.0295532119452
2304.0 0.000889727380127 27.8085651398 0.066763728857 0.0700610860465 0.5625 0.3125 0.000957547686994 6.60654354095 0.0732227787375 0.0453963307812
2323.2 0.000941702863201 19.7999210358 0.0692234039307 0.0668230253765 0.3125 0.4375 0.000968539214227 16.0837879181 0.0718750059605 0.067108041943
2342.4 0.000956926553044 20.4020023346 0.0690722540021 0.073445002877 0.1875 0.9375 0.000984826474451 17.624835968 0.0703167319298 0.0763311205028
2361.6 0.000923659245018 23.5120868683 0.0611638389528 0.0715566443567 -0.9375 0.3125 0.000974502356257 5.49095630646 0.0706995055079 0.0513552532852
2380.8 0.000880006176885 31.4604225159 0.0596498660743 0.0783782453688 -0.8125 -0.3125 0.000944438215811 11.0725708008 0.0695786327124 0.048710774532
2400.0 0.000849903910421 33.0190963745 0.0599266178906 0.0755301431445 -2.0625 0.3125 0.000920534774195 5.68684577942 0.0656726211309 0.0305220331856
2419.2 0.000835309736431 35.981590271 0.06469527632 0.0795461740106 -1.6875 -1.3125 0.000920534192119 7.55293226242 0.0650836154819 0.0337381347537
2438.4 0.000834206701256 34.8104667664 0.0652722269297 0.075798366193 -0.5625 -1.9375 0.000923939049244 9.47272109985 0.0652066096663 0.0386282320752
2457.6 0.000875782978255 23.3058853149 0.0657309964299 0.0536582763842 0.6875 -1.1875 0.000935514923185 5.98310041428 0.0726326182485 0.0357476167134
2476.8 0.000894301454537 22.3393211365 0.0662287324667 0.0572119791652 0.8125 0.4375 0.000944821804296 1.21573710442 0.0737473964691 0.0344604909538
2496.0 0.000907630077563 26.3230876923 0.0638838484883 0.0727642982423 0.5625 0.8125 0.000963041326031 3.28615236282 0.0768498703837 0.04297346805
2515.2 0.000934436509851 31.3438549042 0.0640732720494 0.0945635569266 -0.4375 1.0625 0.000975866510998 5.68525314331 0.0773766711354 0.0504018070962
2534.4 0.000969827407971 17.0514640808 0.0741544887424 0.0690694943775 -0.5625 0.3125 0.000992540502921 1.55068147182 0.0774062946439 0.054110758266
2553.6 0.000976070994511 7.52795791626 0.0742647573352 0.053642658881 -0.6875 -0.3125 0.000993409310468 4.92716360092 0.0763060301542 0.0567622552396
2572.8 0.00096725882031 5.32822751999 0.0732882320881 0.0476139568742 0.0625 -0.8125 0.000984024256468 1.49598407745 0.0753604620695 0.0510982880691
2592.0 0.000960972451139 3.55070543289 0.0715755596757 0.0436392085696 0.3125 -0.6875 0.000976369716227 5.67338132858 0.0734917670488 0.0515864067378
2611.2 0.00096174684586 4.10694074631 0.0725225061178 0.0442537135869 0.6875 -0.3125 0.00098585546948 4.60900974274 0.0730715617537 0.0543781556905
2630.4 0.0009732391336 2.14285802841 0.0738390311599 0.0472286720395 0.8125 0.1875 0.00100131717045 4.51995372772 0.0733351558447 0.0605107585698
2649.6 0.000979298958555 2.55887198448 0.0758224725723 0.0494742811276 0.4375 0.6875 0.00100990734063 4.03492736816 0.0735867619514 0.0644113492652
2668.8 0.000986175262369 3.84205722809 0.0769786760211 0.0528174144207 -0.1875 0.6875 0.00101453182288 4.16768074036 0.074095480144 0.0666650652188
2688.0 0.000990147236735 5.02865886688 0.077001541853 0.0553903875021 -0.5625 0.4375 0.00101404543966 4.26032304764 0.0748185887933 0.0662759740272
2707.2 0.000996243208647 5.14111280441 0.0773453488946 0.0577690639313 -0.8125 -0.0625 0.00101652904414 4.20505237579 0.0746086239815 0.0675357153656
2726.4 0.000996168819256 5.55088758469 0.0772755667567 0.0581499484949 -0.5625 -0.5625 0.00101398653351 3.64704275131 0.0749468132854 0.0658265278383
2745.6 0.000990257132798 5.5594997406 0.0773534923792 0.0558599569682 0.0625 -0.8125 0.00100917520467 2.10003423691 0.0744777992368 0.0628643694248
2764.8 0.000978369265795 3.02914142609 0.0769004821777 0.0490939580254 0.4375 -0.5625 0.0010048475815 1.77112948895 0.0743363499641 0.0606181322816
2784.0 0.000988801708445 5.31855154037 0.0760455653071 0.0554042452411 0.5625 -0.0625 0.00100999686401 3.92279601097 0.0737200006843 0.06434865033
2803.2 0.00099633843638 4.77654314041 0.0750525668263 0.0581228363951 0.6875 0.6875 0.00101750472095 9.53283596039 0.0740167722106 0.0738645601964
2822.4 0.00100300344639 5.06607246399 0.0734994933009 0.0617552117796 0.0625 0.9375 0.00102525134571 5.91934108734 0.0744168758392 0.0732309468889
2841.6 0.00100016943179 11.998547554 0.0716482326388 0.0702805113075 -0.5625 0.6875 0.00102497648913 4.58664512634 0.0740987062454 0.0721191909629
2860.8 0.00100123067386 11.9593267441 0.0708671584725 0.0709119760956 -0.9375 0.0625 0.00102562783286 4.27672624588 0.074297837913 0.0721743569813
2880.0 0.00100123265292 10.7633476257 0.0703839734197 0.0690401889945 -0.8125 -0.5625 0.0010240903357 4.58995389938 0.074647732079 0.0715271972213
2899.2 0.00100689497776 7.10407924652 0.0710284486413 0.0664465706163 -0.3125 -0.9375 0.00102750340011 4.04327630997 0.0751018077135 0.0727187450408
2918.4 0.00100867997389 9.05924701691 0.0707700625062 0.0698886294978 0.3125 -0.9375 0.00103214150295 1.85025167465 0.0763694867492 0.0737257857761
2937.6 0.000999649870209 12.4690885544 0.0691519752145 0.0715582753148 0.8125 -0.4375 0.00103191751987 3.23964571953 0.0764459595084 0.0740760827157
2956.8 0.00100631220266 9.4093503952 0.0696010813117 0.0695851092997 0.6875 -0.0625 0.00103268411476 4.45072793961 0.0756377950311 0.0753592847773
2976.0 0.00100889941677 11.3341293335 0.0739824846387 0.0725968861572 0.5625 0.4375 0.00103389436845 7.81989955902 0.0744661167264 0.0793062563285
2995.2 0.001016757451 6.90571022034 0.0761780291796 0.0695855449896 0.0625 0.6875 0.00103540660348 8.04539680481 0.0736439153552 0.0805079263774
3014.4 0.00102331535891 3.15231227875 0.0755427107215 0.0700484715156 -0.3125 0.5625 0.00103747018147 5.39743041992 0.0749546736479 0.0785587063931
3033.6 0.00102610327303 5.58389902115 0.0742625594139 0.0733952924937 -0.5625 0.1875 0.00103780766949 3.46198248863 0.0764959976077 0.077054891501
3052.8 0.0010273528751 4.88232278824 0.0748447179794 0.0732825034305 -0.5625 -0.4375 0.00103748275433 2.33319282532 0.0771754086018 0.0762533506573
3072.0 0.00102651433554 4.45543289185 0.0754376873374 0.0723980589924 -0.1875 -0.8125 0.00103739614133 2.3597676754 0.077365860343 0.0761630391624
3091.2 0.00102349172812 4.41441297531 0.0760196447372 0.0707160373202 0.3125 -0.6875 0.00104103342164 3.90880918503 0.0774950385094 0.0785627051546
3110.4 0.00102444225922 7.33070993423 0.0767793059349 0.073602376679 0.6875 -0.3125 0.00104300456587 3.90028309822 0.0775411501527 0.0795013395226
3129.6 0.00103154603858 4.89438486099 0.0767961740494 0.0747756423923 0.6875 0.1875 0.00104560155887 3.18542003632 0.0773280709982 0.080483164344
3148.8 0.00103546807077 5.26897287369 0.0768550634384 0.0769379654214 0.4375 0.3125 0.00104491144884 4.29467248917 0.0767019987106 0.0808912361085
3168.0 0.00103575433604 5.73606014252 0.0767732858658 0.0774817626761 -0.0625 0.5625 0.00104704708792 5.52182149887 0.0756000876427 0.0830658084197
3187.2 0.0010416720761 4.35019350052 0.0775318518281 0.0791161151487 -0.4375 0.3125 0.00104832230136 7.15877485275 0.0747583135962 0.0853337011834
3206.4 0.00104384263977 6.36280584335 0.0758408084512 0.0821643512333 -0.5625 -0.0625 0.00104868609924 8.81177711487 0.073764808476 0.0875527369535
3225.6 0.00104280619416 9.05298042297 0.0733625590801 0.0852275028102 -0.4375 -0.1875 0.00104810250923 7.22959518433 0.0742413029075 0.0854472950077
3244.8 0.00104154285509 5.57707643509 0.0738281980157 0.0809853877618 -0.1875 -0.5625 0.00104750471655 6.01125526428 0.0753764510155 0.0837373676584
3264.0 0.00104027416091 3.07206606865 0.0740039944649 0.0788178439773 0.3125 -0.5625 0.001047299942 6.41010141373 0.0754938796163 0.0839470944255
3283.2 0.00103755423333 4.5646443367 0.0741074904799 0.0782509242775 0.5625 -0.1875 0.00104800180998 6.8435754776 0.0751402154565 0.0847682249476
3302.4 0.00103675562423 7.57329511642 0.0765556693077 0.0797945890472 0.5625 0.0625 0.00104885804467 6.29816102982 0.0744045823812 0.0849020883162
3321.6 0.00103841163218 8.26710700989 0.0763704702258 0.0814071441268 0.3125 0.4375 0.00105135375634 5.02329158783 0.0742600560188 0.0851589544525
3340.8 0.00104144273791 10.3293399811 0.0750677287579 0.0857779993629 -0.0625 0.5625 0.00105397729203 4.87650871277 0.0741459578276 0.0863504499147
3360.0 0.00104227790143 15.2938051224 0.0722756385803 0.0946527705449 -0.5625 0.3125 0.00105569849256 5.07498502731 0.0741469934583 0.0872986926725
3379.2 0.00103780487552 17.8357906342 0.0699595212936 0.097993441637 -0.6875 -0.0625 0.00105523096863 4.59355545044 0.0744128227234 0.0866960498578
3398.4 0.00104285753332 17.1497135162 0.07019200176 0.0987541143021 -0.5625 -0.4375 0.00105545204133 3.19142842293 0.0750914663076 0.0859088809038
3417.6 0.00104809587356 11.3856544495 0.0738118588924 0.0905988374027 -0.1875 -0.5625 0.00105690478813 2.34301066399 0.0757431462407 0.0861309910023
3436.8 0.00105106818955 4.52772569656 0.0770063176751 0.083902746122 0.3125 -0.5625 0.00105812691618 2.62661409378 0.0755510553718 0.0868606392796
3456.0 0.00105027481914 4.84993648529 0.0774114057422 0.0836072204102 0.5625 -0.1875 0.00105870421976 1.84677791595 0.0758493691683 0.0868463224682
3475.2 0.0010502213845 5.58576345444 0.0773314461112 0.0841235094325 0.5625 0.3125 0.00105974415783 2.56014990807 0.0756114721298 0.0876003579131
